story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0170	Khal-Hasidim	embedding	0.96		False	high	'שיר' inside עשיר (wealthy).	היה היה נא לי לבעל ואתה תהיה שר בין השרים ועוד תהיה גדול מהם בעבור חכמתך הגדולה : ויאמר האיש ההוא הנה אנכי שומע לך בדבר הזה אך בזאת תאות לי לעשות מתחלה משתה גדול להקהיל שרים רבים ונכבדים למען ידעו ויכירו אותי מהיום הזה ל		
Peer-MiKdoshim_0006	PeerMikdoshim	embedding	0.96		False	high	The story focuses on themes of financial trust in the Tzadik and the fulfillment of charitable vows; it contains no mention of music, melodies, or song.	עד מאוד ויאמר להם חידושי תורה מאשר הולידו עשתונתיו עד כי היה לפלא בשכלו הזך והישר וברוב חריפתו ובקיאותו ויבקש אחד מהאנשים לתקוע כף להתקשר בקישורי חיתון כדת ולא נתנו חבירו באומרו הלא עלינו לשמור מוצא פי הצדיק כי לא דבר רי		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.96		False	high	The story focuses on oaths, childlessness, and Passover preparations, with no mention of music, melody, or singing.	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Shivhei-Habesht_0005B	Shivhei-Habesht	embedding	0.96		False	high	The text describes intense prayer (tefillah), weeping, and exorcism, but does not explicitly mention melody, singing, or musical instruments as a practice.	"כא""וא כפי מעלתו ו הבעש״ט נכנס באחרונה וכשראתה אותו ואמרה ב""ה ר׳ ישראל כ' עדיין רך בשנים אמרה לו אתה סבור שאני מפחד ממך לא כי אני ידעתי שהזהירו אותך מן השמי' שלא לעסוק בשמות הקדושים עד שישתלמו לך ששה ושלשים שנה והוא הי׳ נ"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.96		False	high	The story focuses on prayer, ritual immersion, and the Besht's hidden holiness, but contains no mention of music, singing, or melodies.	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
Peer-MiKdoshim_0007	PeerMikdoshim	embedding	0.96		False	high	The story centers on a Tzaddik's clairvoyance and a scoffer's repentance, with no depiction of music, singing, or melodies.	ום יום יותר ויותר וכנחל נובע פרצו דברו החסיד בחכמה ועד כי התנשא זה לעומת זה בדבריו' ענהו הגביר אם כן איפוא בא ואראך כי שקר נחלו כל החסידים ומאומה לא ידע הרבי ולאות נאמן התבונן מהר כי אתה הוא ששמעת בעצמך נאצות וגידופים על		
Khal-Hasidim_0173	Khal-Hasidim	embedding	0.96		False	high	The story mentions crying and wailing (יללה, צעקה) during prayer and distress, but no actual music, melodies, or songs as a practice.	ל אשר עשה עד כה וכאשר נתייגע בזה מעט אז כמו נד נצבו לפניו כל העבירות שעשה מעודו. ויתמהמה מאוד ויעמוד הרבה ולא היה יכול לומר סלח לנו. עד כי נתחרט מאוד על כל מה שעשה וקבל עליו לעזוב חטאיו על להבא ועתה ישוב לביתו תיכף ולא י		
Shivhei-Habesht_0060	Shivhei-Habesht	embedding	0.959		False	high	The story focuses on piety, charity, and spiritual intercession; there is no mention of music, singing, or melodies.	ער א׳ ולא דיברה מאומה רק שעשתה תנועות כאילו אינו רוצה לקבלה ונתן לפניה עוד זעקסער ולא קיבלה אמר לה מי שמך לגבאי צדקה ולגנוב מקופת צדקה ולא השיבה כלום ולא הקפידה ע״ז ולא עשו בה הדברים הלז שום רושם מחמת שהיתה מחזקת במידות 		
Peer-MiKdoshim_0008	PeerMikdoshim	embedding	0.958		False	high	'שיר' inside שירגיש (will feel).	דיק וקבל עליו לחטט אחר מדת קמצנות מדה מגונ' הלזו עד תומה כי הצדיק העיד עליו כי יתר כל תכונות נפשו נכונים ושלימים בעבודת השם וכל מדותיו בנוים היו על אדני האמונה היושר והחסידות והנה כל העומדים החרידו לקול הסיפור והאורח סיפ		
Khal-Hasidim_0239	Khal-Hasidim	embedding	0.958		False	high	'שיר' inside עשירים.	תועפת עשרך אל תבעתני כי אמנה אנכי לא לעגלי זהבך אסגוד אך בנפשך אל יהרהוביך עוז העור את עיניך ואל תנקש באמרי פיך ואל תהי חכם בעיניך כי רע ומר גורל כל אנשי רבים המפיחים על הצדיקים כזבים מאורי עולם המה מועדי דור ודור ולפלח 		
Khal-Hasidim_0002	Khal-Hasidim	embedding	0.958		False	high	The story focuses on mystical writings, magical feasts, and solitude in the mountains; it contains no mention of music or melody as a practice, other than an incidental idiomatic phrase.	 כך ישן הבעש״ט ויעמוד בן הרב ולקח קונטרס אחד מהכתבים וינח לפניו ועשה א״ע עוד כאילו הוא ישן וכאשר נעור הבעש״ט וראה את הקונטרס נזדעזע נזדזע מאוד ולמד אותם ויציעם בתוך חיקו. וכן עשה בן הרב עוד בלילה אחרת עד שראה בבירור שזה 		
Shivhei-Harav_0018	Shivhei-Harav	embedding	0.958		False	high	The story focuses on the Napoleonic Wars, a spiritual competition involving Shofar blowing (a ritual, not music per se), and the Rebbe's death; it contains no mention of melodies, songs, or musical practice.	דש בחדשו ומידי שבת בשבתו בשבתי שהראה להם באספקלריא המאירה האיר הברקאי ומתחזיא מסיפא עלמא ועד סופיה גדול ה׳ ומהולל מאוד בעירו הר הי קדשו וברכנו בקול רם ונשא ברכת חכם הרזים ברוך שחלק מחכמתו ליריאיו : והן עתה בעו״ה חשך השמש		
Shivhei-Habesht_0207	Shivhei-Habesht	embedding	0.958		False	high	The story describes the passing of the Baal Shem Tov and his final teachings and prayers, but it contains no mention of music, melodies, or song.	"סגולתו לנעור כל הלילה כתקון האר""י ז""ל ואמר לפניהם ד״ת על ענין הסדר וענין מ״ת בבקר שלח לאנשי סגולתו שיתאספו כולם וצוה לר׳ ליב קעסלר ועוד א׳ שכחתי שמו שיתעסקו בקבורתו ולימד ולמד אותם על גופו על כל אבר הראה להם סימנים איך נ"		
Sipurei-Zadikim_0013	Sipurei-Zadikim	embedding	0.958		False	high	The story focuses on the succession of a rabbi and a hidden tzaddik (a tailor) with no mention of music, singing, or melodies.	" אצליכם לרב ולמורה כאשר גזר עלי זה הצדיק החייט נ""ע. ויעשו כן ויהי כאשר באו סמוך ל לובלין ויצאו לקראתו לקרתו המון רב ויקבלו אותו בשמחה רבה ובכבוד גדול ויהי ביום השבת אחר הדרשה בסעודה שלישית ויבואו אליו כל אנשים מכובדי העי"		
Khal-Hasidim_0013	Khal-Hasidim	lexical	0.956	שיר	False	high	The mention of 'songs and praises' refers to the recitation of Psalms (Tehillim) rather than a depicted practice of music or melody.	"ן הרב הקדוש ר׳ אדם בעש״ט ז""ל. ויהי כל ימי הנסיעה בספינה אמר שירות ותשבחות בספר תהלים כמו אדם פשוט עד בואו ל סטאמבול עם בתו הצדקת המפורסמת מרת אדל אם הבנים האחים הקדושים המפורסמים המפורסמם מוה""רר אפרים מ סדילקב ז""ל בעמה""ח"		
Khal-Kdoshim_0003	Khal-Kdoshim	lexical	0.955	שיר	False	high	The mention of 'songs of David' is a poetic reference to the recitation of Psalms (Tehillim) in prayer and does not depict music or melody as a distinct practice.	י השחיתו התעיבו והם לא ידעו אך ימוצו שפעת העמים ויינקו חלב עשירת הישמעאלים וינצלו את כל אשר איננו יהודי אשר דתו שונה מדתיהם הדברים יצאו מפי הבישאף והשמועה פרשה לה כנפיים עד מעבר לנהרי כוש ותהי משטמה גדולה על כל היהודים ע		
Maase-Zadikim_0015	maase-zadikim	lexical	0.955	שיר	False	high	'שיר' inside עשיר.	דוש אינם לבטלה והוא היה חתן גביר מפורסם והוא בעצמו היה ג״כ עשיר גדול ויחשוב דברים שונים ורוחו נהפך לו לעצב ודאגה. אך הוא נסע עם חברת חברה חסידים וכאשר באו לאכסניא אחר איזה פרסאות נחו מעט וישתו משקה למען ישמחו את האברך הנ		
Khal-Hasidim_0222	Khal-Hasidim	lexical	0.954	שיר	False	high	'שיר' inside עשיר.	"דוש אינם לבטלה והוא היה חתן גביר מפורסם והוא בעצמו היה ג""כ עשיר גדול ויחשוב דברים שונים ורוחו נהפך לו לעצב ודאגה. אך הוא נסע עם חברה חסידים וכאשר באו לאכסניא אחר איזה פרסאות נחו מעט וישתו משקה למען ישמחו את האברך הנ""ל וש"		
Shivhei-Habesht_0001	Shivhei-Habesht	lexical	0.953	זמר שיר	True	high	The story explicitly describes the young Besht leading children in song ('מזמר עמהם') and relates the spiritual quality of this singing to the music of the Levites in the Temple.	ק' עם תשב״ר שהוא הבל שאין בו חטא. ובכל עת הליכת התנוקת הי' מזמר עמהם בקול נעים ובחשק רב וישמע למרחוק כי עבודתו עלה למעלה למעלה, כי הי' הנחת גדול למעלה כמו מהשיר שהיו הלוים אומרים בבהמ״ק והיה עת רצון גדול למעלה. ויבא גם ה		
Shivhei-Harav_0016	Shivhei-Harav	lexical	0.953	נגן כינור	True	high	The story explicitly describes the boy playing the violin ('כינור') as a way to soothe his sorrow while being held in the church attic.	ה ויכנוס הדבר בלבו. ויתמרמר ויקח הנער את הכינור כי היה יודע נגן בכינור ויחשוב להפיס צערו בזאת וכן היה הקיצור בפעם הרביעי ובפעם החמישי נתמרמר מאד עד כי לא היה יכול לסבול ויבך מאוד במר נפשו על אשר קרה לו כאלה וירצה לצאת לח		
Adat-Zadikim_0022	Adat-Zadikim	lexical	0.952	שיר	True	high	The story describes the community welcoming the Rema into the city with drums, various musical instruments, and the playing of flutes.	" נשאר אף תינוק בעריסה אשר לא יצאו לקראת הרב בתופים ובכל כלי שיר וכה הובילו אותו העירה בכבוד ההדר לכל חסידיו והחליל מכה לפניהם וכרוז יוצא מלפניהם פנו מקום לכבוד רבינו משה אב""ד ושר העיר קראקא : אולם הבישוף בראותו תבנית ודמ"		
Khal-Hasidim_0174	Khal-Hasidim	lexical	0.952	שיר	False		[error] Unterminated string starting at: line 1 column 55 (char 54)	פר שארית יהודא על הלכ' מליחה) ולאשר כי האיש ר' ברוך לא היה עשיר ואחרי פטירתו נשארו בניו הקטנים עניים ומחמת כי התמידו מאוד בלימוד לא הסתכלו כלל על צרכי הגשמיות וכאשר נתפרסם בעולם גדולת הרב המגיד הגדול מ מעזריטש ונשמע בעול		
Khal-Hasidim_0171	Khal-Hasidim	lexical	0.952	שיר	False		[error] Expecting value: line 4 column 15 (char 60)	"ז""ל. והנה שמע כי נפלאות נשמע מ הרב הקדוש מ מעזיבוז בעת אמרו שיר השירים בערב שבת אחר הטבילה כי ממש כמלאך אלקים צבאות הוא והוא בוער כאש וההתלהבות הוא עד למעלה. כנודע לכל כי אמרו עליו שהי' לו ניצץ ניצוץ מנשמת שלמה המלך ע""ה."		
Maase-Zadikim_0005	maase-zadikim	lexical	0.952	שיר	False	high	The mention of 'songs and praises' refers to the recitation of Psalms (Tehillim) rather than a musical practice, melody, or the use of instruments.	"ן הרב הקדוש ר' אדם בעש״ט ז""ל. ויהי כל ימי הנסיעה בספינה אמר שירות ותשבחות ב ספר תהלים כמו אדם פשוט עד בואו ל סטאמבול עם בתו הצדקת המפורסמת מרת אדל אם הבנים האחים הקדושים המפורסמים מוהרר מוהרר אפרים מ סדילקב ז""ל בעהמ""ח ספ"		
Shivhei-Habesht_0004	Shivhei-Habesht	lexical	0.951	זמר	True	high	The story explicitly describes the Baal Shem Tov singing the liturgical song 'Asader Lise'udata' (וזמר אסדר לסעודתא) as part of his devotional Shabbat practice.	ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה וזמר אסדר לסעודתא ועשה קידושא רבא כדרכו בדביקות נפלא, ובתוך הסעודה ביקש את האורח שיאמר ד״ת. ולא היה יודע מה שיאמר לפניו כי הי' כמעט כמבולבל. ואמר לפניו מאמר עם פ		
Shivhei-Habesht_0050A	Shivhei-Habesht	lexical	0.951	ניגון זמר	True	high	The story explicitly describes the Baal Shem Tov singing 'Lecha Dodi' and attributes the creation of spirits to a cantor and bass singer's performance in the synagogue.	" פחדו ואמרו מה איכפת לך והתחילו פ""ש להתלוצץ ולזמר לכה דודי בניגון של הבעש״ט ועשה מה שעשה ונפלו השני מזיקים לארץ ולא יכלו לקום והתחילו להתחנן לפניו ואמר תיכף תראו שהילדים יבריאו אמרו האחד מה שעבר אין כי הזיקו אברים פנימים"		
Adat-Zadikim_0010	Adat-Zadikim	lexical	0.951	זמר שיר	False		[error] Unterminated string starting at: line 4 column 16 (char 61)	" ליל ש""ק באו כל חשובי העיר ואחרי אשר עשה בעש״ט קידוש כדרכו וזמרו זמירות ואכלו דגים והביאו המרק של שבת ולקח הבעש״ט מעט בכף והריח בו ואמר מריח ריח של נבילה. ויצו ליקח אותה מעל השולחן ולא טעמו טעם בשר כל השבת הוא ואנשיו המא"		
Shivhei-Habesht_0197	Shivhei-Habesht	lexical	0.95	שיר	False	high	The story focuses on the mystical understanding of the language of animals and birds (sichat chiyot ve-ofot) and mentions Perek Shira, but it does not depict music, melody, or singing as a practice.	"ך החיות לכל החיות שלמטה ומפני נשר לעופות שלמטה וזהו סוד פרק שירה כי כפי הדיבור במרכבה העליונה בכל ב""ח וב""ח כן משתלשל למטה מטה בבהמות חיות ועופות והנה מי שהו' חכם ומבין מדעתו ומסתכל בכל דבר על שרשו של מעל' במרכבה העליונה "		
Khal-Hasidim_0252	Khal-Hasidim	lexical	0.95	שיר	True	high	The text explicitly describes the people of Krakow welcoming the Rema with drums, musical instruments, and flutes (בתופים ובכל כלי שיר, והחליל מכה).	" נשאר אף תינוק בעריסם אשר לא יצאו לקראת הרב בתופים ובכל כלי שיר וכה הובילו אותו העירה בכבוד ההדר לכל חסידיו והחליל מכה לפניהם וכרוז יוצא מלפניהם פנו מקום לכבוד לכביד רבינו משה אב""ד ושר העיר קראקא : אולם הבישוף בראותו תבנ"		
Mifalot-HaZadikim_0007	Mifalot-HaZadikim	lexical	0.95	שיר	False	high	The story focuses entirely on the laws and practices of ritual slaughter (Shechita) and spiritual discernment, with no mention of music, melody, or song.	ות וגם נסע לשאר שוחטים הגונים ולקח גם אצלם קבלה על אומנתו וכשירת זביחתו ורצה לקיים ג״כ ולהראות סכינו לת״ח כדינו ונסע לעיר וואסילקיוב הסמוך לה והראה סכינו להרב הצדיק הגאון מוה״ יהושע המגיד דק׳ הנ״ל (הנקרא ר׳ יהושעלע ) והר		
Shivhei-Habesht_0079	Shivhei-Habesht	lexical	0.949	שיר	False	low	'מזמור שיר' psalm title, not depicted music.	"פני התיבה והלכתי לפני התיבה ואמרתי לכו נרננה וכשבאתי למזמור שיר ליום השבת נעלמו כולם ממני ונשארתי אני לבדי ולא ידעתי להיכן הלכו והיה לי צער גדול מזה כל השבת שלא הי' לי צוותא ע״כ אני מבקש מרומע""ל שיתפללו בעדי שאוכל לעלות "		
Khal-Hasidim_0062	Khal-Hasidim	lexical	0.949	זמר שיר	True	high	The text explicitly mentions singing Shabbat hymns ('וזמרו זמירות') during the meal with the Baal Shem Tov.	"ליל ש״ק באו כל חשובי העיר ואחרי אשר עשה הבעש""ט קידוש כדרכו וזמרו זמירות ואכלו דגים והביאו המרק של שבת ולקח הבעש״ט מעט בכף והריח בו ואמר שמריח ריח של נבילה ויצו ליקח אותה מעל השולחן ולא טעמו טעם בשר כל השבת הוא ואנשיו המא"		
Khal-Hasidim_0011	Khal-Hasidim	lexical	0.949	ניגון	True	high	The story explicitly describes the character reciting the confession (Vidui) on his deathbed with a melody (niggun).	"מר עמו הוידוי ואמר עמו הרב ר׳ יעקב וידוי וענה אחריו הוידוי בניגון ותמה ר' יעקב ע״ז ואח""כ הלכה אשתו ממנו כי אמרה אולי ישן הוא מעט ונוח לו ובזמן מועט השגיחה עליו והוא מת וחזר ר׳ יעקב הנ""ל לביתו להודיע כי באמת סומים אנחנו :"		
Peer-MiKdoshim_0004	PeerMikdoshim	lexical	0.949	שיר	False	high	The text mentions the ringing of sleigh bells (פעמון) as a signal of an approaching carriage, but contains no depiction of music, melody, or song as a practice.	לה כתובתה באמרו המת ההוא יש לו דין מאבד עצמו לדעת כי מצות ואשיריהם תגדעון לא נצטוינו בחוץ לארץ בהיותינו בגולה על אדמת נכר. ונחנו תחת ידם פזורים ובצלם מסתופפים ולא נאמרה אך ב ארץ ישראל ולא נפרעה האשה את כתובתה ויחלום להרב		
Maase-Zadikim_0007	maase-zadikim	lexical	0.948	שיר	False		[error] Unterminated string starting at: line 4 column 16 (char 61)	"ש ז""ל. והנה שמע כי נפלאו' נשמע מהרב הקדוש מ מעזביז בעת אמרו שיר השירים בערב שבת אחר הטבילה כי ממש כמלאך אלקים צבאות הוא והוא בוער כאש וההתלהבות הוא עד למעלה כנודע לכל כי אמרו עליו שהי' לו ניצוץ מנשמת שלמה המלך ע""ה. ע""כ ב"		
Mifalot-HaZadikim_0001	Mifalot-HaZadikim	lexical	0.948	שיר	True	high	The story depicts a public musical performance with instruments ('מאזיקע') used as a plot device for the protagonist to recognize her husband.	כח כל הצער והיסורים שסבלה בעניותה מימים ימימה וישמן ישורון ישירון ויבעט התחילה לדאוג עבור ישיבתה עגונה ואלמנה חיה בלא בעל ובכתה ימים רבים מאין הפוגות ונתיעץ דודה עבורה כי מרוב תענוגה והבטלה מביאה לידי שעמום אשר על כן הטי		
Khal-Hasidim_0116	Khal-Hasidim	lexical	0.948	שיר	False	low	'פרק שירה' referenced as a text, not depicted music.	"ך החיות לכל החיות שלמטה ומפני נשר לעופות שלמטה וזהו סוד פרק שירה כי כפי הדיבור במרכבה העליונה בכל ב""ח וב""ח כן משתלשל למטה מטה בבהמות וחיות ועופות והנה מי שהוא חכם ומבין מדעתו ומסתכל בכל דבר עד שרשו של מעלה במרכבה עליונה "		
Shivhei-Habesht_0007	Shivhei-Habesht	lexical	0.947	ניגון	True	high	The text explicitly describes the dying tax collector reciting the Vidui (confession) with a melody (niggun).	"ר עמו הוידוי ואמר עמו הרב רבי יעקב וידוי וענה אחריו הוידוי בניגון ותמה ר׳ יעקב ע״ז ואח״כ הלכה אשתו ממנו כי אמרה אולי ישן הוא מעט ונוח לו ובזמן מועט השגיחה עליו והוא מת וחזר ר׳ יעקב הנ""ל לביתו להודיע כי באמת סומים אנחנו :"		
Khal-Hasidim_0143	Khal-Hasidim	lexical	0.946	שיר	True	high	Sang zemiros as customary at the third meal (וישירו זמירות כנהוג).	 תנחומין ויהי בסעודה השלישית נתאספו לשם כמעט כל אנשי העיר וישירו זמירות כנהוג. והיא במר נפשה ישבה נעצבה על מטה כבודה עם אשת הבעה״ב ותתנמנם ותחלום והנה טרקלין גדולים נאים ומהודרי׳ ותפתח ותפתת פתח א׳ ויבא בעלה הרב מ׳ אברהם		
Khal-Hasidim_0070	Khal-Hasidim	lexical	0.946	שיר	False	low	'מזמור שיר ליום השבת' = psalm title (overlaps recitation_of_psalms), not depicted music.	"פני התיבה והלכתי לפני התיבה ואמרתי לכו נרננה וכשבאתי למזמור שיר ליום השבת נעלמו כולם ממני ונשארתי אני לבדי ולא ידעתי להיכן הלכו והיה לי צער גדול מזה כל השבת שלא הי' לי צוותא ע""כ אני מבקש מרומע""ל שיתפלל בעדי שאוכל לעלות ע"		
Shivhei-Habesht_0100	Shivhei-Habesht	lexical	0.945	שיר	False	high	The story focuses on ritual slaughter (shechita) and kashrut rulings, with no mention of music, singing, or melodies.	"ו מפני מה נטרפה הבהמה הזאת ואמר לו לי יש דיעות בפוסקים יש מכשירין ויש מטריפין וצוה שיחתכו חתיכה בשר ויעשו ממנ' צלי וראה הבעש״ט שהדבר קשה בעיני אנשיו ואמר שישלחו לק""ק פולנאי לר׳ מ""ץ ויביאו ממנו איגר' קודם שתצלה ותיכף שלחו"		
