story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0140	Khal-Hasidim	embedding	0.96		False	medium	Embedding-only neighbor; no explicit name/yichud use depicted.	" אותו וגער בו הבעש״ט ואמר אין סוסים שלי אוכלות מצות ונפל עליו זיעה מחמת חולשה ויצא לחוץ וישב על האצטבא שלפני הבית לנוח וראה איש אחד רך בשנים וקרא אותו אליו ואמר לו לי בבקשה ממך לך אל הבעש""ט ואמור למה אינו מקיים הפסוק ואה"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.96		True	high	The story explicitly mentions the Besht adjuring a stone ('השביע את האבן') to open and close, which is a classic depiction of using holy names or divine authority to manipulate physical reality.	"ד גדול ואחר האכילה אמר ישראל תכין לי הסוסים שאסע מיד וכן עשה קשר הסוסים בעגלה. אח""ז אמר הבעש״ט מה היה אם היה מעלתו שבת בכאן ויהי לצחוק בעיניו וכשנסע משם דרך חצי פרסה נשבר אצלו אופן א׳ וחזר לשם ונטל האופן ונסע לדרכו ופעם "		
Khal-Hasidim_0102	Khal-Hasidim	embedding	0.96		False	medium	Embedding-only neighbor; no explicit name/yichud use depicted.	"ימים שלח השר בעצמו אחריו ונתן לו האורנדע כדבר הבעש״ט והי' סבור אולי השר נצרך כהיום למעות מאד והציקתו לעבור ע""ד ובתוך שנה ילדה אשתו ב""ז אבל לא עלה ע""ד להודיע ל הבעש״ט כי אמר מקרה הוא ויגדל הילד הלוך וגדול ונעשה פרא אדם ממ"		
Shivhei-Habesht_0112	Shivhei-Habesht	embedding	0.96		False	high	The story discusses the Besht's reputation and his spiritual power to grant entry to the afterlife, but it does not depict the actual practice or use of holy names or name-combinations.	ידיעה למעל' את מי יכניסו בג״ע והכריחו את החולה שיתן להם ת״כ שיגלה להם איך יתנהגו עמו אחר מותו וכשמת בא להם וגילה להם שהכניסו אותו לג״ע ולא ראה שם הבעש״ט ולא ידע על ידי מי הכניסו אותו אך לא היה לו מקום בג״ע כי כאשר ישב במ		
Khal-Hasidim_0036	Khal-Hasidim	embedding	0.96		False	high	The story focuses on the Besht's spiritual influence and the power of storytelling to facilitate repentance, without any mention of using divine names or kabbalistic combinations.	"מעשה תדע כי אנכי הבישוף אשר קראת אז. ואנכי הייתי קודם יהודי ואח""כ נפלתי לעמקי הקליפות כי חכם גדול הייתי ונשמה קדושה היתה לי ו הבעש""ט בחסדו הוציאני ממעמיקי הקליפות כי יש לי זכות אבות כי אבותי קדושי׳ היו והם בקשו את הבעש""ט"		
Khal-Kdoshim_0011	Khal-Kdoshim	embedding	0.96		False	high	The story focuses on grammatical precision, pronunciation (nekudot), and intent (kavanah) in prayer, rather than the active use of holy names or name-combinations to achieve an effect.	יינם ואז נתבטל תמיד של הקיבוץ בכלל : ומעולם לא ישב לסעוד עד שהכני' עמו עני א׳ להיות סועד עמו : ולא ברך לעול' בלי זימון ועל הכוס דווקא : ומעולם לא הסתכל בצורתא ד זוזי ולא הכיר שום מטבע : ועד שנעשה נשוי הי׳ מתפרנס על ידי א		
Shivhei-Habesht_0060	Shivhei-Habesht	embedding	0.96		False	medium	Embedding-only neighbor; no explicit name/yichud use depicted.	ער א׳ ולא דיברה מאומה רק שעשתה תנועות כאילו אינו רוצה לקבלה ונתן לפניה עוד זעקסער ולא קיבלה אמר לה מי שמך לגבאי צדקה ולגנוב מקופת צדקה ולא השיבה כלום ולא הקפידה ע״ז ולא עשו בה הדברים הלז שום רושם מחמת שהיתה מחזקת במידות 		
Shivhei-Habesht_0034	Shivhei-Habesht	embedding	0.959		False	medium	Embedding-only neighbor; no explicit name/yichud use depicted.	ותו וגער בו הבעש״ט ואמר אין סוסי' שלי אוכלים מצות ונפל עליו זיעה מחמת חולשה ויצא לחוץ וישב על האצטבא שלפני הבית לנוח וראה איש אחד רך בשנים וקרא אותו אליו ואמר לו בבקשה ממך לך אל הבעש״ט ואמור לו למה אינו מקיים הפסוק ואהבת		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.959		False	high	The story describes a hidden saintly life and a visit from Elijah the Prophet, but does not mention the use of holy names, divine name combinations, or yichudim to achieve these ends.	"לחה עשירית מזה כי תוכל ליקח את הרב הגדול ר""ח לחתן לך כי כן וכן הגיד לי ואנכי ידעתי כי יש לך בת בתולה הגונה וגם בית מיוחדת בחצר אך ספרים שאין לך לכ ע""כ ראה מה תעשה והזהר לא לגלות הדבר והי' זריז בזה כי יבא יום אשר יבא רבינ"		
Khal-Hasidim_0026	Khal-Hasidim	embedding	0.959		False	high	The story focuses on the Baal Shem Tov's intense physical trembling and spiritual state during prayer, as well as a mystical battle against Samael, but it does not mention the use of holy names or yichudim.	"פעמים ואח״כ רמז שילכו להתפלל לפני התיבה ובא ר' דוד הנ""ל להתפלל כי הוא היה מתפלל בימים נוראים וכשבא סמוך לתיבה התחיל הבעש״ט לבזותו בפני כל עם ועדה ואמר בזה הלשון זקן אשמאי היכן אתה הולך וביזה וגינה אותו ערך חצי שעה והיה ר"		
Shivhei-Habesht_0002	Shivhei-Habesht	embedding	0.959		False		[error] Expecting value: line 4 column 15 (char 59)	"ץ ממון. וישב לו הנה אבי המנוח ז""ל הי' צדיק מפורסם וצוה עלו לפני הסתלקותו לישא אשה פה ק""ק אקום . ומוכרח אני לקיים כל דבריו. ומיד ותהום כל העיר שהיו לפניו כמה שידוכים ונשתדך עם נגיד א׳, כי נשא חן בעיני כל רואיו. ויהי אחרי "		
Shivhei-Habesht_0160	Shivhei-Habesht	embedding	0.959		False	high	The story mentions a ritual involving a minyan and a Torah scroll to cancel judgments, but does not explicitly mention the use of holy names or name-combinations.	"Shivhei-Habesht_0160 תיוגים* מעשה שהיה אב""ד בק""ק באר ואחד מבני העיר חלק עליו ונסע אל השר להקביל עליו ואינו ידוע לי לו אם מעסק הרבנות או מעסק אחר והטה מן הדרך אל הבעש״ט שיתפלל בעדו שיפיק רצונו מן השר והבטיח לו הבעש״ט ונסע"		
Khal-Hasidim_0243	Khal-Hasidim	embedding	0.959		False	high	The story attributes the protagonist's wonder-working power to his absolute trust in God and charity, not to the use of mystical names or kabbalistic formulas.	"סף אשר נתן לי להתחלה לברכה ולהצלחה : ביום הזה תיכף הענקתי סחורה בעד המטבע הנ""ל ופתח ד' ברכותיו ושלח לי שפע גדולה ואנכי יש לי ב׳ תיבות וכל כסף הפדיון ברגע אשר בא לידי הנני מחלק חציו לתיבה זו לד'. וחציו לתיבה האחרת למעני ו"		
Shivhei-Habesht_0199	Shivhei-Habesht	embedding	0.958		False	high	The story depicts the Besht using psychological and spiritual influence through conversation to remove a spiritual blockage, but does not mention the use of holy names or divine combinations.	"Shivhei-Habesht_0199 תיוגים* פ""א בעי״כ קודם כל נדרי נתאספו כל הקהל לבמ""ד 199 ועמד שבחי הבעש״ט לה ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכי' כי הבינו הכל שלא דבר רק הוא אח"		
Khal-Hasidim_0111	Khal-Hasidim	embedding	0.958		False	high	The story depicts the Baal Shem Tov's spiritual perception and the prescription of penance, but it makes no mention of the use of holy names, name-combinations, or yichudim.	"Khal-Hasidim_0111 תיוגים פ""א היה הבעש""ט באיזה קהילה והי' אכסניתו על העלי' פעם א' ראה איש א' עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ""ז לא יכול להע"		
Maase-Zadikim_0016	maase-zadikim	embedding	0.958		False	high	The story centers on conflicting oaths (shevuot) made by two Tzadikim, but it does not depict the technical use of holy names, name combinations, or yichudim to achieve its ends.	קדוש הסבא קדישא כי יתפלל בעדו השם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לרבו הק		
Shivhei-Habesht_0096A	Shivhei-Habesht	embedding	0.958		False	high	The story describes spiritual rebuke of the Samael and prophetic visions, but contains no mention of using specific holy names, divine name-combinations, or yichudim.	ה וראיתי הבעש״ט ואמר תניחו את תלמידי לדרוש בבה״כ הגדול ואמר שהיה דודו גדול הדור וכמדומה לי ששמו רבי אברהם דעם רבית כי שכחתי שמו ואני הייתי אצלו בשעת מיתתו ושמעתי שציוה לבנו ואמר יעמוד איש ויקרא שמו ישראל בן המילדת תדע שה		
Khal-Hasidim_0002	Khal-Hasidim	embedding	0.958		False		[error] Unterminated string starting at: line 1 column 54 (char 53)	"ו והודיעו הדבר לק""ק בראד לבנו הרב הגדול והק׳ מו""ה גרשון קיטעבר ויבא אל אביו להספידו כד״ת וקיבל כל הכתבים שמצא ת״י ובתוך כך מצא התנאים איך ששידך את בתו שהוא אחותו של הרב מוהר""ג עם איזה איש ששמו ישראל ויהי לפלא בעיניו כי א"		
Khal-Hasidim_0170	Khal-Hasidim	embedding	0.958		False	medium	Embedding-only neighbor; no explicit name/yichud use depicted.	תה מתחלה מעט יין שרף ויאמרו לא נסור נסיר מכאן ולא תוכל לשתות יין שרף עד כי תגזר תגזור הדבר הזה ויאמר אליהם המקום ברחמיו יסיר המחלה מקרבכם והניחו לו וילכו מאתו ויסעו בחזרה ל מעזיביז ויכוונו את השעה ויהי כאשר אמר כן היה בר		
Khal-Hasidim_0169	Khal-Hasidim	embedding	0.958		False	high	The story focuses on the social and spiritual consequences of mocking tzadikim and does not mention the use of divine names or yichudim for any purpose.	"ם כבנו שתקו ממנו ולא אמרו לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר""ר ר׳ ליב ויאמר לו לי אבי השמעת כי ברוך ואפרים מתכנים עצמם בשם הגדול רבי ומפרסמים שמם בעולם ולא ענהו הרב דבר אולם לעת תפילת ערבית קרא הרב לאיש אחר"		
Khal-Hasidim_0239	Khal-Hasidim	embedding	0.958		False	high	The story centers on the Rebbe's supernatural insight and knowledge of hidden thoughts (Ruach HaKodesh), rather than the use of holy names or kabbalistic formulas.	תועפת עשרך אל תבעתני כי אמנה אנכי לא לעגלי זהבך אסגוד אך בנפשך אל יהרהוביך עוז העור את עיניך ואל תנקש באמרי פיך ואל תהי חכם בעיניך כי רע ומר גורל כל אנשי רבים המפיחים על הצדיקים כזבים מאורי עולם המה מועדי דור ודור ולפלח 		
Shivhei-Habesht_0203	Shivhei-Habesht	embedding	0.958		False	high	The story involves mystical intention (kavanah) during prayer and prophetic insight, but it does not depict the use of specific holy names or name-combinations to achieve a result.	"Shivhei-Habesht_0203 תיוגים* פ""א נסע הבעש״ט עם תלמידיו והוכרחו ללון ביער אמרו התלמידים התנמידים בבדיחותא נראה הסעודה שיעשה הרב לנו ויאמר הרב לכן ביום מחר אי""ה אעשה לכם סעוד׳ גדולה בכמה מיני מטעמים ולמחרתו באו לעיר גדולה "		
Sipurei-Zadikim_0008	Sipurei-Zadikim	lexical	0.954	יחודים	True	high	The text explicitly describes the Zaddik performing 'yichudim' (unifications) while playing with children to effect spiritual and physical outcomes, such as bringing rain.	באגוזים ובשארי מיני שחוק שהיו התינוקות משחקים ובהם היה מיחד יחודים נוראים עצומים וכל תפלתו היה מתפלל אז בקרב לבו והיה פועל על ידי היחודים כל מה שהיה רוצה כידוע לכל אשר לא היתה דבר אשר שגבה ממנו. ופעם אחד היה אצלו צדיק אח		
Shivhei-Habesht_0024	Shivhei-Habesht	lexical	0.949	שם הוי	True	high	The text explicitly describes interweaving the Tetragrammaton (Shem Havayah) with the letters of 'Kra Satan' and reciting 'Viyehi Noam' 91 times (the gematria of combined holy names) to protect the town.	"לומר בכל בתי כניסיות אותיות נעמרוב ואותיות קר""ע שט""ן משולב בשם הוי""ה מפסוקי אשרי תמימי דרך ומקודם יאמרו קיפיטל פ""ג ושיאמרו בכל יום יהי רצון אחר התפילה וכשבא לבהמ""ד ושמע אמירות תהילים רגז ואמר אין בי כח עוד שאת אתכם עלי ח"		
Khal-Hasidim_0131	Khal-Hasidim	lexical	0.945	שם הוי	True	high	"The text explicitly describes a practice of interleaving the letters of 'Kra Satan' with the Tetragrammaton (שם הוי""ה) to protect the city from a threat."	" לומר בכל בתי כנסיות אותיות נעמרוב ואותיות קר""ע שט״ן משולב בשם הוי""ה מפסוקי אשרי תמימי דרך ומקודם יאמרו קיפיטלפ""ג ושיאמרו בכל יום יהי רצון אחר התפילה וכשבא לבהמ״ד ושמע אמירת תהלים. רגז ואמר אין בי כח עוד שאת אתם את חושבי"		
Khal-Hasidim_0171	Khal-Hasidim	lexical	0.944	יחודים	True	high	The text explicitly mentions the Rabbi of Medzhybizh performing 'yichudim' (kabbalistic unifications of holy names) during a carriage ride to shift spiritual perceptions.	אשר נסעו יחדיו אז במשך הנסיעה היה הרב הקדוש מ מעזיבוז מייחד יחודים נוראים ונפלאים והיה בוחן את הרב מ לובלין אם ירגיש הדבר ואז בא במקום אחד בשדה שאל אותו מה ירגיש החוזה מ פולין והשיב לו אוירא ד ארץ ישראל והשיב כן ואח״כ שא		
Shivhei-Habesht_0027	Shivhei-Habesht	lexical	0.944	יחודים	True	high	The text explicitly mentions the Besht performing 'yichudim' (mystical unifications of divine names) at night to gain spiritual insight into Rabbi Gershon's state.	"תן לי עד למחר כי אעפ""כ אני רוא' עליך רשימה של ניאוף ובלילה ביחודים שלו שעשה ראה ולמחר אמר לו אתה קבלת עליך פרישות מאשתך ושמעתי ברקיע שפסק הרמב""ם שאמר שזהו כאלו אמר על אשתו הרי עלי כאמא אע""פ שאינו נדר גמור מ״מ נתעור׳ עליך"		
Khal-Hasidim_0106	Khal-Hasidim	lexical	0.944	שמות קדושים שם הוי	False		[error] Unterminated string starting at: line 4 column 3 (char 47)	"ר א׳ מוכרח להיות שם הוי""ה לנגד עיני ויאמר הבעש""ט הלא יש כמה שמות קדושים ותוכל לכוון באיזה שתרצה אז הודה הרב מוהר״ן שכדבריו כן הוא ואח""ז דברו בסודות התורה :"		
Mifalot-HaZadikim_0042	Mifalot-HaZadikim	lexical	0.943	יחודים	False	high	The story mentions 'yichudim' generally as a hidden practice and discusses the sanctity of speech, but it does not depict the active use of divine names or name-combinations to effect a specific outcome.	"ם כאלה והנה מרוב הסתרת הרב הקדוש מעשיו הטובים וכל פעולותיו ביחודים היו רק בהסתר גדול ומחמת שהם הורגלו אצל רבם הקדוש לשמוע ממנו דברי תורה בסודות נוראות עד מאוד והתגלות הפעולות ביחודים מחב""ד ובכאן כל זמן הסעודה לא ראו שום "		
Khal-Hasidim_0135	Khal-Hasidim	lexical	0.942	יחודים	True	high	The text explicitly states that the Besht performed 'yichudim' (kabbalistic unifications involving divine names) at night to gain spiritual insight into R' Gershon's state.	"תן לי עד למחר כי אעפ""כ אני רואה עליך רשימה של ניאוף ובלילה ביחודים שלו שעשה ראה ולמחר אמר לו אתה קבלת עליך פרישות מאשתך ושמעתי ברקיע שפסק הרמב״ם שאמר שזהו כאילו אמר על אשתו הרי לי כאימא אע""פ שאינו נדר גמור מ""מ נתעורר עלי"		
Maase-Zadikim_0007	maase-zadikim	lexical	0.94	יחודים	True	high	The story explicitly describes the Rabbi of Medzhybizh performing 'yichudim' (ייחודים), which are spiritual unifications of divine names, during a carriage ride with the Seer of Lublin.	אשר נסעו יחדיו אז במשך הנסיעה היה הרב הקדוש מ מעזיביז מייחד יחודים נוראים ונפלאים והיה בוחן את הרב מ לובלין אם ירגיש הדבר ואז בא במקום אחד בשדה שאל אותו מה ירגיש החוזה מ פולין . והשיב לו אוירא ד ארץ ישראל והשיב כן. ואח״כ		
Khal-Hasidim_0208	Khal-Hasidim	lexical	0.936	יחודים	True	high	The text explicitly mentions the Tzadik performing 'yichudim' (kabbalistic unifications of divine names) while playing with nuts to bring rain.	באגוזים ובשארי מיני שחוק שהיו התינוקות משחקים ובהם היה מיחד יחודים נוראים עצומים וכל תפלתו היה מתפלל אז בקרב לבו והיה פועל על ידי היחודים כל מה שהיה רוצה כידוע לכל אשר לא הירה היתה דבר אשר שגבה ממנו. ופעם אחד היה אצלו צד		
Shivhei-Habesht_0188	Shivhei-Habesht	lexical	0.935	שמות קדושים שם הוי	False		[error] Expecting value: line 4 column 15 (char 59)	" א׳ מוכרח להיות שם הוי""ה לנגד עיני. ויאמר הבעש״ט הלא יש כמה שמות קדושים ותוכל לכווין באיזה שתרצה אז הודה הרב מוהר""ן שכדבריו כן הוא. ואח""ז דברו בסודות התורה :"		
Mifalot-HaZadikim_0015	Mifalot-HaZadikim	lexical	0.935	יחודים	True	high	The text explicitly states that the Tzadik's seemingly mundane speech was actually used to perform 'yichudim' (mystical unifications), which falls under the tag's definition.	שמע להמון באמת אף אלו הדיבורי׳ לא הי׳ שיחת חולין רק עשה בהם יחודים גדולים מימי״ו. מתחלת היום עד הלילה עשה כן שדיבר עם הכל כל חפצם בשיחת חולין ודברים בטלים וגשמיים ובאמת עשה בהם יחודים ויכול היה להחזיק המוחין בעבודה כזו כ		
Mifalot-HaZadikim_0049	Mifalot-HaZadikim	lexical	0.934	יחודים	True	high	The text explicitly mentions the performance of 'yichudim' (holy unifications) by future Tzaddikim, comparing them to the unifications performed during Torah study and prayer.	 יותר גדולים ממני ואף בקחתם המפה לקנח צואת האף גם בזו ייחדו יחודים יותר נוראים ממה שהיינו מיחדים בתורתינו ותפלתינו זי״ע :		
Khal-Hasidim_0209	Khal-Hasidim	lexical	0.934	יחודים	True	high	The text explicitly states that the Spola Zeyde's dancing involved spiritual unifications (yichudim) integrated into every step of his legs.	"יכי כל כך טהר וקידש כל האברים שלו עד שרגליו הקדושים משולבים יחודים בכל פסיעה ולמחרתו ישב הרב ר״ש אצל השולחן והסתכל רק על מעשי הסבא בלי שום עבודה אחרת וד""ל :"		
Khal-Hasidim_0221	Khal-Hasidim	lexical	0.93	שם הקדוש	False	high	The story focuses on scholarly debates, the Maggid's spiritual insight, and the defense of a rabbi's Torah teachings, without any mention of using divine names or Kabbalistic combinations.	 ורך בשנים והיה והיו בבית חותנו הגביר דשם. והוא לא שמע עוד משם הקדוש של רבינו שבגולה הקדוש והטהור הגאון אלקי רבי ר׳ בער המגיד הגדול מ מעזריטש . ולאשר כי הגאון ר׳ לוי יצחק התנהג בפרישות ובחסידות מאוד ושאג כארי בעת תפלתו כ		
Khal-Hasidim_0232	Khal-Hasidim	lexical	0.905	יחודים	True	high	The story explicitly mentions that every movement of the dance involved 'yichudim' (unifications), which is a key component of the tag's definition regarding the use of holy names and mystical combinations.	"ר""פ כי הריקודין היו דברים של מעלה מאוד בכל תנועה ותנועה היה יחודים נוראים ונפלאים עד שנתמלא כל הבית כלו אורה שכמעט כל הפמליא שלמעלה רקדו עמו דבר שאין השכל משיג כלל :"		
Maase-Zadikim_0027	maase-zadikim	lexical	0.905	יחודים	True	high	The text explicitly states that every movement of the Rabbi's dance involved 'yichudim' (mystical unifications of holy names) which filled the house with light.	"ר""פ כי הריקודין היו דברים של מעלה מאוד בכל תנועה ותנועה הי' יחודים נוראים ונפלאים עד שנתמלא כל הבית כלו אורה שכמעט כל הפמליא שלמעלה רקדו עמו דבר שאין תשכל משיג כלל."		
