decision,notes,tag,story_id,story_url,hebrew_extract,why_suggested,edition,confidence
confirm,,practice:protection,Shivhei-Habesht_0135,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0135,"שמעתי מהרב דקהלתינו שהוליך הבעש״ט את הרב מ׳ יחיאל מיכל על הרבנות דק""ק 134 135 הוראדני שבחי הבעש״ט 136 הוראדני ובליל ששי תעו בדרך…",The Besht intervenes by supernaturally removing the scholar's knowledge specifically to protect the new Rabbi from being distressed or harassed by the scholar's arguments.,Shivhei-Habesht,high
confirm,,practice:protection,Shivhei-Habesht_0210,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0210,"פ""א אצל הרב הק' מ׳ מיכל מ זלאטשוב הי׳ בנו הקטן חול' גדול עד מאוד ומיד הגיע ידיעה להרב הנ""ל איך שבאיזה מדינה רוצים לשרוף ספרים…","The Baal Shem Tov intercedes in the heavenly court to protect the child from a sentence of death, resulting in the soul's return to the body.",Shivhei-Habesht,high
confirm,,practice:protection,Shivhei-Habesht_0112,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0112,"מעשה כשבא הבעש״ט לק""ק מעזיבוז לא הי' חשוב בעיני החסידים היינו ר׳ זאב קוצעס ור׳ דוד פורקעס מחמת השם שקראו אותו בעש״ט כי שם זה אינו…","The Besht acts as a spiritual protector, guaranteeing the soul's safe passage and entry into Gan Eden by removing spiritual obstacles and negative decrees.",Shivhei-Habesht,high
confirm,,practice:protection,Shivhei-Habesht_0035,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0035,"וקיבל על עצמו מיתה אבל אנקם מהם בדבר ובחרב ר""ל ושאלתי אותו מה תעשה באשתך הרבנית ואמר שאקח אותה מהם ושכחתי ממנו לשאול אם בחיים או…","The Besht identifies a spiritually harmful Sabbatean book on a rabbi's table and warns against its power to defile the world, effectively protecting the community from spiritual harm.",Shivhei-Habesht,high
confirm,,practice:protection,Shivhei-Habesht_0055,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0055,"עוד שמעתי מר׳ זעליג הנ""ל ששמע מר' שניא' בן לאותו צדיק מ' משה שהי׳ מ״מ בק""ק ראשקוב שרא' בק""ק לאדמיר כת""י מרב אחד שחיב' ספר ת""יעי…",The story depicts the rabbi protecting the villager both spiritually by advising him on how to avoid apostasy and physically by raising funds to redeem him from imprisonment.,Shivhei-Habesht,high
confirm,,practice:protection,Khal-Hasidim_0012,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0012,"והחריד את הגזלנים וינתק השבוים ממאסרם ובאין אומר ודברים לקח את הבעש״ט עם רצ""ס להספינה ויסע אותם עד הביאם ביום שביעי של פסח ל…",The story depicts a miraculous rescue from physical danger when Elijah the Prophet (disguised as a captain) saves the Besht and his companion from murderous robbers.,Khal-Hasidim,high
confirm,,practice:protection,Khal-Hasidim_0035,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0035,"וקיבל על עצמו מיתה אבל אנקם מהם בדבר ובחרב ר""ל ושאלתי אותו מה תעשה באשתך הרבנית ואמר שאקח אותה מהם ושכחתי ממנו לשאול אם בחיים או…",The story depicts spiritual leaders protecting their community and themselves from the harmful influence of a forbidden book and the malevolent presence of Sabbatai Zevi.,Khal-Hasidim,high
confirm,,practice:protection,Khal-Hasidim_0193,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0193,ראיתי במחזה באו אלי בפעם האח' לא שלוחים כאשר הורגלו עמי ויעמדו הרחק מאתי כעבדא קמי מארי ויאמרו אלי בוא עמנו ואנכי הגדתי להם…,The Admor provides the man with specific verbal formulas and spiritual remedies to protect himself from the demonic entities that were physically and spiritually harming him.,Khal-Hasidim,high
confirm,,practice:protection,Khal-Hasidim_0024,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0024,"ויקבל האדון את הבע״ב בספ""י וישאלהו מי הוא אצלך ויאמר איש עברי מארץ פולניא בא אלי הלילה ונראה כי איש נכבד הוא והוא הציל את בני…",The Baal Shem Tov protects a newborn baby from a murderous sorcerer through mystical instructions and later uses protective circles to shield his students during a magical duel.,Khal-Hasidim,high
confirm,,practice:protection,Shivhei-Habesht_0110,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0110,"ושמעתי בר' ישראל מרוז'ין"" שבחי הבעש״ט כב 111 אין לו במה לשרוף י""ש ואמרה אני אתן לך כמה מאות תבואה ושכר את הרענדי והשררית נתמלא׳…",The Besht intervenes to protect a man from a nobleman's death threat by providing spiritual guidance and reassurance that leads to his physical and financial safety.,Shivhei-Habesht,high
confirm,,practice:protection,Shivhei-Habesht_0048,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0048,"שמעתי מגיסי מ׳ מרדכי ששמע מר׳ יחיאל מקוליווער פ""א בא איש אחד ממדינת ליטא ששלחו אותו בני מדינתו לתהות על קנקנו ונתאכסן אצל ר׳…",The Besht uses mystical intervention (projecting anger onto his servant) specifically to rescue a Jew from being killed by bandits in a remote location.,Shivhei-Habesht,high
confirm,,practice:protection,Khal-Hasidim_0075,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0075,"שמעתי מאיש אחד ששמע מפי הסופר הר׳ צבי ז""ל ש הבעש״ט נשתדך עם הרה""ק ר' זאב קיצעס ביתום וביתומה שגדלו בביתם היתומה נתגדלה בבית…",The Besht intervenes to protect R' Leib from being imprisoned in iron chains by resolving a false debt claim and protects the lord from the spiritual harm of theft.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0202,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0202,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…","The story explicitly describes a Hasid traveling to visit the Shpola Zeyde to petition for a child, as well as his interaction with Rabbi Pinchas of Koritz during his travels.",Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0004,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0004,"אני עושה לבעלי ג""כ וישאל אותה אם יש אצלם מרחץ ותאמר יש וגם בית טבילה ויאמר למה לכםבית הטבילה ותאמר בעלי הוא אדם כשר והולך בכל יום…",The story describes a group of Hasidim and the local Rabbi traveling to the Besht's village to request that he reveal himself and come to the city.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Maase-Zadikim_0016,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0016,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…","The story explicitly describes a Hasid frequently traveling to visit the Shpola Zeyde to request a blessing for children, and later visiting Rabbi Pinchas of Koritz during a trip.",maase-zadikim,high
confirm,,practice:travel_to_the_tsaddik,Mifalot-HaZadikim_0007,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0007,ויהי כאשר לקח הרב הצדיק ר״מ את הכף עם המאכל והריח בו אמר להרב ר״י הנה ריח המאכל ריח ג״ע והשו״ב שבכאן י״ש מאד לא ראיתי כמותו ואי״ה…,The story explicitly describes a young man traveling to the city of Vasilkov to present his slaughtering knife to the Rabbi (Rabbi Yehoshua) for inspection and approval.,Mifalot-HaZadikim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0218,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0218,"ויאמר לו חותנו אבל נסיתי כי הוא טוב לי מעשרה אומנים העוסקים במלאכתם כי הש""י שולח ברכה במעשי ידיו ומוציא יי""ש הרבה יותר מכפי ההרגל…",The story describes the deliberate journey of R' Israel Politsker and R' Azriel to Mezeritch specifically to meet and learn from the Maggid.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0170,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0170,ויתפלאו האנשים מאוד על דבריה ויחקרו אותה ממנהגיו שהי' נוהג מכבר ולא מצאו מצאן בהם שמץ טוב וקדושה אולם מגודל אמונתם ברבם המתינו שם…,The story begins with people traveling to Rabbi Baruch of Mezhbizh to seek intervention for a plague and later traveling to a specific individual as instructed by him.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0169,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0169,"וע""כ לעת ערב התנפל בנו לפני רגליו ובכה מאין הפוגות אבל אז ענה לו הרב עד כאן תחום שבת עד עתה היית הייתי יקר אצלי כבני ממש גדלתיך…",The text explicitly describes how all the people connected to the Tzaddik would gather in his city specifically for Rosh Hashanah.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Sipurei-Zadikim_0006,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0006,"ולא הועיל להאברך אשר התחנן לפניו ורצה לקבל נזיפה ולקיים על עצמו ליסע לפייס את הקדושים הנ""ל ולא נתפייס וקיים הרב כל ת״ח שאינו נוקם…",The text explicitly states that all those connected to the Rabbi would gather and join him in his permanent city for Rosh Hashanah throughout his life.,Sipurei-Zadikim,high
confirm,,practice:travel_to_the_tsaddik,Maase-Zadikim_0006,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0006,ויחקרו אותה מנהגיו שהי׳ נוהג מכבר ולא מצאו בהם שמץ טוב וקדושה אולם מגודל אמונתם ברבם המתינו שם עד בוש וייקץ השכור הזה וכמעט הקיץ…,"The story explicitly describes a group of people traveling to Rabbi Baruch of Medzhybizh to seek his intercession during a plague, a core example of this practice.",maase-zadikim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0102,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0102,"ויפג לבו כי לא האמין לו ובפרט שהשר הזה הוא שונא ישראל אשר זה ט""ו שנה שאינו רוצה שידור שום בר ישראל בכפר שלו וכשבא לבית לא רצה…",The story explicitly describes the merchant traveling to Medzhybizh to visit the Baal Shem Tov on multiple occasions for guidance and reporting outcomes.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0126,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0126,ויקרב האדון אל האיש הא ומלל הזה ויתירהו מהר וישאלהו מה המעשה הזאת והוא מחרדת ששונו נאלם דומי' ואשתקיל מלולי׳ רגעים אחדים ואחרי שב…,"The story depicts R' David Pirkus traveling to the Ba'al Shem Tov multiple times for help and guidance, as well as a rich merchant traveling to the Besht for a cure for his wife.",Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Sipurei-Zadikim_0011,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0011,"ויהיה כראותם כי הוא מכיר את הרר""י אשר היה בעיניה׳ למעט אז אחר הלך ר' איסר על הצד וישאלו ממנו על מהו׳ האיש ויספרו לו את כל הפליאות…","The story explicitly describes the journey of R' Israel Polotsker and R' Azriel to find the Maggid of Mezeritch, as well as their subsequent efforts to encourage others to travel to the Maggid.",Sipurei-Zadikim,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0034,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0034,"שמעתי מהרב דק""ק דראזניץ שהיה אב""ד בק""ק פאוולויץ המעשה איך נתקרב הרב המגיד הגדול ל הבעש״ט המגיד צום ז' או ח' פעמים משבת לשבת…",The story explicitly describes the Maggid of Mezeritch traveling to the Baal Shem Tov for healing and spiritual instruction.,Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Maase-Zadikim_0008,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0008,אחרי הדברים האלה כאשר כלה הרב הצדיק וקדוש את המשל הנזכר אמר לאחיו הצדיק בגודל ענותנותו אחי אחי אתה יודע כי אין בי לא תורה ולא…,The story explicitly concludes with Rabbi Elimelech traveling with his brother to the Maggid of Mezeritch to become his disciple.,maase-zadikim,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0207,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0207,ואח״כ בעת הסעודה צוה להמשרת שיתן דבש בצלוחית גדולה ונתן בקטנה אמר אין שלטון ביום המות אפי' הגבאי אינו ציית אותי ואח״כ אמר ע״כ…,The text describes Rabbi Pinchas of Koritz and Rabbi Leib Kessler visiting the Besht and staying with him during his final weeks and holidays.,Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0005B,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0005B,"פ""א בא לעיר והית' שם אש' אחת משוגעת והיתה מגלה לכל א""וא תועבותיו וטובותיו וכשבא לעיר הבעש״ט זלה""ה ביקש ר׳ גרשין ה""ל מהרב החסיד…","The story concludes by explicitly stating that after the Baal Shem Tov revealed himself, people began traveling to him from all places.",Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0140,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0140,"ומ הרב דק""ק דראזינץ שהיה אב""ד בק""ק פאוולויץ שמעתי המעשה איך נתקרב הרב המגיד הגדול ל הבעש""ט המגיד צם ז׳ או ח' פעמים משבת לשבת…",The story explicitly describes the Maggid of Mezeritch traveling to the Baal Shem Tov for healing and spiritual attachment after being pressured by his relatives.,Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0197,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0197,מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר…,The story explicitly describes the Mokhiach of Polonne's decision to travel to the Besht and his subsequent arrival and stay with him.,Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0020,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0020,"שמעתי מר' פאלק הנ""ל כשנסע ר׳ גרשון מ קוטיב מא״י לחוץ לארץ לשדך את בניו אמר אגב אורחא ת""ל שעברתי את הים אסע לגיסי בעש״ט ז""ל ובא…","The story explicitly describes R' Gershon of Kutov traveling from abroad and deciding to visit his brother-in-law, the Besht, which initiates the subsequent narrative events.",Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Khal-Hasidim_0009,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0009,"פ""א בא לעיר והיתה שם אשה משוגעת והיתה מגלה לכל א""וא תועבותיו וטובותיו וכשבא לעיר הבעש״ט זלה""ה ביקש ר' גרשון הנ""ל מהרב החסיד הקדוש…","The text explicitly mentions that after his revelation as a healer/Tzaddik, people would travel to him from all places ('והיו נוסעים אליו מכל המקומות').",Khal-Hasidim,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0004,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0004,אני עוש' לבעלי ג״כ וישאל אותם אם יש אצלם מרחץ ותאמ׳ יש וגם בית הטביל' ויאמ' למה לכם בית הטביל' ותאמר בעלי הוא אדם כשר והולך בכל…,The story concludes with the Hasidim and the local rabbi traveling to the Besht's village to seek him out and accept him as their leader.,Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Habesht_0014,https://www.hasidic-stories.org/Story/Shivhei-Habesht/Shivhei-Habesht_0014,בלילה בא הערל בחזרה ואמ׳ שאין קול ואין עונה לא נשמע ולא נראה מבנך כלום אז אמר הסוחר לאשתו הוא הדבר אשר דברתי מקדם אשר כל דבריו הם…,"The story explicitly describes a merchant traveling to the Besht to seek help regarding his missing son, fitting the definition of a petitioner visiting a tzaddik.",Shivhei-Habesht,high
confirm,,practice:travel_to_the_tsaddik,Shivhei-Harav_0017,https://www.hasidic-stories.org/Story/Shivhei-Harav/Shivhei-Harav_0017,"והלך לבית הר״ר ברוך ז""ל ויעמוד מעבר השני מצד השולחן ולא נגשו זה לזה ותיכף כאשר נכנס לביתו צעק אל הר״ר ברוך מה תאבו ממני וטען כך…",The story explicitly describes a large crowd of people gathering to seek the Rabbi's presence and a woman specifically waiting for him to present a petition.,Shivhei-Harav,high
confirm,,practice:reception_of_hasidim,Mifalot-HaZadikim_0021,https://www.hasidic-stories.org/Story/Mifalot-HaZadikim/Mifalot-HaZadikim_0021,והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסוך ואעפ״כ לא השגיח…,"The story explicitly describes a Hasid traveling to visit Rabbi Baruch of Medzhybizh and being received by him, including an interaction where the Rebbe questions and hosts him over the Sabbath.",Mifalot-HaZadikim,high
confirm,,practice:reception_of_hasidim,Khal-Hasidim_0202,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0202,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…","The story explicitly describes a Hasid visiting the Shpoler Zeide among a crowd of followers to petition for a blessing for children, and later depicts a similar petition to Rabbi Pinchas of Koretz.",Khal-Hasidim,high
confirm,,practice:reception_of_hasidim,Maase-Zadikim_0016,https://www.hasidic-stories.org/Story/Maase-Zadikim/Maase-Zadikim_0016,"והחסיד הנ""ל ראה כל זאת והיה מבין תהלוכות צדיק יסוד עולם בלמדו דברים כאלה אצל הרב הקדוש מ שפאלע ויתענג מאד מאוד ויחרש ולא דבר…",The story explicitly describes a hasid visiting the Shpoler Zeide to petition for a blessing for children and later petitioning Rabbi Pinchas of Korits during a hosted holiday meal.,maase-zadikim,high
confirm,,practice:reception_of_hasidim,Khal-Hasidim_0169,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0169,"וע""כ לעת ערב התנפל בנו לפני רגליו ובכה מאין הפוגות אבל אז ענה לו הרב עד כאן תחום שבת עד עתה היית הייתי יקר אצלי כבני ממש גדלתיך…","The text explicitly describes the gathering of all the Tzaddik's followers (Hasidim) at his permanent location for Rosh Hashanah, which is a central form of the Tzaddik hosting his community.",Khal-Hasidim,high
confirm,,practice:reception_of_hasidim,Khal-Hasidim_0017,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0017,"ויאנח מאוד הת""ח ההוא על רוב יגיעותיו מעמל הדרך כמו ששים פרסאות שהלך ברגליו ויכתת אותם למצוא איש הזה ולבסוף לא ימצא אותו וילך תיכף…","The story explicitly describes a scholar visiting the Besht to present his personal troubles and receive guidance, which is a clear instance of a tzaddik receiving a petitioner.",Khal-Hasidim,high
confirm,,practice:reception_of_hasidim,Sipurei-Zadikim_0005,https://www.hasidic-stories.org/Story/Sipurei-Zadikim/Sipurei-Zadikim_0005,אבל אביו וחותנו לא הניחוהו לפסוע פסיעה לבר מעירם והיה האיש ההוא בצער גדול עד כי הציקוהו מורשי לבבו והתגנב מביתו בלא מעות ובלא…,The story depicts R' Meir visiting both R' Shlomo of Karlin and R' Levi Yitzhak of Pinsk to present his personal troubles and receive their guidance.,Sipurei-Zadikim,high
confirm,,practice:reception_of_hasidim,Peer-MiKdoshim_0001,https://www.hasidic-stories.org/Story/Peer-MiKdoshim/Peer-MiKdoshim_0001,והעני היה ממדינה אחרת גר מתגורר ולא היה אף שום קרוב וגואל כי נדרש את דמו מידו ועד מהרה נלקח העני המת אל בית החפשית ויערכו אותו…,"The story depicts two instances of receiving petitioners: a woman coming before a group of Tzaddikim, and a wealthy man visiting the Besht for an audience and giving a 'pidyon'.",PeerMikdoshim,high
confirm,,practice:reception_of_hasidim,Khal-Hasidim_0185,https://www.hasidic-stories.org/Story/Khal-Hasidim/Khal-Hasidim_0185,והלכתי לחוץ ומצאתי את הנער עומד אצל החלון ולקחתי אותו בידו והולכתיו לאמו וכאשר שב נפש הנער אל קרבו שאלתיו כי יספר לי מה הי׳ לו…,The story depicts both a communal gathering/meal (the Rabbi with his Hasidim on 19 Kislev) and a private petitionary audience (the widow entering the Maggid of Mezeritch's room to ask for help).,Khal-Hasidim,high
