tag	story_id	applies	confidence	reasoning
practice:drinking_alcohol	Mifalot-HaZadikim_0021	false	low	Wine as merchandise / yayin nesech concern, not a drinking scene.
practice:drinking_alcohol	Maase-Zadikim_0006	true	high	Parallel; drinks brandy to drunkenness.
practice:drinking_alcohol	Khal-Hasidim_0140	false	high	'יין' inside ומעיין.
practice:drinking_alcohol	Khal-Hasidim_0139	false	high	'יין' inside לעיין (to examine).
practice:drinking_alcohol	Khal-Hasidim_0080	false	low	Kiddush wine; ritual.
practice:drinking_alcohol	Khal-Hasidim_0229	true	medium	Given brandy to revive him (מעט יין שרף להחיות נפשו).
practice:drinking_alcohol	Khal-Hasidim_0239	false	low	Leftover Havdalah wine passed to a magnate; not a drinking scene.
practice:drinking_alcohol	Shivhei-Habesht_0091	false	low	Kiddush wine; ritual.
practice:drinking_alcohol	Shivhei-Habesht_0197	false	high	'שתו' inside נשתומם (astonished).
practice:drinking_alcohol	Shivhei-Habesht_0014	false	low	No clear drinking scene; term incidental.
practice:drinking_alcohol	Khal-Hasidim_0088	false	low	No clear drinking scene.
practice:drinking_alcohol	Khal-Hasidim_0028	false	low	No clear drinking scene.
practice:drinking_alcohol	Shivhei-Habesht_0110	true	medium	Rebbe serves/sells brandy to rovers (קנה י"ש ומכר... לאכול ולשתות).
practice:drinking_alcohol	Khal-Hasidim_0017	false	low	No clear drinking scene.
practice:drinking_alcohol	Shivhei-Habesht_0086	true	medium	Besht gives a flask of wine to drink and blesses it (צלוחית יין לשתות).
practice:drinking_alcohol	Khal-Hasidim_0025	false	low	Parallel of 0014; term incidental.
practice:music	Khal-Hasidim_0170	false	high	'שיר' inside עשיר (wealthy).
practice:music	Khal-Hasidim_0115	false	high	'שיר' inside עשיר.
practice:music	Khal-Hasidim_0211	false	high	'שיר' inside עשיר.
practice:music	Khal-Hasidim_0040	true	high	Sang Lecha Dodi in the Besht's niggun (לזמר... בניגון).
practice:music	Khal-Hasidim_0070	false	low	'מזמור שיר ליום השבת' = psalm title (overlaps recitation_of_psalms), not depicted music.
practice:music	Khal-Hasidim_0001	true	high	Sang with the children in a pleasant voice (מזמר עמהם בקול נעים).
practice:music	Peer-MiKdoshim_0008	false	high	'שיר' inside שירגיש (will feel).
practice:music	Khal-Hasidim_0102	false	high	'שיר' inside עשיר.
practice:music	Maase-Zadikim_0006	false	high	'שיר' inside עשיר.
practice:music	Khal-Hasidim_0239	false	high	'שיר' inside עשירים.
practice:music	Khal-Hasidim_0140	false	high	'שיר' inside שירפא (that he heal).
practice:music	Peer-MiKdoshim_0001	false	high	'שיר' inside העשיר.
practice:music	Khal-Hasidim_0156	true	medium	Said Torah and hymns/zemiros (תורה ושירות) at the meal.
practice:music	Khal-Hasidim_0143	true	high	Sang zemiros as customary at the third meal (וישירו זמירות כנהוג).
practice:music	Shivhei-Habesht_0079	false	low	'מזמור שיר' psalm title, not depicted music.
practice:music	Khal-Hasidim_0222	false	high	'שיר' inside עשיר.
practice:music	Khal-Hasidim_0116	false	low	'פרק שירה' referenced as a text, not depicted music.
practice:music	Khal-Hasidim_0243	false	high	'שיר' inside עשיר (homograph).
practice:music	Maase-Zadikim_0015	false	high	'שיר' inside עשיר.
practice:music	Khal-Hasidim_0158	false	high	'שיר' inside עשיר.
practice:redemption_of_captives	Mifalot-HaZadikim_0022	true	high	Traveled to gather money for ransoming captives (לקבץ ממון על פדיון שבוים).
practice:redemption_of_captives	Shivhei-Habesht_0097	true	medium	Pavlitsh captives (השבוים); fundraising around captives depicted, though the darshan abused it.
practice:redemption_of_captives	Khal-Hasidim_0082	true	medium	Pavlitsh captives (השבוים); fundraising around captives depicted, though the darshan abused it.
practice:redemption_of_captives	Khal-Hasidim_0140	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0048	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0054	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0034	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0102	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0014	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0086	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0139	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0197	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0116	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0025	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0173A	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0022	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0138	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0160	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Shivhei-Habesht_0071	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:redemption_of_captives	Khal-Hasidim_0017	false	medium	Embedding-only neighbor; no captive-ransom depicted.
practice:use_of_holy_names	Shivhei-Habesht_0197	true	high	Besht sitting and performing yichudim (מיחד יחודים).
practice:use_of_holy_names	Khal-Hasidim_0116	true	high	Besht sitting and performing yichudim (מיחד יחודים).
practice:use_of_holy_names	Khal-Hasidim_0139	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0034	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0086	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0071	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0014	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0140	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0048	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0097	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0102	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0050	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0082	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0086	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Khal-Hasidim_0170	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0032	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0172	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0055	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0060	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:use_of_holy_names	Shivhei-Habesht_0173A	false	medium	Embedding-only neighbor; no explicit name/yichud use depicted.
practice:writing_amulets	Khal-Hasidim_0045	true	medium	An amulet (קמיע) is central — sewn under the cap and worn; though writing not shown.
practice:writing_amulets	Adat-Zadikim_0009	true	medium	An amulet (קמיע) is central — sewn under the cap and worn; though writing not shown.
practice:writing_amulets	Shivhei-Habesht_0034	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0048	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0110	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Khal-Hasidim_0140	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0014	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0086	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0165	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0172	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Khal-Hasidim_0139	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0173A	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Khal-Hasidim_0076	false	medium	Embedding-only neighbor; no amulet depicted.
practice:writing_amulets	Shivhei-Habesht_0069	false	medium	Embedding-only neighbor; no amulet depicted.
practice:recitation_of_psalms	Khal-Hasidim_0021	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Shivhei-Habesht_0079	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0140	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0070	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Shivhei-Habesht_0052	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0043	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Shivhei-Habesht_0096A	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0131	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Shivhei-Habesht_0024	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Maase-Zadikim_0015	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Shivhei-Habesht_0031	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0013	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Maase-Zadikim_0005	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0222	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Adat-Zadikim_0017	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0174	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Hasidim_0220	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Khal-Kdoshim_0003	true	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).
practice:recitation_of_psalms	Maase-Zadikim_0033	false	medium	'מזמור לדוד' quoted/expounded in a sermon — citation, not recitation practice.
practice:recitation_of_psalms	Khal-Hasidim_0247	false	medium	'מזמור לדוד' quoted/expounded in a sermon — citation, not recitation practice.
practice:pidyon_nefesh	Adat-Zadikim_0007	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Khal-Hasidim_0243	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Maase-Zadikim_0018	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Khal-Hasidim_0024	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Adat-Zadikim_0004	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Khal-Hasidim_0205	true	high	Pidyon money given to/handled by the tzaddik for intercession (group A).
practice:pidyon_nefesh	Maase-Zadikim_0006	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Khal-Hasidim_0170	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Shivhei-Habesht_0086	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Khal-Hasidim_0075	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Khal-Hasidim_0154	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Shivhei-Habesht_0055	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Adat-Zadikim_0006	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Mifalot-HaZadikim_0022	false	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.
practice:pidyon_nefesh	Khal-Hasidim_0174	false	high	'פדה בשלום נפשי' — the Psalms verse, explicitly excluded.
practice:pidyon_nefesh	Khal-Hasidim_0129	false	high	Redeeming a pawned object (tallis / bridle), not pidyon nefesh.
practice:pidyon_nefesh	Shivhei-Habesht_0038	false	high	Redeeming a pawned object (tallis / bridle), not pidyon nefesh.
practice:pidyon_nefesh	Khal-Hasidim_0138	false	high	'בפ"נ' = פנים נפולות (fallen countenance), not pidyon — false friend.
practice:pidyon_nefesh	Peer-MiKdoshim_0006	false	high	Angel 'redeeming from death' — figurative/divine, not a monetary pidyon to a tzaddik.
practice:pidyon_nefesh	Khal-Hasidim_0126	false	high	Angel 'redeeming from death' — figurative/divine, not a monetary pidyon to a tzaddik.
practice:ritual_slaughtering	Khal-Hasidim_0014	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Shivhei-Habesht_0172	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Mifalot-HaZadikim_0007	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Khal-Hasidim_0124	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Khal-Hasidim_0062	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Shivhei-Habesht_0010	true	high	Shechita depicted: knife inspection / learning shechita / slaughtering.
practice:ritual_slaughtering	Shivhei-Habesht_0138	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Khal-Hasidim_0089	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Shivhei-Habesht_0005A	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Khal-Hasidim_0008	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Shivhei-Habesht_0170	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Shivhei-Habesht_0206	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Khal-Hasidim_0125	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Shivhei-Habesht_0100	false	medium	A shochet is mentioned as host/character/profession; shechita act not depicted (definitional Q for PI).
practice:ritual_slaughtering	Peer-MiKdoshim_0015	false	high	'ויחלף שמלותיו' = changed clothes (root חלף), not the shechita knife.
practice:ritual_slaughtering	Shivhei-Habesht_0064	false	medium	'האם שחט... כמוך' — rhetorical, not actual slaughter.
practice:ritual_slaughtering	Khal-Hasidim_0054	false	medium	'האם שחט... כמוך' — rhetorical, not actual slaughter.
practice:ritual_slaughtering	Sipurei-Zadikim_0001	false	high	'סכין קטן' bought for a task in Vienna — a knife, not shechita.
practice:ritual_slaughtering	Khal-Hasidim_0162	false	high	'סכין קטן' bought for a task in Vienna — a knife, not shechita.
practice:ritual_slaughtering	Shivhei-Habesht_0041	false	low	Knife on the bima; shechita context unclear.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0242	true	medium	Deliberate grave visitation — sent to a grave to knock with a staff and summon the dead.
practice:pilgrimage_to_the_graves_of_tsaddikim	Adat-Zadikim_0013	true	medium	Deliberate grave visitation — sent to a grave to knock with a staff and summon the dead.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0082	false	high	'השתטח לארץ' = lay prostrate to sleep, not graveside prostration.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Habesht_0097	false	high	'השתטח לארץ' = lay prostrate to sleep, not graveside prostration.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0115	false	high	'ציון' = Zion / liturgical phrase, not a tzaddik's grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Peer-MiKdoshim_0001	false	high	'ציון' = Zion / liturgical phrase, not a tzaddik's grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Kdoshim_0010	false	high	'ציון' = Zion / liturgical phrase, not a tzaddik's grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0131	false	high	'ובא לציון' = the prayer Uva LeTziyon, not a grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Habesht_0024	false	high	'ובא לציון' = the prayer Uva LeTziyon, not a grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0191	false	low	Describes building a monument (ציון) on a grave, not a visitation act.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Harav_0018	false	low	Describes building a monument (ציון) on a grave, not a visitation act.
practice:pilgrimage_to_the_graves_of_tsaddikim	Khal-Hasidim_0050	false	medium	Wife visits her husband's grave to petition — not a tzaddik's grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Habesht_0060	false	medium	Wife visits her husband's grave to petition — not a tzaddik's grave.
practice:pilgrimage_to_the_graves_of_tsaddikim	Peer-MiKdoshim_0008	false	high	'אוהל' = the living tzaddik's chamber, not a grave-ohel.
practice:pilgrimage_to_the_graves_of_tsaddikim	Peer-MiKdoshim_0002	false	high	'יושב אוהלים' = idiom for a scholar.
practice:pilgrimage_to_the_graves_of_tsaddikim	Mifalot-HaZadikim_0034	false	high	'מה טובו אוהלך יעקב' — Torah verse with Rashi.
practice:pilgrimage_to_the_graves_of_tsaddikim	Mifalot-HaZadikim_0016	false	low	'אוהל' ambiguous; no grave visitation depicted.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Habesht_0133	false	medium	Patriarchs announce at graves of tzaddikim — supernatural, not a human pilgrimage.
practice:pilgrimage_to_the_graves_of_tsaddikim	Shivhei-Habesht_0084	false	low	Funeral beside the ohel, not pilgrimage.
practice:releasing_agunot	Sipurei-Zadikim_0007	true	high	Releasing an aguna (התיר אותה / מכבלי העיגון).
practice:releasing_agunot	Peer-MiKdoshim_0009	true	high	Releasing an aguna (התיר אותה / מכבלי העיגון).
practice:releasing_agunot	Shivhei-Habesht_0098	false	medium	An aguna is mentioned but the story is about exposing her adultery, not releasing her.
practice:releasing_agunot	Sipurei-Zadikim_0008	false	medium	Embedding-only neighbor; no aguna release depicted.
practice:releasing_agunot	Shivhei-Habesht_0172	false	medium	Embedding-only neighbor; no aguna release depicted.
