local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
H-LOC_587,קראשנע בראסייע,,Q4237885,,,4,2,Khal-Hasidim; Shivhei-Harav,"…כי נשמע חכמתו בין האומות וע״כ חקר אחריו והרב היה דר אז בלאדי וע״כ ברח הרח הרב חרב ביום השבת עם כל בני ביתו עד קראשנע בראסייע ושם עמדו חיל הרוסים מחנה נורא ושר המנהיג את החיל (קאמידאנט) הכיר את הרב ונתן לו הרב עצה שימהר לברוח מ… ⟦SEP⟧ …מנגד לו כי נשמע חכמתו בין האומות וע״כ חקר אחריו והרב הי' דר אז בלאדי וע""כ ברח הרב ביום השבת עם כל בני ביתו עד קראשנע בראסייע ושם עמדו חיל הרוסים מחנה נורא ושר המנהיג את החייל (קאמידאנט) הכיר את הרב ונתן לו הרב עצה שימהר לברוח …",authority,no_match,,C_review,0.0,,,,,,,
ED::ק׳ טאלטשין,ק׳ טאלטשין,,,,,4,1,Buzina_Denehora,"פ""א נסע לק׳ טאלטשין דרך בראהליב. והי׳ עמו רפואות מן גארדיא דאקטיר בשביל בתו מ׳ רייזיל. והניח המשרת את הרפואות על החלון באכסניא של… ⟦SEP⟧ פ״א בא אליו הרב ר׳ אהרן מק' מעזיביו לק׳ טאלטשין . והרב ר׳ אהרן הי' עוד אצל הבעש""ט וכשהי׳ הרב הק׳ ר""ב ילד קטן הי׳ נושא אותו הרב ר' אהרן על ידיו אצל הבעש״ט. ומ… ⟦SEP⟧ … לק׳ מעזיביז. על קבר הבעש״ט. וכשבא לק׳ מעזיבוז. לא הי׳ הרב ר״ר ברוך בביתו. שיום אז קודם ביאת הרב ר׳ חיים נסע לק׳ טאלטשין. אך שאמרו להרב ר״ח שהרב הק׳ ר״ב ז״ל נסע דרך ליטין. ונסע הרב הק׳ צ״ח ג״כ דרך ליטין. ופגע בק׳ ליטין את הרב ר״ב.…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::מקאזניץ,מקאזניץ,,,,,4,4,Dvarim-Yekarim; Hitgalut-HaZadikim; Shemen-Hatov; shivheiZadikim,"הרב הצה״ק ר׳ ישראל בעש״ט זצ״ל. הרב הצה״ק החיד״א זצ״ל. הרב הצה״ק ר׳ דוב בעד המגיד זצ״ל. הרהה״ק המגיד מקאזניץ זצ״ל הרהצה""ק המהר""ל מפראג זצ״ל הרהצה״ק ר׳ דוד מלעליוו זצ״ל. הרב הצדיק הקדוש ר׳ מאטילי מטשערנאביל זצ״ל. הרב הג… ⟦SEP⟧ … בא איש אחד מעיר אחרת להביהמ""ד בעיר פרשעדבורז. וראה אותי. והכיר אותי כי ראה אותי הרבה פעמים אצל הרב המגיד הק' מקאזניץ זצוקללה""ה. ונתתי לו שלום. ושמחתי עמו מאוד ושאלתי אותו מה עסקך בפה וסיפר לי איך שיש לו בת בוגרת. וכבר הגיעה לפ… ⟦SEP⟧ …אדרבה אני נותן לכם מעות. תמה עליו. מה צריך לפתקא. אמר לו חסיד אני ונוסע אנכי לקאזניץ. ביקש לספר לו מי הוא הרב מקאזניץ. סיפר לו שיש לו ערך שלשים אורחים לכל שבת. ועל ר""ה ערך ש'. א' לו א״כ הוא עשיר גדול. ש׳ כפות ומזלגי וסכיני כסף … ⟦SEP⟧ …דעי אשתי כי בזאת השנה. נוושע בעזה״י ברחבה מצרות פרנסתינו כי בשעה שעמדתי בתפלת לחש של מנחה. באו אצלי המגיד הק' מקאזניץ. והרבי הק' מלובלין ואמרו לי שבזו השנה אוושע בעזה״י. וכן היה שבאותה שנה באו אצלו מעיר ראדזימין שהיו נגידים וסו…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::רוזען,רוזען,,,,,4,1,Hitgalut-HaZadikim,"…) הרה״ק ר׳ יהושע העשיל מאפטא יז) הרה״ק ר׳ יהודא ליב מזאקולקוב יח) הרה״ק ר׳ יצחק מדראביטש יט) הרה״ק ר״ר ישראל מרוזען כ) הרה״ק ר״ר ירחמיאל מפרשיסחא כא) הרה״ק ר׳ ישכר דוב מראדשיץ כב) הרה״ק ר׳ יחזקאל מקאזמיר כג) הגאון הקדוש ציס״ע… ⟦SEP⟧ עוד מעשה נוראה ממרו הקדוש הרבי ר׳ ישראל מרוזען הנ״ל זי״ע ⟦SEP⟧ בעיר אחת הסמוכה לעיר רוזען הנ""ל היה דר גביר אחד איש נכבד מפורסם שהיה מסייע תמיד בסיוע שיש בו ממש בהצטרכות הבית לרבינו הקדוש הנ""ל בימי חו…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,74632|9174|7466|20849|10167
ED::ז,ז,,,,,4,3,Hitgalut-HaZadikim; Toldot-Haniflaot; shivheiZadikim,"כו) הרה״ק ר׳ מרדכי מנישכיז כז) הרה״ק ר׳ משה ליב מסאסיב כח) הרה״ק ר׳ משה מלעלוב בט) הרה״ק ר׳ נחמן קאסוויער ל) הרה״ק ר׳ נחום מטשערנאביל לא… ⟦SEP⟧ מעשה מהה""ק הרבי ז״ל מלובלין ⟦SEP⟧ גיסו הה""ק המפורסם ר׳ יוסלי מ ז""ל, אשר רבים דאמבראוועמישראל נהרו אליו שמה במדינת גאליציאן, גיסם הה""צ ר׳ יצחק שלמה ז""ל, נכד הה""ק ר׳ מיכלי מ, ז…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::אוסטראווצי,אוסטראווצי,,,,,4,1,Hitgalut-HaZadikim,"אולם חבר אחד היה לו בעיר אוסטראווצי הסמוכה לעיר אפטא כשני פרסאות וחצי שהיה גדול בתורה ובחסידות בנגלה ובנסתר. והיה מחסידי הרב הגאון סבא קדישא הרבי… ⟦SEP⟧ …מרו הדברים האלה הרגיש הרב היהודי הקדוש שכוונתו אליו. היינו שהרבי הרגיש רעיונו ומדרגתו אשר דיבר עם חבירו הנ""ל מאוסטראווצי. ונתפעל מאוד מדברים האלו. אח""ז קם הרבי הקדוש מכסאו ובפנים שוחקות ובלב שמח רץ לנגד הרה״ק היהודי ונתן לו שלום ע…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,745|80619|72620
ED::ל,ל,,,,,4,3,Hitgalut-HaZadikim; Sipurim-Nehmadim; shivheiZadikim,"מעשה נפלאה מרבינו הקדוש רבי ר׳ אלימלך מליזענסק הנ״ל נבג״מ ⟦SEP⟧ וביnים ההם היה איש עני אחד אשר היה דרכו לנסוע אצל הרב הקדוש הרבי מלובלין זצוק""ל. ואצל הרה״ק מוהרי״ל הנ""ל מזאקלקוב זצוק""ל. וכל ימיו היה עני ואביון מדוכא… ⟦SEP⟧ בעיר לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאליע ומשם לעיר לובער בערך עשרים ושנים ווי… ⟦SEP⟧ מעשה נפלאה מהה״ק מוהר״ש מקארוב ז״ל.",edition_only,no_match,,C_review,0.0,,,,,,,
ED::ריטשוואהל,ריטשוואהל,,,,,4,1,Khal-Hasidim,…על המראה אשר ראו עיניו ואשר שמעה אזניו אשר לא פלל לראות. וישאל המגיד הגדול את הגאון ר' עוזיאל מאין אתם ויאמר מריטשוואהל אנכי וישאלהו הרב המגיד הידעתם את הרב דשם ר׳ לוי ויאמר ידעתי אותו. וישאל ההמה״ג לר' עוזיאל מה תאמרו לחריפותו ו…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::העיר,העיר,,,,,4,4,Maasiot-Pliot; Maasiot-veSihot-Zadikim; Shemen-Hatov; Sipurim-Nehmadim,"אירע בימיו מחוז אחת היתה ובה עיר קטנה ואנשים בהעיר הי' מעט והי׳ בה איש מסכן ועני מדוכה ונפשו חסר מכל טוב. והי׳ בהקשותו בעניו וילך שובב הלך ילך ובכה מהר לגבעה עד… ⟦SEP⟧ …ו אותו להקאמיר ונתנו לו לחם וי״ש ובשר וכל טוב וסגרו אותו היטב וכמו בשני שעות בא איש אחד מק״ק קיטוב ובכה ושאל בהעיר אם ראיתי עני כזה ובזה תוארו ואח״כ יודע לו שסגרו איזה עני בהקאמיר של הצדיק ר׳ חיים ז״ל ובאו אליו וחפשו בהחבילה… ⟦SEP⟧ …והג״מ יעקב יוקל הלוי איש הורוויץ (אחי זקיני הגאבד״ק טשארטקוב) הי' מהרבנים המפורסמים בצדקתם ובתמימותם. ובשמעו שהעיר גלוגא רבתי במדינת שלעזיען הנה גלמודה מרב. כתת רגליו לשם שיקבלוהו לרב בחזקת אבותיו הג״מ נפתלי כ״ץ אבד״ק גלוגא.… ⟦SEP⟧ …ר סיפר לי מפי מגידי אמת וזקני אותו דור דעה שבימי האריז""ל היה מעשה שאחד מן האנוסים שבא מפורטיגאל לגליל העליון בהעיר הקודש צפת תוב״ב ושמע",edition_only,no_match,,C_review,0.0,,,,,,,
ED::א,א,,,,,4,2,Maasiot-veSihot-Zadikim; Maim-Rabim,"מעשה מהרבי ר' ברוך ז""ל בעת שהי׳ הרב הגאון הצדיק ר' לוי יצחק ז""ל בבארדיטשיב הי' מנהגו לילך בכל פעם לבהכ״נ לדרוש ובזמן ההוא בא איש אחד מדיליטא גאון העו… ⟦SEP⟧ באתי עה״ח היום יום א׳ שמאתמול ביום ש״ק ברכנו את החודש סיון שנתחדש המלוכה שלו הן ע""ע והן על נפשות ביתו שלא יזוז מ… ⟦SEP⟧ (לג) ב״ר נתן : רבינו אלעזר היה חתן (לד) רבינו אליקים זצ״ל : (לה) בן ר׳ יוסף מ : מאגענציאאשת רבינו הקדוש ר״ר אלימלך (אות טו) הרבנית ה…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::או,או,,,,,4,2,Maasiot-veSihot-Zadikim; Shemen-Hatov,"לא ראש הקהל להגיד לו אשר השני האנשים שקנה להם שכר נלבדו לבית האסורים ובזכות זה יציל ד' את בעלכם האשה הבטיחה אותם והלכה וסיפרה להראש הקהל ובא תיכף לבקרם ואמר להם אל תיראו אני אקח אתכם מן בית האסורים והלך לדרכו וכמו בחצי ש… ⟦SEP⟧ …ת נסע ה״ר פייוויל מק״ק סעריט עבור המעות הנ""ל ותעה בדרך בלילה כמה שעות ולא ידע הבעה״ג שלו להיכן היא נוסע אח״כ ראו ממרחק שבית אחת מאירה מאוד ונמשכו אחר זריחת הנר ובבואם לשם ראו בית גדול שאינו מכיר להם ושם היו משרתים מלובשים … ⟦SEP⟧ …גיד איזה דברים במוסר ועמד הרר״א לפני אה״ק ואמר אספר לכם מעשה שהיה. האדון פאטאצקי נסע מפולין למרחקים ע״פ תבל לראות מדינות רחוקות. ועמו השליש והעגלון. ובבואם למדינה שאין מכירים אותם. קשרו העגלון והשליש קשר והמיתו את אדונם. ו… ⟦SEP⟧ פנחס. ומה נעשה לביטול תורה בזה״ז ומי יודע אם הוא לומד בתורה. ויאמר הרר״ש שמעתי כי הוא גאון גדול ומופלג ג״כ בתורה. וישמע לו הרר״פ ויסעו עדי בואם בע״ש קודש למעזעריטש. ובאו שמה. והלכו להרב המגיד לקבל של…",edition_only,name_exact,name_exact,B_review,0.95,False,phonetic_mismatch,14551,Eu (France),או (צרפת),,14551
ED::מצרימה,מצרימה,,,,,4,2,Maasiot-veSihot-Zadikim; Tiferet-Hayyim,"… הארץ ודקדק בתרגום אונקלוס והרגם ע״ז וכנוני ימא יסגון בנו בני אנשא על ארעא. ונראה כי בפ׳ מקץ בפ׳ וכל הארץ באו מצרימה מתרגום וכל דיירי ארעא ועל ועש הארץ ובנשו דיירי ארעא, וכלה הרעה את הארץ מתרגום ית עמא דארעא והרבה כזה, ולכן תר… ⟦SEP⟧ …הי׳ בבחי׳ ישראל רק במדרגה נמוכה בחי׳ יעקב ויאמר הנני הנני מקבל עלי עול גלות באהבה כרצון ה׳ ויאמר אל תירא מרדה מצרימה כי אהי׳ עמך שם ואנכי אלך גם עלה וזהו ויקם יעקב מב״ש כי עתה הלך בבחי׳ יעקב כפי אשר שמע גזירת השי״ת. אמנם בניו … ⟦SEP⟧ אלה שמות בנ״י הבאים מצרימה. פי' אותן הרוצין לזכות ולבוא לדרגא גבוה ועליונה הנקרא ישראל אזי צריכין להיות מצירים לגופם תמיד הן בתורה והן ב… ⟦SEP⟧ ואני כננס ע״ג הענק ארמז דברי ר זצללהאאמו״״ה בפסוקי התורה הדק היטב. בפ׳ וישב ויוסף הורד ממצרימה כו׳ ויהי ה׳ את יוסף ויהי איש מצליח. ויהי בבית אדוניו המצרי וירא אדוניו כי ה׳ אתי וכל אשר הוא עושה ה' מצליח בי…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::ראטשעוואהל,ראטשעוואהל,,,,,4,1,Shemen-Hatov,…טא והי׳ שם פו״מ. לו היה בן. ר׳ יוזפא שמו. הוא היה עילוי מופלג ויקחהו לחתן גביר אחד. ר׳ הירש שמו שדר סמוך לעיר ראטשעוואהל ומחזיק שם ריחים ויתן לי נדוני׳ שלש מאות אדומים אשר בעת ההוא היה סכום נכבד. ר׳ יוזפא. אחר חתונתו יצק מים על יד… ⟦SEP⟧ …י הרר״ש בעירו נאלץ לעזוב את רוטשעוואהל אם גם היתה שם רבנות גדולה. כי ר״פ ישובים עד עיר ווארשא הי' שייכים לעיר ראטשעוואהל בימים ההם. בעזבו את העיר שמררה את חייו כ״כ. קלל בחמתו את העיר שתחרב. ואמנם כן היה כי נהר הוייכסיל עלה גדותיו … ⟦SEP⟧ …י״ע. מה עשה הפסיק מלאכול. והיה עצב מאוד. וחותנו שאל אותו ע״ז. השיב כי היה לו חלומות רעים. כי מוכרח הוא לנסוע לראטשעוואהל. וכה עברו כמה ימים עד אשר חותנו הפציר בו לנסוע. ושלחו עם עגלונו וסוסיו וכבואו אל הרר״ש שלח את העגלה לביתו והו…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::דפה,דפה,,,,,4,1,Shemen-Hatov,"…א נשרפו יותר מב׳ או ג׳ בתים וכן סיפר לי הרה״ח מ׳ מאיר רוקח מפה״ק אשר בחורף תר״מ לפ״ק נפלה דליקה בשכונת החניות דפה״ק וחזר למצוא אנשים שילכו להודיע לאותו צדיק. ולא מצא כי כל אחד הי׳ ירא לנפשו לזוז מביתו ⟦SEP⟧ … תקי״ד. ובשנת תקי״ד נתקבל לכאן הרב הה״ג מו״ה ישראל ז״ל שנעשה חתן הרב הגאון הנ""ל אחר סילוקו ונשתמש בכתר הרבנות דפה עד שנת תקכ״ו לפ""ק. בשנת תקכ״ז תקכ״ח הי׳ פה איזה איש אשר לא ניתן להזכר שמו כאן. בשנת תקכ״ט נתקבל פה לרב ואב״ד … ⟦SEP⟧ …הרב הגאון מו״ה שלמה דוב שהי׳ אבד״ק גלוגא רבתי ונתבקש ביש״מ בשנת תקס״ט לפ״ק. כ״ז ועתק אות באות מפנקס הקהל הישן דפה : ⟦SEP⟧ …ם שנגנז ארון הקודש ועלה לשמים. מורינו מו״ה מאיר הלוי איש הורוויץ איש חסיד ועניו נחלתו היא לבניו ה״ה אב״ד ור״מ דפה ק״ק טיקטין תורתו יעמוד לנו ולזרעינו עד עולם העתק ממצבת הארז איש אלהי קדוש יאמר לו כל הכתוב",edition_only,no_match,,C_review,0.0,,,,,,,
ED::מטיקטין,מטיקטין,,,,,4,1,Shemen-Hatov,"קכב) וכתב ש""ב הגאבד״ק סעראצק שי׳ וז״ל. זקיני הגה״ק ר' מאירל מטיקטין דרכו בקודש להקיף בכל שבת הביהכנ״ס ז׳ פעמים ואחר התפלה פתח עזרת נשים ובירכן : ⟦SEP⟧ …שהרב מזאבלידאווי מרא דאתרא לכך יראה הוא מקודם והרב מזאבלידאווי השיב שאין דרך ארץ לפתוח ראשון לפני הגאון הקדוש מטיקטין. ובין כך וכך היתה העגונה עני' סוערה. זה אומר חברי קודם. וזה אומר רבי קודם. והרב מזאבלידאווי לא רצה בשום אופן … ⟦SEP⟧ קמא) ובספר זכר החיים להגה""ק ר' חיים כהן ראפפורט אבד״ק לבוב דרוש כ״ו מובא הספד על זקיני הגה""ק מהר""ם מטיקטין. וכ׳ שם בהמשך דבריו הלא תדעו כי שר וגדול נפל בישראל ה״ה כבוד הגאון הגדול המפורסם מו״ה מאיר הלוי זללה״ה שהורה … ⟦SEP⟧ קנד) זקיני הגה""ק מוהר""ר מאיר הלוי מטיקטין היה חתן הקצין המפורסם מו״ה מנחם מאניס הכהן [הובא בהקדמת ס׳ פנים יפות] בן הרה״ג מ׳ ישעיה כ״ץ הדיין המצויין ב״ד…",edition_only,fuzzy,fuzzy,C_review,0.8,,,,,,,19001
ED::אלטונא,אלטונא,,,,,4,2,Shemen-Hatov; shivheiZadikim,"…שטרדם. וחתנו הג״מ.extra period יעקבקא לנדא מבראד בן הג׳ בעל נודע ביהודה. ובאו על ש״ק לבית הגה""ק מ׳ יעב״ץ ז״ל באלטונא. ושאל את ר׳ יעקבקא אם חותנך יכול ללמוד גפ״ת. השיבו „העולם אומרים שיכול. והשיבו הג׳ יעב״ץ. מהעולם ראי' ? הרי ה… ⟦SEP⟧ קסח) עוד כ׳ שם שיש לו בקבלה מראשי העיר אלטונא שבהיות הג׳ מהר""י הלוי סמוך לפטירתו הי׳ שם שריפה גדולה. ותשקע האש בתפלתו ובירך העיר שלא תהי׳ עוד למאכולת אש. ו… ⟦SEP⟧ פו״מ דק״ק אלטונא יצ״ו התרו את האלופים דק״ק האמבורג וואנדסבעק שידין עמהם בזבל״א ובזבל״א ופרנסי דוואנדסבעק רצו לציית ד״ת רק האלו… ⟦SEP⟧ …דות ושאר ספרים שנתחברו ע״ז. אירע מעשה נורא ומופת נפלא מהגאון הק׳ ר""י הנ""ל שהיה אז אב""ד ורב בק""ק אה""ו והיה דר באלטונא. פ""א היה הולך הגה""ק הנ""ל לבית הכנסת להתפלל תפלת מנחה והיה עובר דרך מקום צר אחרי הרחוב פתאום נשא עיניו וראה אי…",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,85245|89925|18307|16150|12855
ED::יהודא,יהודא,,,,,4,3,Derech-Haemuna; Peulat-Hatzadikim; SipureiAnsheiShem,"לו זכה את זה בדין והשיב הנודע ביהודא אני אפסוק כדת תורת אמת ולקח השר קנה שריפה ואמר אני מורה בך את זה אם לא תשמע לי וגלו הרב את לבו ואמר ירה בי וא… ⟦SEP⟧ מהעיר ביום ג׳ י״ב כסליו שפ״ז וישמח הר ציון ויגילו בני יהודא והחתימה במכתב זה התמה, שם טוב לוזייא״ו, ישי מיניין, שמואל ן׳ סיד, הצעיר ישראל בנימין, ישראל בכהר' עזרי׳ זאבי,… ⟦SEP⟧ מענין ס׳ נודע ביהודא ⟦SEP⟧ הוא הגאון האמיתי חסיד ועניו נודע ביהודא ובישראל גדול שמו אבד״ק וק״ק פפד״מליסא והוא עמד לימין צדקו של הגאון ר״ד יונתן זצ״ל ובמקום גדולתו שמה שבנה עגונ…",edition_only,fuzzy,fuzzy,C_review,0.667,,,,,,,20650
ED::עפס,עפס,,,,,4,1,shivheiZadikim,"סיפר הרה״ג החסיד המפורסם מוה׳ יחיאל מיכל נ""י אבד""ק שעפס שהי' מלפנים רב בעיר אסטראלענקי. והי׳ שם איש חסיד אחד ר׳ חיים ליב שהי׳ בילדותו משמש ⟦SEP⟧ …ביו הה״ג הנ""ל הי' מתנגד גדול על חסידים. ואשתייע מילתא שהי' איש אחד מלייפנא אצל הרה״ק מוה׳ מאירל ז""ל הרב דק""ק שעפס הסמוכה לעיר לייפנא וכשהלך האיש ממנו צוה אותו הה״ק ר״מ משעפס שידרוש בשלום הרב דק""ק לייפנא עבורו ויאמר לו בזה""ל… ⟦SEP⟧ סיפור נאה מהה״ק מברדיטשוב ז""ל בהיותו בעיר שעפס אצל הה״ק ר״מ הנ״ל. ⟦SEP⟧ …שבחי הצדיק הנשגב הזה ועניניו. מאשר סיפרו אנשים שבמחזה אור פניו הכירוהו. ואמרו שהיה רב בק׳ ביזיון הסמוכה לעיר שעפס. וסבת הדבר שנחבר בעיר שעפס הוא מחמת צוואתו. שלפני זמן גדול קודם פטירתו בעברו לפני הב""ע דק׳ שעפס. אמר לפני האנ…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::נהר סמבטיון,נהר סמבטיון,,,,,4,1,Derech-Haemuna,ג) העתקה מאגרת אשר בא מעבר לנהר סמבטיון מבני משה רבינו ע״ה לעיר הק' תובבירושלים״א הנדפסת בס׳ מקוה ישראל ומקוימת מחכמי ירושלים ובעדות הג׳ הג' חיד״א זל… ⟦SEP⟧ …מו ויבנה את בית עולמו ויקבץ את עמו מארבע כנפות הארץ אא״א סס״ס. זאת מאתנו אחיכם בני ישראל בני משרע״ה אשר מעבר לנהר סמבטיון להשמיע למעלת קהלתכם שלומינו ונפשנו מאד נענה מתאבלים ומתאוננים כיענים במדבר רק על חורבן בית קדשנו ותפארתנו ועל…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::ראדאמסק,ראדאמסק,,,,,4,3,Derech-Haemuna; Maim-Rabim; Toldot-Haniflaot,"ובס׳ תפ״ש על מועדים (ברמזי פורים) להה״ק מראדאמסק וז״ל וכדרך הזה שמענו מפה קודש הרב הוותיק אוהב ישראל ר׳ דוד מלעלוב זלה״ה שאמר בזה״ל איך תאמרו עלי שאני צדיק הד… ⟦SEP⟧ ובהקדמת ס׳ שער הגלגולים החדש וז״ל וכן שמעתי מא״א הה״ק ר״ש מראדאמסק זל""ה ששמע מהה״ק ר׳ דוד מלעלוב זל""ה בעת שהרב בעל הב״ח זל""ה נפטר לעולמו כיבדו אותו ב״ד של מעלה בדרשה והשיב שיאמ… ⟦SEP⟧ ובס׳ תפארת שלמה מהה״ק מראדאמסק בפ׳ דברי׳ וז״ל כמו שנודע המעשה מהבעש״ט זי״ שפ״א הפציר מאוד באחד מגדולי תלמידיו הוא הצה״ק ר' עמיכל ז״ל אשר בני… ⟦SEP⟧ הה״מ המפורסם מאד ר׳ שלמה זצ״ל מראדאמסק מספרים ממנו שאמר שיהיה עת שיהיה חשיבות גדול למי שהכיר אותו צדיק מרן זצ״ל,",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,27137|17247|70098
ED::נשחיז,נשחיז,,,,,4,1,Derech-Haemuna,ז) סיפר מרן מנשחיז שהרהצה״ק ר׳ גרשון קיטיוור ראה את הרה״צ בעל אור החיים וסיפר לו מגיסו הבעש״ט ז״ל והשיבו ידעתי אותו וישראל שמו ג… ⟦SEP⟧ ובס׳ א״ק (אות מ׳) וז״ל שמעתי בשם מורי ז״ל שספר משם הצדיק מנשחיז שאותו האגרת ששלח ר׳ ישראל בעש״ט לאה״ק לגיסו הרב ר׳ גרשון ז״ל מקיטוב והוא נדפס בס׳ פורת יוסף אותו האגרת היה חי… ⟦SEP⟧ ובס׳ ז״ט וז״ל סיפר הה״ק מהר״י זצ״ל מנשחיז שהיה בבארדיטשוב איש הגון ושמו ר׳ ליבר ז״ל פ״א בלילה בחורף אחר היריד בא איש אחד לביתו בראותו שעוד נר מאיר בבית…,edition_only,no_match,,C_review,0.0,,,,,,,
ED::לאנצוט,לאנצוט,,,,,4,1,Peulat-Hatzadikim,"מהגה""ק ר׳ ארי׳ ליבוש זצ""ל אבד״ק לאנצוט וקעשינוב. ⟦SEP⟧ …ל ראשון ותמה המגיד ע״ז אז פתח המגיד ואמר מבטחני בו שיגדל בתורה ויפיץ ענן אורו ע״פ תבל. ואח״כ נתמנה לראב״ד בק׳ לאנצוט ואח״כ בקשי קהל עדת קעשינוב מהה״ק מאפטא ז״ל שיבחר לחם רב גדול לישב בראש אז בחר הה״ק בעבורם את הה״ק מהרא""ל אבד״… ⟦SEP⟧ …א בפני כל העם הראיתם את הרב אשר בחרתי בעבורכם תאמינו אשר חדרי תורה מארבע מאות שגה הי' גגון ונעלם עד שבא הה״ק מלאנצוט בעולם ונמסרו לו רזי התורה ושוב בפעם אחד אמר הה״ק מאפטא עליו הידעתם מקור מחצבתו של הה״צ מהרא""ל הקב״ה לקח דגבי …",edition_only,no_match,,C_review,0.0,,,,,,,
ED::רימנאב,רימנאב,,,,,4,1,Tiferet-Hayyim,"… ממאגליניצא (הי' אצל רבינו הקדוש הנ""ל) עפ״י דבר קדשו של הרה״ק מאורן של מוהר״י מרוזין זלה""ה שאמר לו ישראלשיסע לרימנאב ויסתכל היטב בתואר פנים של הרה״ק מוהר""צ הכהן וידע כי ראה פני השכינה והרה״ק הנ""ל שמע לדבריו ושלח תיכף מכתב לחתנ… ⟦SEP⟧ …השבת והבן ועי׳ להלן הדיבור שאמר להרה״ק מסטרעליסק זלה""ה וז״ל שם בס״ס מעין עוה״ב יום שבת מנוחה והקשה הרה״ק ר""צ מרימנאב וצלה""ה הלא המה שני הפכים כי עוה״ב אין בו לא אכילה ולא שתי' אמנם ש״ק מצוה להתענג בו בתענוג אכול ושתה ואמר כי ה… ⟦SEP⟧ …סלחתי כדבריך והוסיף עוד לדבר רבון כ""ע אולי תאמר כי מסבת חסרון הצדיקים עלי התבל חמנע לומר סלחתי כדבריך הלא יש ברימנאב הרב ר׳ מענדילי מפריסטיג אשר יעמוד כנגד כל צדיקי הדור ואפשר",edition_only,no_match,,C_review,0.0,,,,,,,
ED::מאגלגיצא,מאגלגיצא,,,,,4,1,Toldot-Haniflaot,"…לים שהיו אז היו אומרים שהיה נשמת משרע״ה, ובא לעולם רק לומר תירוץ על חטא משה, (ובפירוש שמעתי פ״א ממרן הק׳ ז״ל ממאגלגיצא שהיה מדבר ממנו, ואמר בז״ל מיין ברודעריל משה רבינו) וגם אומרים כי כ״ז שהיה מרן הצדיק בעל נועם אלימלך בעולם, הי… ⟦SEP⟧ …מצאו אותו בשדה עם עוד נערים מנערי העיר שעשו יחד עבירות חמורות ונתגלה קלונם, והיה קץ לעונם וחטאתם, ואני הייתי במאגלגיצא כשהיה הדבר הזה והייתי מכיר את הנער מקודם, וגם ⟦SEP⟧ סה שמעתי מבניו של הה״צ ר׳ עמנואל ז""ל ששמעו מאביהם ז״ל כי פ״א היה במאגלגיצא קודם חג הפסח, ואז היה עני שלא היה לו שום אופן וסיבה שיהיה לו ערבי פסח המרובים ולא היה דרכו להתנצל לפני מורו ז… ⟦SEP⟧ …י צדיק פלוני הוא בחי׳ צדיק דלתתא אשר מחלתו הוא עפ״י הטבע וצריך לרפואות פי הטבע ולכן נצרך לדאקטורים, אבל הרבי ממאגלגיצא הוא בחי׳ צדיק דלעילא אשר מחלתו אינו ע״פ הטבע, וגם רפואתו אינו ע״פ הטבע, ואיזה שייכות יש להדאקטורים אליו, כן ש…",edition_only,no_match,,C_review,0.0,,,,,,,
ED::גריצא,גריצא,,,,,4,1,Toldot-Haniflaot,"מג סיפר הרב החסיד ר׳ מאטיל הרב דק""ק גאוורטשוב אשר בימים הראשונים שהתחיל לנסוע למרן ז״ל למאגלניצא ואז הי׳ דר בגריצא, אירע פ״א ביום הששי קודם התפלה הלך מרן ז״ל הנה והנה, ואמר כי אברך א׳ הוא בסכנה גדולה בנסיעת הדרך לכאן, והיה ר… ⟦SEP⟧ סח ראיתי אגרת מהה""ג הצדיק ר׳ פייבל מגריצא ז״ל, אל מרן ז""ל מנאדרזין בעת שהיה ההק׳ בווארקא שם והיה נחלה בחולי גדול ר""ל, והיה כתוב בדרהאגרת הגם כי זה שלש … ⟦SEP⟧ עח עוד סיפר לי בי פ""א היה נוסע מרן ז""ל לווארשא והוא היה יושב בהמרכבה אצלו, וכאשר הגיע כמו תחום שבת מגריצא צוה להעתיק וילון המרכבה לכסות בעדם ולעבור דרך",edition_only,fuzzy,fuzzy,C_review,1.0,,,,,,,6926|74161|4036
