local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
ED::פרשעדבארז,פרשעדבארז,,,,,4,1,Toldot-Haniflaot,"… וכן סיפר על כל הצדיקים שהיו מנשאים אותו, ומצווים אותו להיות מנהיג ורבי, ואחרון שבהם היה הרב הגאון הצדיק ר״י מפרשעדבארז ז״ל כשהיה אצלו אמר לפניו דאיתא במדרש ע״פ הניקה בנים שרה שאמר לאברהםשרה גלי דדיך לא עת צניעות הוא, וכן אני אומ… ⟦SEP⟧ …מי והסתכל בפני הרב, ואח״כ שאל אותו מי הוא, ואמר כי פניו ניכר אליו קצת ואין ידוע לו מהיכן, ואמר לו הרב כי הוא מפרשעדבארז, ושאל אותו ואמר יאמר נא בן מי הוא כבודו, ואז אמר לו כי הוא בן ההק' הגאון ר״י ז״ל משם, וא״ל כי הלא אנכי רגיל ל… ⟦SEP⟧ … ומתעקש בשביל זה בשביל כלל ישראל, ושמעתי אומרים כי עש""ק קודם הסתלקותו, כאשר בא אז ההק' סבא קדישא ר׳ משה זצ״ל מפרשעדבארז אליו לבקרו, אמר לו יאמר נא מר אלי מה הוא הדבר אשר כבוד קדושתו מתעקש כ״כ עליו, אולי אוכל גם אנכי לסייע למר ולא… ⟦SEP⟧ הה""ק המפורסם ר׳ עמנוואל זצ""ל מפרשעדבארז, בן הה״ק הגאון ז״ל משם, ישעי׳",edition_only,name_exact,name_exact,A_autolink,0.95,True,,6378,"Przedbórz (Piotrków Trybunalski, Poland)","פשדבוז (פיוטרקוב טריבונלסקי, פולין)",,6378
H-LOC_193,סטאבניץ,Stopnica,Q986052,50.4406629,20.938154,3,2,Peulat-Hatzadikim; Shlosha-edrei-zon,"…ובדיחא דעתי' ותיכף ישב אצל השלחן טרם יכבדהו אמר לו הרב ר׳ אביש אני ראיתי את מע׳ בקרשעשוויץ כשהי׳ הרב ר׳ מאיר מסטאבניץ שם ואז היה אב""ד דק׳ אפטא ואמר לו זוכר אני. וצוה ר' אביש לנערו להביא כסא להושיב את ר' בעריש אצלו ולא רצה אמר ר… ⟦SEP⟧ …תלמידים שיש לי שאינם שובחים מפחד ד׳ אף מינוט אחד הלא המה הוא ור׳ קלמן מע""ח הוא הק׳ בעל מאוד ושמש] ור׳ מאיריל מסטאבניץ [הוא הק׳ בעל אור לשמים וכמו רבע שעה עברה חזר הה״ק רצ״ה ודפק בקול ממה דקה בהפתח ויספר המשרת להרב ויאמר יבנוס ו… ⟦SEP⟧ וכן פי׳ הה״ק ר׳ מאיר מסטאבניץ זצ״ל הפסוק סומך ד׳ לבל הנופלים וזוקף לבל הכפופים ודקדק דלכאורה הי׳ לו לכתוב לשון שמיבה אצל הכפופים ולשון זקיפ…",authority,name_exact,wikidata,A_autolink,0.99,True,,88088,"Stopnica (Województwo Świętokrzyskie, Poland)","סטופניקה (מחוז שוויינטוקז'יסקיה, פולין)",0.1,
H-LOC_248,,Derazhne,,50.86666667,26.05,3,2,Khal-Hasidim; Shivhei-Habesht,"…או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתין עד שאחזור והמתין השליח והבעש""ט לן בדרך ובה… ⟦SEP⟧ …או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתן עד שאחזור והמתין השליח והבעש״ט לן בדרך ובהי…",authority,name_exact,name_exact,A_autolink,0.95,True,,27158,Derazhne (Ukraine),דרז'נה (אוקראינה),0.5,27158
ED::חרן,חרן,,,,,3,1,Hitgalut-HaZadikim,"וימת הרח בחרן. נ""ל פירושו מחמת דהיה לתרח איתערותא טובה והיינו לילך לארץ כנען דהייא ארץ ישראל שנקרא ארץ החיים ועתה כשבא לחרן…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,17893,Harran (Turkey),חרן (טורקיה),,17893
ED::חעלמא,חעלמא,,,,,3,2,Hitgalut-HaZadikim; Smichat-Moshe,"חעלמא ושם נהג נשיאותו ברמה. עד שרבים מישראל נהרו אליו ליקח לקח מפיו הקדוש. ושמו היה יקר וקדוש בכל העולם : ⟦SEP⟧ …עת שהרבי ר׳ נטע אשר היה מלמד אצלנו. והחזקנו אותו כמה זמן בכל הצטרכות בכבוד גדול. הוא נעשה כעת לצדיק גדול בעיר חעלמא ומפורסם לבעל מופת פלא. אשר לכל דורכי מפתן ביתו הוא פועל ישועות בעדם זה בפרנסה. וזה ברפואה. וזה בבנים וכדומה. … ⟦SEP⟧ …איש אלקים נורא מרום וקדוש מ׳ זכרי' מענדיל ז""ל נשיא בעה״ק ירושלים הנקרא ר' זכריה הנביא בהרב הגאון מ׳ משה אבד״ק חעלמא קאצינעליכבוגין בהרב הגאון וכו׳ מ׳ מאיר קאצינעלינבוגין אבד״ק בריסק [הוא חתן הג' מ׳ פנחס הלוי איש הורויץ האבד״ק…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,11264,"Chełm (Lublin, Poland)","חלם (לובלין, פולין)",,11264
ED::לאדז,לאדז,,,,,3,3,Shemen-Hatov; Tiferet-Hayyim; Toldot-Haniflaot,"ושמעתי מהר״ר אברהם בינש מלאדז ששמע מפ״ק הרה״ק מהר""י ז״ל מווארקי פ״א בתוך הסעודה הי׳ מוזגין לו כוס יין ביומא דפגר׳ וסיפר הרה״ק מווארקי שפ״א … ⟦SEP⟧ … צריך לעשות סימן וזכרון שאז הי׳ בבחינה ההוא בכדי שידע אח״כ שישוב לבוא לבחי' ההוא (תולדות הנפלאות מהחסיד מישראללאדז) : ⟦SEP⟧ …דיקים השרף ממאגלניצא מ׳ חיים מאיר יחיאל נכד הרב המגיד מקאזניץ מלוקט ומחובר ע״י הרבני הרב מוה""ר ישראל משה ז״ל מלאדז והובא לבית הדפוס ע״י בנו מהו״ר יעקב אהרן בראמבערג מעיר לאדז ווארשא לפ""ק שנת תרנ""ט",edition_only,name_exact,name_exact,A_autolink,0.95,True,,179,Łódź (Poland),לודז' (פולין),,179
ED::אמסטרדם,אמסטרדם,,,,,3,1,Maim-Rabim,"…׳ שלום מ זצוקללה״ה. (בן הגאון בעלזמו״ה אלעזר. בהג״מ שמעלקי חתן רבינו התב״ש] בהג״מ משה. בהג״מ אלעזר האבד״ק רוקחאמסטרדם זקללה״ה) הי׳ מחבבו. והעריך לפניו רחום משפחה שחם קרובים. כי זקינו הוא ההגה״צ ר׳ אליעזר האבד״ק אמשטרדם ואחיו כב… ⟦SEP⟧ ובס׳ נוצד חסד (אבות פ״ד מ״ז) וז״ל והצדיק החסיד מוהר״ר משה אבד״ק בענדין. בן אחיו של הג״מ ר׳ אלעזר אב״ד דאמסטרדם גיסו של רבינו כו׳ עיי״ש : אלימלך מליזענסק ⟦SEP⟧ …ע בירך השלישי למס׳ ברכות. ב׳ הסכמת הרב המאה״ג מו״ה שמעלקא אב""ד ור״מ דק״ק עלקיש אביו של הגאון מו״ה אלעזר אבד״ק אמסטרדם וחתם שמו שמואל שמעלקי מרגליות :",edition_only,name_exact,name_exact,A_autolink,0.95,True,,550,Amsterdam (Netherlands),אמסטרדם (הולנד),,550
H-LOC_295,,Vasyl’kiv,,50.18333333,30.31666667,2,1,Mifalot-HaZadikim,מעשה מהרב הצדיק הגאון אמיתי הקדוש ר׳ מרדכי הנקרא ר׳ מאטילע מטשארנאביל מעשה בעיר אבאחאוו הסמוך לעיר וואסילקיוב היה שם איש א׳ אב בחכמה ורך בשנים למדן וי״ש וחסיד ורצה להיות שו״ב בעירו הנ״ל עפ״י חזקתו מאבותיו ונסע לאיזה שוח…,authority,name_exact,name_exact,A_autolink,0.95,True,,18640,Vasylʹkiv (Ukraine),ואסילקיב (אוקראינה),0.7,18640
H-LOC_408,,Bilshivtsi,Q4092249,49.1835908,24.7462961,2,2,Khal-Hasidim; maase-zadikim,"… אחת מתגוללת בשלג כי נהפכה מחמת כי הדרך היה רע עד למאוד והנה העגלה ההוא היתה העגלה עם הרב הצדיק מור״ר פיוויש מבאלשווץ כי נהפכה ואז נעצב מאוד הזקן ההוא מתלאותיו העצומים אשר מצאתהו ויאנח מאוד בחשבו כי כל התלאה בתנם כי בוודאי לא י… ⟦SEP⟧ …חת מתגוללת בשלג כי נהפכה מחמת כי הדרך היה רע עד למאוד והנה העגלה ההוא היתה העגלה עם הרב הצדיק מוהר""ר פייוויש מבאלשווץ כי נהפכה ואז נעצב מאוד הזקן ההוא מתלאותיו העצומים אשר מצאתהו ויאנח מאוד בחשבו כי כל התלאה בחנם כי בוודאי לא י…",authority,name_exact,wikidata,A_autolink,0.99,True,,70026,Bilʹshivt︠s︡i (Ukraine),בילשיבצי (אוקראינה),0.2,
ED::וויניציא,וויניציא,,,,,2,2,Derech-Haemuna; Khal-Kdoshim,"…י שעדיין שעדיי לא למדתי חכמת עיבור החודש ואין שום אדם במדינו' הללו ללמוד ממנו. ע״כ אסע מקודם למדינו' איטאליס לוויניציא לחכמי הספרדים שהם בקיאים בחכמ׳ זאת ושם אלמוד מהם החכמה הזאת ונסע תיכף הגאון הנ""ל ולמד אצל החכם אבוהב הספרדי ע… ⟦SEP⟧ …עמכם מפני שעדיין לא למדתי חכמת עיבור החדש ואין שום אדם במדינות הללו ללמוד ממנו. ע״כ אסע מקודם למדינת לאיטאליאהוויניציא לחכמי הספרדים שהם בקיאים בחכמה זאת ושם אלמוד מהם החכמה הזאת ונסע תיכף הגאון הנ״ל ולמד אצל החכם אבוהב הספרדי ע…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,949,Venice (Italy),ונציה (איטליה),,949
