case_id	story_id	tag	definition	text_excerpt	human_applies (yes/no)	human_notes
ADJ-020	Mifalot-HaZadikim_0006	characters-and-roles:hidden_righteous	A nistar / hidden righteous person (often a lamed-vavnik) is a character.	Mifalot-HaZadikim_0006 תיוגים מעשה נפלאה ששמעתי איש מפי איש מפי איש נאמן שראה בעיניו בספר היקר נקרא בשמו ספר הכנסת אורחים. הנמצא ב ביבליטעק דעיר מלוכה וויען יע״א : ז״ל הספר הנ״ל בהקדמתו מפני מה ראיתי לחבר ספר מיוחד רק מענין הכנסת אורחים ולקרות אותו ספר הכנסת אורחי׳. מפני שעיני ראו ולא זר גודל ענין מצות הכנסת אורחי׳ ע״י המעשה שראיתי כמו שאספר ע״כ חברתי ע״ז חיבור מיוחד. וזה הווה גופא דעובדא : מעשה אני המחבר ס׳ הכנסת אורחים הנ״ל. היה לי אח אחד גדול ממני בשנים ובחכמת האמת היינו שהיה בעל רוה״ק : ומנערותו נתגלה אליו אליהו ולמד עמו תדיר וגם עד זקנה ושיבה לא הוסר ממנו ואני היתי יותר גדול ומופלג ממנו בפשטיות התורה וישבנו יחד באהבה וחיבה וחקה כשבת אחים גם יחד והספקת פרנסתינו היתה ממזיגה אחת שהניח אותה אבינו לנו בירושה ונמשך זמן רב ישיבתינו יחד בהספקת המזיגה לשנינו ובהרחב הזמן נתגדל בת יחידה לאחי הגדול הנ״ל והגיעה לפרקה ונתקשרה בשידוכין להגון לה לפי מעשיו אמנם לא עלתה הספקת הספיקת המזיגה כדי צורך ההוצאה המרובה היינו הספקת צרכי נשואין ואחי הגדול עסק בתורתו החמודה והגנוזה בסתרי תורה ולא עלתה על לבו לחשוב עבור זאת מהיכן יצא הדבר לאור בצרכי נשואין כי הי׳ בטחונו חזק ב״ד ית״ש ומי שאמר לשמן וידליק יאמר לחומץ וידליק : אעפ״כ כאשר קרבו הימים וראיתי בחוש שא״א בשום אופן שתספיק ההרוחה מן המזיגה לצרכי נשואין המרובים ועוד תספיק להוצאות הבית במחיה וכסות לכל ב״ב התחלתי לדבר עם אחי הנ״ל מענין הלז ואמר לי מה שביכולתך לעשות ולייעץ ע״ז בוודאי מוכן אני לקיים כל דברי עצתך הנכונה ואנכי לא ידעתי מאומה. ואמרתי לו שמעיני אחי ידידי איעצך בזה הנה ידוע שהקב״ה ברא את העולם להתנהג בריותיו במדת הטבע ולא להטריח את הבורא …		
ADJ-021	Khal-Hasidim_0167	characters-and-roles:the_family_of_the_tsaddik	Members of the tzaddik's immediate family (wife, sons, daughters, parents) appear as characters.	"Khal-Hasidim_0167 תיוגים והנה בעיר ההיא היה אברך אחד אשר ביקש את הרב כמה פעמים שיקבלו להיות ממקרוביו ולא רצה הרב. ויצטער האברך מזה מאוד ויבקש את אנשיו כי יפצירו בעדו את הרב כי ממש חייו אינם חיים. ויהי כבוא הרב ויפצירו אותן אנשיו שיקרב האיש הזה כי הוא ממש פיקוח נפש. ויאמר להם הרב כמה כסף יש לו ויענו לו כל האנשים כל כספו מונח בחנות השניט סחורה אשר לו. ויאמר הרב בזאת אאות לו אם יוכל לעשות מעות מכל הסחורה אשר לו ביום הזה ויתנם לי על הלואה לשנה תמימה יהי' מאנשי שלומי ויתרצה האיש. וישאל לו הרב כמה מעות יעלו כל הסחורה שלך ויאמר לו ששה מאות רובל כסף. ויאמר לו הרב לא כן אני שואל כמה מעות יעלו אם יומכרו כל הסחורה היום שישלמו לו מעות מזומנים עבורם תיכף. ויען האיש בוודאי אצטרך להפסיד מאה רובל ריבל כסף או יותר אז אמר הרב עם אם תוכל להביא לי עד הערב כל כספך אשר יש לך אז אשלים חפצך ונתרצה האיש ותיכף הלכו החסידים וביערו את הסחורה מחנות ומכרו אותה וקבלו עבורה ארבע מאות והמשים רו""כ ויתנם להרב. והרב קיבל אותן ונתן להאברך שטר חוב על סך הנ""ל וסע משם לדרכו והאברך נשאר בערום ובחוסר כל ואת השטר חוב מהרב לא רצה למכור. וידל האיש מאוד אבל נוסף לו שבר על שברו כי בימים אחדים מתה עליו אשתו ונשאר קרח מכאן כו' אבל אז מצא קצת תנחומין לנפשו כי ישב בבית המדרש על התורה והעבודה וחביריו כלכלוהו והספיקוהו די צרכו בצמצום וכך עלתה לו שנה תמימה עד אשר בא הרב לשנה השנית להעיר ותיכף נתן להאברך מאה וחמישים רובל כסף ויאמר לו עבור מאה רוביל כסף תלביש עצמך וחמישים רו""כ תקח אתך על הוצאות ותסע להעיר הגדולה וואלקאווישק ותתאכסן באכסניא הגדולה דשם אשר שמו כן וכן ותשלח אחרי ר' דוד שדכן ותתן לו אדום זהב עבור טרחתו שילך להגיד להבת …"		
ADJ-022	Mifalot-HaZadikim_0027	folkloristics:story_type_prognostication	Story whose narrative arc is a prediction/prophecy by a tzaddik that comes true.	"Mifalot-HaZadikim_0027 תיוגים זאת שמעשה סיפרה הרב הצדיק ר׳ דיוד מ טאלנע בעהמ״ח ס׳ מגן מען דוד ו ברכת דוד : הבעש""ט הקדוש נסע פ״א במוצש״ק לדרכו. ונסעו עמו ג׳ תלמידים הנכבדים הלא המה הרב הצדיק ר׳ דוד מיקילייאווער ור׳ דוד פורקיס ור׳ דוד לייקס ובאלפי הבדלות הערל אלעקסע והושיב הערל גבו נגד הסוסים וחלף והלך כמה פרסאות ברגע אחת ע״י שם של קפיצת הארץ כדרכו בקודש. ויהי ביום שני בשבת תעו מן הדרך הנכון ותעו במדבר בישימון דרך עיר מושב לא מצאו ונחלש דעת הבעש״ט כי לא ידע מה הוא ויסעו כזה שלשה ימים עד בואם בסבכי היער וכמעט שלא ראו אור. ולא ניכר להם בין יום ולילה וכן היה עם יום הששי עש״ק ויהי להם צער גדול מחמת שלא ידעו נתיב לאיזה מקום לנסוע על שבת ונסתלק המוחין מן הבעש״ט ויהי כאחד מן האנשים הפשוטים ומחמת זה היה ל הבעש״ט יסורים גדולים עוד יותר. ויהי כראות הבעש״ט שזה יום הששי עש״ק ועדיין לא באו אל מכון שבתם ומרוב צערו נרדם הבעש״ט ועלה ברעיונם של התלמידים אולי מקרה הוא ואפשר בחזיון לילה יגלו לו הדבר ובחלום ידבר בו. ויהי כי התעורר הבעש״ט משינתו ועדיין לא גילו לו שום דבר ונכפל להם הצער ברוב יגון ואנחה וכשבא חצות היום של עש״ק האירו להם פני תבל והתחיל לזרוח להם מרחוק כמו אור הבקר וישמחו מאוד על אור היום ואמרו כולם ב״ה וב״ש כי בוודאי נבוא עתה לעיר נושבת ולפחות לא יהי׳ לנו בשבת קודש שום בלבול הדעת. ויסעו עוד להלן וזרחה להם עוד יותר מעט עד שבאו למקום אורה ויראו את המקום מרחוק ויראו והנה בית קטן עומד באמצע היער ויבואו ויבאו אל הבית והנה עומד איש אחד על פתח הדלת ובהכרת פניו ניכר שהוא מגושם מאוד במלבושיו הקצרים כאחד מן הפוחזים ויחף ובלא לבוש עם ציצית ויהי כאשר הקריבו לבוא וישאלו אותו אם אפשר לנו לשבות ש״ק  …"		
ADJ-023	Khal-Hasidim_0193	experience:revelation	A character experiences a revelation (giluy) — direct mystical/supernatural disclosure.	"Khal-Hasidim_0193 תיוגים והנה להציע לפני הקורא את כל הנעש׳ אחר פטירת רבינו הקדוש ב רייסין ופרשת גדולת אהרן מהחל עד כלה תקצר היריע ' . וע״כ אמרתי להבליג מעט על תאוותי וע ו ד חזון למ ו עד ורק דבר אחד מהנוראו' הגדולי׳ בחרתי להצ י ג לפני המעיין ומזה נקיש על השאר כי החלק מעיר על הכלל. הט אזנך כאפרכסת ושמע כי כנים הדברים וברורים כשמש : בשנת תר״ה נסעו שני חסידים רבנים ומופלגים אשר כמעט לא הניחו כמותם בדורם מ דובראיונע . ה״ה הרב ר׳ משה חתן ר׳ זאב ציכעס ז""ל והשני הרב ר׳ ישראל יוסף ז""ל בעשי״ת להשתטח על ציון רבם אדמו״ר הקדיש מוהר״א ז""ל ל שטראשעלע ומדי עברם דרך עיר קאפוסט אשר היא לא רח ו ק׳ מ שטראשעלע עמדו עם העגלה בתוך הרחוב לאיז' דבר הנצרך להם אז. וכעמד׳ בא איש המיני המוני בפעלציל קצר וחגורא אדומ׳ ושאלם להיכן מטרת נסיעתם ויאמרו ל שטראשעלע . ויאמר האיש יהי נא מטובכם ליקח גם אותי אתכם כי גם אנכי חפץ להשתטח על ציון רבינו. ואמר הרר״מ אליו מה חפץ לאיש כמותכם להשתט׳ על קברו האם הכרתם אותו. ויען להם האיש עלי אין תימא מרצוני לנסוע כי הוא החייני וממות הצילני והוציאנו ממעמקי הקליפות. אבל אתם אשר אני רוא׳ אתכם עולי ימים וזה שבע עשרה שנה אחרי הסתלקות רבינו אני שואל אתכם מה חפצכם בהנסיע׳ על ציון אדמו״״ר ובאשר שמעו האברכים את דבריו ויציקו לו מאד כי יגיד להם פשר דבר במה החי׳ אותו רבינו. אבל הוא ל א רצה להגיד להם עד שר׳ ישראל יוסף אחז אותו בערפו ויאמר לו חי נפשי כי לא אנ י חך מידי עד אשר תספר לי את כל הנעש׳ עמך אצל רבינו : ויהי כאשר הציקו לו מאוד ויאמר אולי הוא מן השמים שאגל' לכם היום מה שלא גליתי לשום אדם. וע״כ הטו אזניכם כי תשמעו חדשות ונצורות אשר לא שערום אבותיכם : הנה אנכי בעת נערותי תיכף אחר החתו …"		
ADJ-024	Khal-Hasidim_0036	times:shabbat	The story takes place on / centers on Shabbat (שבת קודש, ערב שבת, מוצאי שבת).	"Khal-Hasidim_0036 תיוגים הבעש״ט ז""ל קודם פטירתו קרא לכל התלמידים שלו ויצו להם איך יתנהגו וממה יהיה פרנסת כל אחד. ולקצת מהם גילה איך שיתנהג הזמן אתם. והיה אצלו תלמיד א' אשר היה משרתו ג""כ שמו ר׳ יעקב . ויקרא לו הבעש""ט ויאמר לו אתה תיסע לכל המקומות אשר מכירים אותי ותספר מעשיות אשר ראית ממני ומזה יהיה פרנסתך. ויצטער הר""ר יעקב מאוד ויאמר לו מה יהיה התכלית מזה להיות נע ונד ולספר מעשיות. ויאמר לו הבעש""ט אל תדאג כי תתעשר מזה אי""ה. ויהי כאשר נגנז ארון הקודש ועלה לשמים ושבק לנו החיים קיימו תלמידיו כל אשר צוה עליהם והר""ר יעקב הנ""ל נסע לכל המקומות ויספר מעשיות מ הבעש״ט והתפרנס מזה בריוח. ויהי אחר כלות שתי שנים ומחצה מפטירת רבינו הבעש""ט ז""ל. שמע הר""ר יעקב כי באיטליה יש גביר אחד אשר נותן בעד כל מעשה שמספרים לו מ הבעש״ט אדום זהב ונשאר בדעתו של הר""ר יעקב הנ""ל ליסע לשם ויספר לו כל המעשיות שיודע מ הבעש״ט ויעלה לאיזה סך מעות אדומים ואז לא יצטרך להיות נע ונד לכה""פ שנה או יותר. ויקנה לו סוס עם משרתויכון עצמו לדרך כי הדרך רב מאוד. ויתעכב בנסיעתו ערך שבעה חדשים עד בואו לשם. כי התמהמה בכל עיר לקבץ על הוצאות הנסיעה. ובבואו לעיר אשר דר שם הגביר וישאל לאנשי העיר על מהות הגביר ויאמרו לו כי הוא עשיר נפלא מאד והחצר שלו הוא כחצר המלך והוא מתנהג בחסידות יושב ולומד כל היום ועל עסקיו יש נאמנים. והוא לומד ומתפלל כל היום ובשבת בכל הג' סעודות הוא מבקש שיספרו לו מעשיות מ הבעש״ט ואחר השבת הוא נותן אדום א' עבור כל מעשה. וישאל הר""ר יעקב על הגביר מאין מקום מולדתו ואם הוא גר פה מכבר או לא. והשיבו לו כי זה כעשר שנים אשר בא לכאן וקנה פה החצר מאדון העיר אשר הי׳ מניסטער ברומי ונתיישב פה ויבנה בה״כ בחצר שלו ומתפללים שמה אנ …"		
ADJ-025	Khal-Kdoshim_0011	ethics-and-emotions:repentance	Repentance (teshuvah) is depicted — a character turns from sin.	"Khal-Kdoshim_0011 תיוגים אעתיק מעשה נורא מספר קדמון הנקרא שם יעקב איש אחד הי מחסידי עליון ואספר קצת מחסידותיו ומדותיו ושמו ר' עזרא במו' ידידיה והי׳ דר בעיר קטנה ואנשים בה מעט סמוך ל ווינצי והאיש ההוא מיום שעבר לו שבע שנים לא עבר עליו חצי לילה בשינה והיה לומד ג' חלקים בפרטי תורה וחלק רביעית בסודות התורה : עד אור היום : ומיום שעמד על דעתו אחר שנעשה בן י""ב שנים לא אמר שום תפלה או ברכת המזון או ברכה או בקריאתו בתורה ובנביאים ובכתובים שלא היה מכוין פי' המלות בכוונות הראויות רק פ״א בהיותו טרוד באבל תינוק א׳ שמת לו בן ה׳ שני' שמתחילת ברוך הוא אלהינו שבראנו לכבודו כו' עד גמירא לא כוין לבו פירש המלות והיה מצטער כל ימיו על זה וישב בתענית עד יום מותו עד שהושחרו שיניו מתעניותיו : עוד מיום שנעשה בן עשר שני' לא התפלל בלי עשרה חוץ מפעם אחת מחמת רעש מלחמה צוה שר העיר שילכו כל היהודים מנער ועד זקן עם כלי זיינם ואז נתבטל תמיד של הקיבוץ בכלל : ומעולם לא ישב לסעוד עד שהכני' עמו עני א׳ להיות סועד עמו : ולא ברך לעול' בלי זימון ועל הכוס דווקא : ומעולם לא הסתכל בצורתא ד זוזי ולא הכיר שום מטבע : ועד שנעשה נשוי הי׳ מתפרנס על ידי אמו : ואחר כך נתפרנס ע״י אשתו שהיא היתה עוסקת במו""מ ובעז""ה הצליחה ועשתה פירו' לפרנס אישה ואנשי ביתו בריוח גדול : איסור חדש אשר מכמ' דורו' לא היה נשמע ולא נראה לשום אדם היה נזהר בו מאוד ועל ידו נתפשט המנהג קצת באיסורא להחזיק בקצר' של דברים הנ""ל : דברי חסידותו אשר ראינו ואשר לא יכולנו לידע אזי נודע לנו ע""י האיש קדוש הנ""ל קודם פטירתו כשהיה בן שבעים ושבעה שנים הרים י' אצבעותיו למעלה והעיד ע״ע שכוונתו היה בכל מעשיו שממנו יראו וכן יעשו ולא לשום פניה אחרת ח""ו : ואם באנו לספר מדותיו מ …"		
ADJ-026	Mifalot-HaZadikim_0019	supernatural:miracle	A miracle (נס / מופת) is depicted as a discrete supernatural event with a clear before/after — typically attached to the recipient of the intervention. Excludes ambient miraculousness (tzaddik perceives at a distance, etc.) and magical acts by a magician (use supernatural:magic).	Mifalot-HaZadikim_0019 תיוגים מהרב הצדיק ר׳ יצחק דראביטשער : פ״א נסע הרב הצדיק הקדוש מוה׳ יצחק הנ״ל דרך עיר מעזיבוז וכאשר שמע שם גודל פעולת הקמיעות ד הבעש״ט זי״ע עלה במחשבתו שע״י השבעות בשמות הקדושים פועל זה לכן גזר אומר בזה״ל ודאשתמש בתגא חלף . צריך ליחלף ויעבור כח הפעולה הזאת ממנו : וכן הוה שנילקח כח הפעולה בעת הזאת מהקמיעות ד הבעש״ט ומהיום ההוא לא פעלו הקמיעות ד הבעש״ט כלל וכלל ולא הועילה כלום וכן נמשך הדבר י״ב חודש וכשנתוודע הדבר ל הבעש״ט שאין שום תרופה עולה מהקמיעות שלו חקר ודרש עבור זאת ונודע לו הדבר שהוא סיבת דיבור הצדיק הרב ר׳ יצחק הנ״ל ועשה הבעש״ט דבר נגדו וישולם פעלו ומשכורתו כפולה. ויהי הרב ר״י הנ״ל בדרך והנה טעה בחשבונו של יום השבוע ואמר ביום שני יום ראשון בשבת וכן עד יום חמישי מנה אותו ליום רביעי ולמחרתו ביום חמישי לחשבונו בא לעיר מעזיבוז ובאמת היה יום הששי ובדעתו היה לנסוע לעיר אחרת הסמוכה לה על ש״ק הבע״ל וכשהיה בדעתו שהוא יום החמישי לא היה בהול לדרכו לעיר הנ״ל בחשבו כי עדיין יש לו שהות שני ימים לנסוע על שבת לעיר הנ״ל ועמד על אכסניא שלו במנוחה והתפלל ואכל והניח בעצמו לנוח ולישן מטורח הדרך בחשבו עדיין יש לו יום שלם על נסיעת דרכו המועט וכאשר קם ממטתו וירא והנה בבית האכסניא שלו המפה פרוסה על השולחן ועליו לחם הפנים על שבת קודש ומנורה זקופה עומדת עם נרות להדליק לכבוד שבת וישאר עומד כמשתומם ויתפלא על הדבר ההוא ויען ויאמר אל אשר על הבית מדוע הכינו הכל כמו בעש״ק הלא היום יום חמישי בשבת ויאמרו לו כל האנשים הנה היום עש״ק אחר חצות ויפג לבו מלהאמין אותם ויצא החוצה וירא והנה כמה אנשים הולכים בכותנותם תחת אצילי ידיהם ורצין והולכים לבית הטבילה וכמה אנשי׳ חוזרים מהטבילה אז הבין …		
ADJ-027	Khal-Hasidim_0117	social:retrospective_recognition	A character belatedly realizes the truth about another character or situation — e.g. a stranger turning out to be the tzaddik, but also any other retrospective recognition (someone was righteous, someone was a sinner, an event had hidden meaning, etc.).	"Khal-Hasidim_0117 תיוגים פ""א ישב רבינו הבעש״ט בסעודה שלישית והי' טרוד מאד בעמקות המחשבה ולא אמר תורה בסעודה שלישית כלל מה שהיה נפלא בעיני התלמידים ויהי אחרי שבירך ברכת הבדל' הי' מנהגו בכל מוש""ק לנסוע חוץ לעיר ערך חצי פרסה והי' חוזר לעיר ובאותו מ""ש אמר ג""כ להכין העגלה עם הסוסים לנסוע והסיעו אותו עמו מקצת מן התלמידים וצוה להכין צדה לדרך ולקחת הסעפט עם כל הבגדים מה שהי' לפלא בעיני כב""ב ולא אמר כלל להיכן הוא נוסע ויהי בנסעם משער משאר העיר צוה לתלמידיו שיחזירו פניהם אליו וגם הבעל עגלה צוה שיחזיר פניו אליו ושיקשור המוסרות והסוסים ילכו מעצמם כן היו וראו התלמידים והנה הם נוסעים מעיר לעיר בכל רבע שעה ממש נכנסים בעיר א׳ ונסעו כך כל הלילה עד שהאיר היום ונסעו מהלך רב מאוד באותו הלילה ע״י קפיצת הדרך ויבואו לעיר אחת גדולה ועמדו הסוסים אצל בית א׳ גדול ומהודר ואמר הבעש״ט להעגלן שיסע לחצר עם הסוסים ויקם הבעה״ב משינתו ונתן להם שלום וישאל אותם מאין אתם אמרו לו מוואלין וישאל אותם אם הם סוחרים היה להם להתאכסן בבתי אכסניות המיוחדים לכך ואם הם מוכיחים ודרשנים היה להם להתאכסן בבית הפ""ח והשיב לו הבעש""ט מה איכפת לך אני לא אתעכב כ""א איזה שעות והלך לו הבעה״ב ו הבעש״ט קם מן העגלה שלו ולקח המעלה עשן שלו ונכנס לבית המבשלות 'ליקח משם גחלת לשאוף את עשן הטיטון והנה אשה א' בחורה בשני עמדה ממטתה באה ג""כ לבית המבשלות לבושה במקצר בגדיה ואמר לה הבעש""ט שתקח גחלה א' ותניח אותו בתוך המעלה עשן שלו ועשתה כן ואמר לו לה הבעש״ט מכיר אתה את אותי ותאמר לא ויאמר לה הלא אנכי דודך ואני דר ב מעזיבוז ומה טובך בכאן ותאמר האשה אני הייתי אשת בנו של בעה״ב ומת אישי וחמי הנ""ל רוצה שאקח את בן אחיו לאיש והוא עדיין נער ואני איני יכול להע …"		
ADJ-028	Sipurei-Zadikim_0001	supernatural:miracle	A miracle (נס / מופת) is depicted as a discrete supernatural event with a clear before/after — typically attached to the recipient of the intervention. Excludes ambient miraculousness (tzaddik perceives at a distance, etc.) and magical acts by a magician (use supernatural:magic).	"Sipurei-Zadikim_0001 תיוגים ספורי צדיקים מעשה נורא מהרב הצדיק ר׳ ליב שרהס שמעתי מזקן אחד מ בוניטש אשר היה בצוותא עם רבי ליב שרהס ב ווין הבירה והנני להציעה לפני הקורא באריכות: הנה עיר קטנה סמוכה ל מאהליב ד רוסיא ה לבינה לבנה בוניטש שמה והיה שמה ר׳ ליב שרהס ששה שבועות: כי כן היה דרכו בקודש כל ימיו היה נע ונד ולא התמהמה במקום אחד הרבה: ובעיר הזאת עוד לא היו מכירים אותו ונתאכסן בבית נגיד אחד מחזיק הארענדע מהעיר וכאשר הכירו אותו לירא שמים וצדיק כבדו אותו אנשי העיר מאוד. (והעסק אשר היה לו בעיר הזאת נעלם עד עתה מכל אדם. ואני הכותב ידעתי את אשר קבלתי מחסידי הזמן כי כל עסקו היה לפרנס את הצדיקים הנסתרים אשר אסור להם לגלות עצמם כל ימיהם כי המה מעלמא דאיתכסיא והרב רבי ליב הנ""ל ידע מכולם והיה לו הכירות עם כולם וכל ימיו היה מפרנסם: והיה דרכו להלוות איזה סך גדול מאנשים המקורבים אליו ונתן להם שטר על זה והיה פורע בזמנו. וכמה מעשיות יודע אני הכותב מזה ואם יגזור הש""י אוציאם כולם לאור ועל כן השערתי כי זאת היה עסקו גם ב בוניטש ): ויהי ביום ערב שבת קודש אחר חצות אחר שהלך הרב למקוה קרא את הנגיד הנ""ל ואמר לו שאלה אחת קטנה אשאל ממעלתכם אל נא תשיבו פני הנה דרכי תמיד בכל ערב שבת לנסוע מעט לטייל על השדה ויש לי איזה טעם בזה ועל כן ימחול רו״מ לצוות למשרתו לחבוש לי הסוס ויסע עמי מעט על מגרש החפשי. ויצו הנגיד תיכף למשרתו כי יסע עם הזקן למקום אשר 6 ספורי צדיקים אשר יחפוץ. ויהי כנסעם מחוץ לעיר ויבקש הרב מהמשרת כי יתן לו חבלי הסוסים והוא ישב אצלו ויתן לו המשרת. והנה למראה עיני המשרת רק עיר וכפר עיר וכפר ונראה לו כאלו הם פורחים באויר ונסעו כך שעות שתים עד בואם לעיר גדולה מאוד ואנשיה כולם זרים בעיני המשרת ויעמיד …"		
ADJ-029	Shivhei-Habesht_0192	folkloristics:story_type_protection	Story whose central narrative is the tzaddik protecting someone from danger (illness, hostile authorities, demons).	"Shivhei-Habesht_0192 תיוגים* במדינות וואלחייא הי' איש אש א׳ גביר מפורסם ופתאום חלתה אשתו על שתי ידי' שלא יכלה להרים אותם בשום אופן והלך עמה אצל כל הרופאים 191 192 יז ולא שבחי הבעש״ט ולא הועילו כלום ונתייאשו מרפואתה וגם שאל בקדרים בקדריים ולא עלתה ארוכה למכתה והסכימה דעתו לנסוע עמה מעיר לעיר אולי תעלה ארוכה למכתה ע״י בע""ש או רופאים ויהי בנסיעתו וישמע את שמע הבעש״ט מרחוק ויסע לק""ק מעזיבוז ובבואם לק""ק הנ""ל הלכו ל הבעש״ט וצוה עליו שתשב בק""ק הנ""ל ותשב שם ימים רבים ובתוך משך הזמן באו כמה פעמים להרב וצוה לישב עוד ויהי ברבות הימים פעם א׳ ציוה ציה להכין העגלה עם הסוסים וצוה להאיש הנ""ל שיסע עם אשתו החולה ג״כ אחריהם ויהי בנסיעתם באו לאיזה כפר ושם היה דר א׳ מאנשי הבעש״ט ויהי בבואם לשם שאל הרב את המוכסן אם יתן לו אכסניא ויפלא מאד בעיני המוכסן ע""ז השאלה כי באמת הי' לו זכי' רבה שיתאכסן הרב אצלו. והשיב לו הרב כי כאשר יתאכסן אצלו אזי יסגרו החלונות והשערים והדלתות שלא לפתוח לשום אדם יהי' מי שיהי' אפי' איזה שר גדול ובאם שידחוק א״ע מאד אזי להשיב כי בכאן הרב בעש״ט והבטיח המוכסן לעשות כן ועמדו אצלו בקרעצים ותיכף ומיד עשו כדבר הרב והכינו א״ע לסעודת הערב ואחרי הסעודה ישנו כולם מלבר הבעש״ט ישב אצל השולחן ולמד באיזה ספר והאשה החולנית ישבה בירכתי הבית והנה באותו היום בא אחיו של השר מהקרעצים ההוא אשר לא ראו איש את אחיו זה יותר משתים עשרה שנה ותהי השמחה גדולה ביניהם ואכלו ושתו ונשתכרו ובאמצע הדברים התחיל השר להתפאר א״ע איך על מקום הידוע בנה קרעצים טובה ומהודרת עד מאד ויהלל אותה עד מאד וביקש האורח אותו שיתנו לו סוס א׳ שיסע לשם. ונתנו לו סוס טוב ומובחר ובהיות שהמקום הי׳ קרוב מהמבצר נסע רק בבגד א׳, ותיכף כש …"		
ADJ-030	Shivhei-Habesht_0203	kabbalah:kabbalistic_terms_yihudim	Use of Lurianic yihudim (יחודים, ייחודים) — mystical 'unifications' of divine names or sefirot performed contemplatively, typically by a tzaddik or kabbalist. NOT the marital-seclusion sense of יחוד (a couple alone together), and NOT a generic call to monotheistic unity.	"Shivhei-Habesht_0203 תיוגים* פ""א נסע הבעש״ט עם תלמידיו והוכרחו ללון ביער אמרו התלמידים התנמידים בבדיחותא נראה הסעודה שיעשה הרב לנו ויאמר הרב לכן ביום מחר אי""ה אעשה לכם סעוד׳ גדולה בכמה מיני מטעמים ולמחרתו באו לעיר גדולה והתאכסנו בבית נגיד א׳ ולהנגיד הנ׳ בא דודו שהוא רב באיזה קהילה רחוק ממנו שמונים פרסאות ולא ראהו זה יותר משנים עשר שנה ולכבודו עשה סעודה גדולה והזמין כל בני העיר והנה הגם ששמעו את שמע הבעש״ט אבל לא החשיבו אותו כ״כ ואחר תפלת בה״כ באו כל אנשי העיר לביתו ודודו הרב ישב בראש הקרואים ו הבעש״ט הי' עדיין מתפלל בירכתי הבי' ושאל דודו הר' מי הוא זה שמתפלל עדיין ויען הבעה״ב זהו הבעש״ט ולא החשיבו כלום : וגם תלמידיו הק' לא קראו אותם להסב עמה' וכשסיים הבעש״ט את תפילתו בא למקום הרב ואמר לו דבר סתר לי אליך וילך עמו למקום סתר ויאמר הבעש״ע הנה רומ״ע יש לו איזה חסרון ויאמר לא ויען הבעש״ט הנה בכל פעם שאתה רוצה לכוון בשמע ישראל עומד נגדך ש""ו ויכחש לו : ויען הבעש״ט האיך אפשר להיות שקר והלא אתה התענית ע״ז פ' תעניות והוכרח להודות לו ובכה לפניו שיעזור לו ויאמר לו כי רפואתו הוא שלא יהרהר אחר צדיקים הגדולים וקיבל ע״ע בלב שלם שלא ישוב לכסלה ואמר הבעש״ט כהיום תנסה לכוון כוונה זו ותראה כי כאשר שב ורפא לו וכן הוה ומיד נטל את הבעש״ט בידו והושיבו בראש הקרואים וגם 202 203 יח כל שבחי הבעש״ט 204 205 כל תלמידיו הסיבו בראש: וכיבדו אותם בכבוד גדול"		
ADJ-031	Khal-Hasidim_0092	social:retrospective_recognition	A character belatedly realizes the truth about another character or situation — e.g. a stranger turning out to be the tzaddik, but also any other retrospective recognition (someone was righteous, someone was a sinner, an event had hidden meaning, etc.).	"Khal-Hasidim_0092 תיוגים שמעתי כשהי׳ הרב הקדוש האלקי ר׳ יחיאל מיכל מ זלאטשוב אצל הבעש״ט פ״א ביום הששי בבוקר קודם שחרית אמר לו הבעש""ט לנסוע לביתו היום ולא ענהו כי אמר בלבו ע""ש היום ועדיין אין לי עגלה והלך לבה״מד לקרות שמו״ת וכשהגיע זמן אכילה שאלה אשת הבעש״ט היכן ר' מיכל ואמר הבעש״ט אני צויתי לו לנסוע לביתו ואעפ""כ שלחה אחריו ומצאוהו בבהמ״ד וקראו אותו שילך לאכול וכשבא אמר לו הבעש""ט שב לאכול ויהי' לך עגלה ולאחר האכילה יצא לחוץ וראה נער אחד עומד עם עגלה בשוק בשלשה סוסים שאל אותו מאין אתה אמר מעיר אליק וכן היה באמת שעזב את הסוחר באיזה מקום וחזר עם העגלה הרקנית הרקנות לביתו ואמרו שמעיר מעזיבוז לעיר אליק י""ז פרסאות ושאל אותו בע""ג באיזה מקום או באיזה ישוב ישבות השיב שאינו יודע האיך שיפול הדבר להגיע שם על שבת ושכר את בע״הג והלך והלא לפטור מן הבעש״ט ואמר לו הבעש""ט לך לביתך לשלום ותמצא את אשתך מקשה לילד ותמצא שם נשים הרבה ותוציאם מביתך ותלחש לה באזנה מה שלמדתי אותך ויהיה לך בן זכר למזל טוב וכן היה שבא לביתו שני שעות קודם הלילה ועשה כמו שצוה אותו הבעש""ט וילדה זכר והילד הזה הוא הרה""ק ר׳ יוסף מ יאמפאלע :"		
