story_id	tag	source	source_story	opus_confidence	opus_reasoning
Khal-Hasidim_0115	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0126	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0167	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0174	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	R' Chaim is depicted as a hidden righteous man who concealed himself as a baker's son-in-law for two years, studying secretly with Elijah the Prophet who reveals he appears to such hidden humble tzaddikim.
Khal-Hasidim_0193	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	R' Chaim is depicted as a hidden righteous man who concealed himself as a baker's son-in-law for two years, studying secretly with Elijah the Prophet who reveals he appears to such hidden humble tzaddikim.
Khal-Hasidim_0217	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0222	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0229	characters-and-roles:hidden_righteous	propagated	Maase-Zadikim_0025	high	The tzaddik of Sasiv conceals his identity, serving the guest as an innkeeper while secretly effecting the miraculous birth — a clear hidden-righteous motif.
Khal-Hasidim_0237	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Khal-Hasidim_0243	characters-and-roles:hidden_righteous	direct	Khal-Hasidim_0243	high	The story explicitly investigates whether the innkeeper is one of the 'צדיקים נסתרים' (hidden righteous), and reveals him to be a hidden tzaddik whose power comes from his bitachon.
Khal-Hasidim_0253	characters-and-roles:hidden_righteous	direct	Khal-Hasidim_0253	high	R' Chaim is depicted as a hidden righteous man who concealed himself as a baker's son-in-law for two years, studying secretly with Elijah the Prophet who reveals he appears to such hidden humble tzaddikim.
Maase-Zadikim_0008	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The Baal Shem Tov's father Rabbi Eliezer is depicted as a hidden righteous man — concealing his Jewish identity while serving as a royal advisor, secretly engaged in Torah and prayer, and the young Besht himself hides his spiritual practice by pretending to sleep.
Maase-Zadikim_0015	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Maase-Zadikim_0018	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0243	high	The story explicitly investigates whether the innkeeper is one of the 'צדיקים נסתרים' (hidden righteous), and reveals him to be a hidden tzaddik whose power comes from his bitachon.
Maase-Zadikim_0025	characters-and-roles:hidden_righteous	direct	Maase-Zadikim_0025	high	The tzaddik of Sasiv conceals his identity, serving the guest as an innkeeper while secretly effecting the miraculous birth — a clear hidden-righteous motif.
Mifalot-HaZadikim_0006	characters-and-roles:hidden_righteous	direct	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Mifalot-HaZadikim_0022	characters-and-roles:hidden_righteous	direct	Mifalot-HaZadikim_0022	high	The story explicitly features a hidden sage (חכם זקן in a remote land) whom R' Yaakov Shimshon recognizes as a hidden tzaddik with ruach hakodesh, and also mentions R' Baruch traveling 'in concealment' (במסתרים).
Peer-MiKdoshim_0001	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Peer-MiKdoshim_0005	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Peer-MiKdoshim_0006	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Peer-MiKdoshim_0009	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Peer-MiKdoshim_0015	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Peer-MiKdoshim_0016	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Shivhei-Habesht_0001	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The Baal Shem Tov's father Rabbi Eliezer is depicted as a hidden righteous man — concealing his Jewish identity while serving as a royal advisor, secretly engaged in Torah and prayer, and the young Besht himself hides his spiritual practice by pretending to sleep.
Shivhei-Habesht_0005B	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0009	high	The story explicitly depicts the Baal Shem Tov's period as a hidden righteous one, regarded as ignorant by his brother-in-law while secretly engaged in solitary devotion until his revelation at age 36.
Shivhei-Habesht_0043	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Shivhei-Habesht_0184	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The Baal Shem Tov's father Rabbi Eliezer is depicted as a hidden righteous man — concealing his Jewish identity while serving as a royal advisor, secretly engaged in Torah and prayer, and the young Besht himself hides his spiritual practice by pretending to sleep.
Shivhei-Harav_0019	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	R' Chaim is depicted as a hidden righteous man who concealed himself as a baker's son-in-law for two years, studying secretly with Elijah the Prophet who reveals he appears to such hidden humble tzaddikim.
Sipurei-Zadikim_0004	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Sipurei-Zadikim_0010	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The mysterious old innkeeper who joyfully serves all wayfarers, lives ascetically on bread and water, and whose blessing-fulfilled son the narrator encounters reads as a hidden righteous figure (tzaddik nistar) embodying hachnasat orchim.
Sipurei-Zadikim_0013	characters-and-roles:hidden_righteous	direct	Sipurei-Zadikim_0013	high	The story explicitly centers on a poor tailor revealed to be a hidden righteous one (צדיק נסתר) who communicates with Elijah and directs the rabbi of Ostroh.
Khal-Hasidim_0052	characters-and-roles:magician	propagated	Shivhei-Habesht_0062	high	The story explicitly features a non-Jewish sorceress (מכשפה) who commands a shed and casts spells against the Besht.
Shivhei-Habesht_0062	characters-and-roles:magician	direct	Shivhei-Habesht_0062	high	The story explicitly features a non-Jewish sorceress (מכשפה) who commands a shed and casts spells against the Besht.
Adat-Zadikim_0010	characters-and-roles:preacher	direct	Adat-Zadikim_0010	high	R. Leib of Polnoye is explicitly sent as a maggid/preacher (מוכיח) who delivers multiple derashot in Slutsk.
Khal-Hasidim_0002	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	high	"The story references המוכיח דק""ק פולנאי (the Preacher of Polnoye) as a distinct character at the end."
Khal-Hasidim_0004	characters-and-roles:preacher	direct	Khal-Hasidim_0004	high	"The story references המוכיח דק""ק פולנאי (the Preacher of Polnoye) as a distinct character at the end."
Khal-Hasidim_0021	characters-and-roles:preacher	direct	Khal-Hasidim_0021	high	"R. David, the maggid (מ""מ = מגיד מישרים) of Kolomyia, appears as a distinct character visiting the Besht."
Khal-Hasidim_0026	characters-and-roles:preacher	propagated	Shivhei-Habesht_0015	high	The story explicitly features the Maggid (המגיד הגדול דק״ק מעזיריטיש / המ״מ הגדול) as a distinct character alongside the Besht.
Khal-Hasidim_0062	characters-and-roles:preacher	propagated	Adat-Zadikim_0010	high	R. Leib of Polnoye is explicitly sent as a maggid/preacher (מוכיח) who delivers multiple derashot in Slutsk.
Khal-Hasidim_0080	characters-and-roles:preacher	propagated	Shivhei-Habesht_0091	high	The maggid/mokhiach (preacher) appears as a distinct character interacting with R. Nachman.
Khal-Hasidim_0129	characters-and-roles:preacher	propagated	Shivhei-Habesht_0022	high	The story explicitly features Rabbi Yoel, the maggid (מ״מ = מגיד מישרים) of Nemirov, as the central character distinct from the Besht.
Khal-Hasidim_0140	characters-and-roles:preacher	direct	Khal-Hasidim_0140	high	The story centrally features the Maggid (preacher) — the Great Maggid (of Mezeritch) — as a distinct character being drawn to the Baal Shem Tov.
Khal-Hasidim_0174	characters-and-roles:preacher	propagated	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Khal-Hasidim_0218	characters-and-roles:preacher	propagated	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Mifalot-HaZadikim_0007	characters-and-roles:preacher	direct	Mifalot-HaZadikim_0007	high	R. Yehoshua is explicitly identified as 'המגיד' (the maggid/preacher) of Vasilkov, appearing as a distinct character alongside R. Mordechai of Chernobyl.
Mifalot-HaZadikim_0027	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	high	"The story references המוכיח דק""ק פולנאי (the Preacher of Polnoye) as a distinct character at the end."
Shivhei-Habesht_0002	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	high	"The story references המוכיח דק""ק פולנאי (the Preacher of Polnoye) as a distinct character at the end."
Shivhei-Habesht_0004	characters-and-roles:preacher	direct	Shivhei-Habesht_0004	high	"The story explicitly references 'המוכיח דק""ק פולנאי' (the preacher of Polnoye) as a distinct character at the end."
Shivhei-Habesht_0015	characters-and-roles:preacher	direct	Shivhei-Habesht_0015	high	The story explicitly features the Maggid (המגיד הגדול דק״ק מעזיריטיש / המ״מ הגדול) as a distinct character alongside the Besht.
Shivhei-Habesht_0022	characters-and-roles:preacher	direct	Shivhei-Habesht_0022	high	The story explicitly features Rabbi Yoel, the maggid (מ״מ = מגיד מישרים) of Nemirov, as the central character distinct from the Besht.
Shivhei-Habesht_0034	characters-and-roles:preacher	direct	Shivhei-Habesht_0034	high	The story centrally features the Maggid (preacher) — the Great Maggid of Mezritch — as a distinct character meeting the Besht.
Shivhei-Habesht_0091	characters-and-roles:preacher	direct	Shivhei-Habesht_0091	high	The maggid/mokhiach (preacher) appears as a distinct character interacting with R. Nachman.
Shivhei-Habesht_0160	characters-and-roles:preacher	direct	Shivhei-Habesht_0160	high	The maggid (המוכיח) appears as a distinct character acting separately from the Besht, convening a minyan to annul the judgments.
Shivhei-Habesht_0170	characters-and-roles:preacher	direct	Shivhei-Habesht_0170	high	The story features 'הרב המוכיח' (the preacher/maggid of Polonnoye) as a distinct character who travels to R. Nachman of Kosov.
Shivhei-Harav_0014	characters-and-roles:preacher	propagated	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Shivhei-Harav_0019	characters-and-roles:preacher	propagated	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Sipurei-Zadikim_0001	characters-and-roles:preacher	propagated	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Sipurei-Zadikim_0011	characters-and-roles:preacher	direct	Sipurei-Zadikim_0011	high	The Maggid of Mezritch is a central character; the story revolves around traveling to and learning from him as the preacher-teacher figure.
Khal-Hasidim_0021	characters-and-roles:ritual_slaughterer	direct	Khal-Hasidim_0021	high	The husband (Besht) is described as having slaughtered a chicken, and the visitor inspects the slaughtering knife — invoking the shochet role directly.
Khal-Hasidim_0026	characters-and-roles:ritual_slaughterer	propagated	Shivhei-Habesht_0015	high	"R' David is described as 'shochet' in Tultchin ('בהיותו שוחט בק""ק טולטשין'), making the ritual slaughterer role explicit."
Khal-Hasidim_0089	characters-and-roles:ritual_slaughterer	propagated	Shivhei-Habesht_0138	high	The story explicitly states R. Zelig lodged with a shochet (התאכסן אצל שוחט) in the village of Ispoli.
Shivhei-Habesht_0015	characters-and-roles:ritual_slaughterer	direct	Shivhei-Habesht_0015	high	"R' David is described as 'shochet' in Tultchin ('בהיותו שוחט בק""ק טולטשין'), making the ritual slaughterer role explicit."
Shivhei-Habesht_0138	characters-and-roles:ritual_slaughterer	direct	Shivhei-Habesht_0138	high	The story explicitly states R. Zelig lodged with a shochet (התאכסן אצל שוחט) in the village of Ispoli.
Shivhei-Habesht_0170	characters-and-roles:ritual_slaughterer	direct	Shivhei-Habesht_0170	high	The shochet is an active character in the story — a member of the havura who refuses to leave the rabbi's table to slaughter for the butcher Leib, triggering the central events.
Shivhei-Habesht_0172	characters-and-roles:ritual_slaughterer	direct	Shivhei-Habesht_0172	high	The shochet (השוחט) is summoned to bring his knife for the Besht to inspect, a central plot element.
Khal-Hasidim_0010	characters-and-roles:scribe	direct	Khal-Hasidim_0010	high	The Baal Shem Tov commands a scribe (סופר) to write protective amulets (שמירות) in all the rooms, making the scribe an active participant in the story.
Adat-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Adat-Zadikim_0023	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Khal-Hasidim_0031	characters-and-roles:the_family_of_the_tsaddik	direct	Khal-Hasidim_0031	high	R. Gershon of Kitov, the Baal Shem Tov's brother-in-law (gis), is a central character, and the story opens with him traveling to arrange marriages for his sons—immediate family of the tsaddik.
Khal-Hasidim_0050	characters-and-roles:the_family_of_the_tsaddik	direct	Khal-Hasidim_0050	high	The story centrally features the mother of tzaddikim R. Yosef and R. Yitzhak, and her two tzaddik sons visit her for Shabbat.
Khal-Hasidim_0102	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Khal-Hasidim_0115	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Khal-Hasidim_0126	characters-and-roles:the_family_of_the_tsaddik	direct	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Khal-Hasidim_0167	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Khal-Hasidim_0170	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Khal-Hasidim_0193	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Khal-Hasidim_0217	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Khal-Hasidim_0222	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Khal-Hasidim_0237	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Khal-Hasidim_0253	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Maase-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Mifalot-HaZadikim_0006	characters-and-roles:the_family_of_the_tsaddik	direct	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Mifalot-HaZadikim_0027	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
Peer-MiKdoshim_0001	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Peer-MiKdoshim_0005	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Peer-MiKdoshim_0006	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Peer-MiKdoshim_0009	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Peer-MiKdoshim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Peer-MiKdoshim_0016	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik R. David Pirkus's daughter (the bride) is central to the plot, and the matchmaking involves the prospective groom's family.
Shivhei-Habesht_0020	characters-and-roles:the_family_of_the_tsaddik	direct	Shivhei-Habesht_0020	high	R' Gershon of Kuty, the Besht's brother-in-law, is a central character, and his trip is to arrange marriages for his sons—immediate family members of the tzaddik's household appear.
Shivhei-Habesht_0060	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0050	high	The story centrally features the mother of tzaddikim R. Yosef and R. Yitzhak, and her two tzaddik sons visit her for Shabbat.
Shivhei-Habesht_0184	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The story features the tzaddik's wife and his miraculously-born son Yosileh (Yasile) as central characters.
