story_id	tag	opus_applies	opus_confidence	verdict	opus_reasoning
Khal-Hasidim_0050	folkloristics:story_type_revelation	False	medium	REJECT	The Baal Shem Tov perceives a light over a hidden righteous woman, but the story centers on her humility and piety rather than a narrative of revealing a hidden tzaddik.
Khal-Hasidim_0050	social:retrospective_recognition	False	medium	REJECT	The Besht recognizes the woman's righteousness via the light, but this is immediate clairvoyant perception, not belated/retrospective recognition.
Khal-Hasidim_0057	ethics-and-emotions:lying	True	high	CONFIRM	The new tax collector slanders/lies to the lord, falsely claiming the former collector went to a sorcerer to bewitch him.
Khal-Hasidim_0059	folkloristics:story_type_protection	True	high	CONFIRM	Besht protects/saves a child from fatal illness through prayer and oath.
Khal-Hasidim_0075	ethics-and-emotions:anger	True	high	CONFIRM	The Baal Shem Tov is described as scolding/raging at R' Leib for delaying on the road ('ורגז עליו').
Khal-Hasidim_0076	folkloristics:story_type_revelation	True	medium	CONFIRM	R' Avraham Abba, who dismissed the Besht, comes to recognize his greatness when the Besht delivers the very Torah he heard from the Heavenly Prince of Torah — a revelation of the hidden tzaddik's stature.
Khal-Hasidim_0076	supernatural:communicating_with_the_invisible	True	high	CONFIRM	The Baal Shem Tov states he heard the teaching in Gan Eden from heaven, and R' Avraham dreams of entering Gan Eden where the Sar HaTorah speaks — explicit communication with invisible beings.
Khal-Hasidim_0081	folkloristics:story_type_revelation	False	high	REJECT	The story reveals the hidden piety of R' Shabtai (a simple bookbinder) and foretells the birth of the Maggid of Kozhnitz, but the central revelation is of a hidden righteous act, not the giluy of a hidden tzaddik figure.
Khal-Hasidim_0081	social:inter_hasidic	False	high	REJECT	Story centers on the Besht with his disciples and a simple Jew, not interactions among Hasidim as peers.
Khal-Hasidim_0086	folkloristics:story_type_revelation	True	high	CONFIRM	The story narrates the revelation of the Baal Shem Tov as a true tzaddik to skeptical disciples (R' Zev Kitzes and R' David Forkes), who initially dismissed him but became his followers after the deceased disciple's posthumous testimony.
Khal-Hasidim_0088	ethics-and-emotions:pride	True	high	CONFIRM	The Besht rebukes R. Michel's false humility and his stubborn refusal to admit defeat out of pride/shame, stripping his Torah as moral correction.
Khal-Hasidim_0088	ethics-and-emotions:virtues	True	high	CONFIRM	Story illustrates virtues (humility, honesty, Sabbath observance) — Besht rebukes false humility and pride/contentiousness in learning, transforming the scholar into a tzaddik.
Khal-Hasidim_0089	spaces:beth_midrash	False	medium	REJECT	The kloyz is mentioned and a beit midrash is referenced as a place the two men go, but no scene is actually set there; it is incidental.
Khal-Hasidim_0092	spaces:beth_midrash	True	high	CONFIRM	R' Michel goes to the beit midrash to read shnayim mikra, and is found there when summoned.
Khal-Hasidim_0099	ethics-and-emotions:awe	True	medium	CONFIRM	The story depicts Rabbi Abba's awe/astonishment at the Baal Shem Tov's hidden knowledge ('נתבהל מאוד על ידיעתו מה שבסתר'), showing awe of the tzaddik.
Khal-Hasidim_0102	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Depicts a Hasidic master (Baal Shem Tov) and a layperson petitioner, not a rebbe-disciple relationship.
Khal-Hasidim_0102	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting appears; scenes occur in homes, the road, a forest house, and Leipzig market.
Khal-Hasidim_0103	social:conflict	True	high	CONFIRM	The third brother is explicitly a mitnaged (opponent) of the Baal Shem Tov, depicting a tzaddik-vs-Jewish-opponent conflict that is resolved through healing.
Khal-Hasidim_0103	times:shabbat	True	high	CONFIRM	The Baal Shem Tov prays at the sick brother's house on Erev Shabbat and Shabbat morning, with the healing occurring during Shabbat prayers.
Khal-Hasidim_0110	ethics-and-emotions:fear	False	medium	REJECT	Story involves anger and a miraculous healing/swap, but no explicit fear is depicted.
Khal-Hasidim_0110	ethics-and-emotions:punishment	True	high	CONFIRM	The nobleman who attempted to kill the Baal Shem Tov is punished — his hand withers and cannot be restored.
Khal-Hasidim_0110	social:conflict	True	high	CONFIRM	The Baal Shem Tov is attacked by a non-Jewish lord who draws his sword to kill him; clear tzaddik-vs-antagonist conflict.
Khal-Hasidim_0110	supernatural:miracle	True	high	CONFIRM	Discrete miracle: Besht transfers paralysis from the sick woman (hands healed) to the attacking officer (his hand withers), with clear before/after.
Khal-Hasidim_0115	folkloristics:story_type_rapprochement	True	high	CONFIRM	A skeptical non-Hasidic wealthy scholar who never crossed the threshold of Hasidism travels to the Besht, is shown his sin via a revealed-knowledge tale, and falls before him in repentance — classic rapprochement arc.
Khal-Hasidim_0115	social:inter_hasidic	False	high	REJECT	The story depicts tzaddikim gathered at a yahrzeit but the narrative focus is on a Besht tale told to a non-Hasidic gvir; no meaningful interaction among Hasidim is depicted.
Khal-Hasidim_0115	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting appears; scenes occur in homes, on the road, and at a tzaddik's residence.
Khal-Hasidim_0117	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	The story centers on the Besht rescuing a woman; disciples are merely passive travel companions, not in a substantive master-disciple relationship.
Khal-Hasidim_0117	spaces:beth_midrash	False	high	REJECT	No study hall setting appears; scenes occur in a house, on the road, and at a wedding.
Khal-Hasidim_0121	social:conflict	True	high	CONFIRM	The Baal Shem Tov is in direct conflict with a non-Jewish doctor, exposing him as a thief and shaming him.
Khal-Hasidim_0126	characters-and-roles:preacher	False	high	REJECT	No maggid/preacher character appears; the story features a rebbe (Besht), his disciple, and a merchant.
Khal-Hasidim_0126	folkloristics:story_type_rapprochement	False	medium	REJECT	The merchant is already seeking the Besht for his wife's illness; the story centers on fulfilling a vow and the tzaddik's foresight/bitachon lesson, not on drawing a skeptic/outsider close.
Khal-Hasidim_0126	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting depicted.
Khal-Hasidim_0128	characters-and-roles:angels	True	high	CONFIRM	"The story explicitly mentions the Angel of Death (מה""מ - מלאך המוות) fleeing from the Baal Shem Tov and then being given permission over him."
Khal-Hasidim_0128	knowledge:practical_kabbalah	False	high	REJECT	Story describes the Baal Shem Tov's death; no use of amulets, names, or practical kabbalistic operations depicted.
Khal-Hasidim_0128	social:conflict	False	medium	REJECT	The story describes the Baal Shem Tov's death; while it mentions past struggles against the Sabbatean sect and a brief encounter with the angel of death, the narrative centers on his passing rather than depicting an actual conflict scene.
Khal-Hasidim_0129	folkloristics:story_type_virtues	True	high	CONFIRM	The story illustrates the tzaddik's virtues of scrupulous honesty (insisting on full forgiveness for the fine) and extreme piety through fasting, framed as 'praises' (שבחי).
Khal-Hasidim_0136	spaces:beth_midrash	False	medium	REJECT	Setting is a synagogue (beit knesset) for prayer, not a study hall; 'בבה״מ שלו' likely refers to his synagogue/place but the scene is communal prayer, not study.
Khal-Hasidim_0138	spaces:beth_midrash	False	high	REJECT	No study hall setting; story occurs in homes, Hebron, Cave of Machpelah, and prison.
Khal-Hasidim_0145	ethics-and-emotions:fear	True	high	CONFIRM	The innkeeper explicitly refuses to go to the lord out of fear of being beaten cruelly, and the townspeople fear missing their deadline — clear fear of danger.
Khal-Hasidim_0154	characters-and-roles:preacher	False	high	REJECT	No maggid/preacher character appears; the story features a rebbe and a wealthy man.
Khal-Hasidim_0154	folkloristics:story_type_rapprochement	False	medium	REJECT	The protagonist is already a disciple sent by his rebbe to learn bitachon; no outsider/skeptic is drawn close to Hasidism.
Khal-Hasidim_0154	social:inter_hasidic	False	high	REJECT	Story centers on a rebbe sending a man to learn trust from a wealthy individual; no interaction among Hasidim as peers is depicted.
Khal-Hasidim_0162	folkloristics:story_type_virtues	True	high	CONFIRM	Story illustrates R. Leib Sarah's virtues: secretly supporting hidden tzaddikim and miraculous deeds at the Duke's court.
Khal-Hasidim_0162	knowledge:esoteric	True	high	CONFIRM	Story features hidden tzaddikim (נסתרים), 'עלמא דאיתכסיא', and miraculous kfitzat haderech — esoteric mystical knowledge and practices.
Khal-Hasidim_0167	characters-and-roles:preacher	False	high	REJECT	No maggid/preacher character appears; the story features a rebbe (R' Leib Sarah's) and a matchmaker.
Khal-Hasidim_0170	spaces:beth_midrash	False	high	REJECT	No study hall setting; scenes occur in a village home, palace, and the rebbe's place.
Khal-Hasidim_0174	ethics-and-emotions:awe	True	high	CONFIRM	The story explicitly invokes יראת שמים — citing 'וראו כל עמי הארץ כי שם ה' נקרא עליך... ויראו ממך' and depicting the officer overcome with fear/awe at the Rebbe's tefillin, plus awe before the tzaddik.
Khal-Hasidim_0174	folkloristics:story_type_rapprochement	False	high	REJECT	Story recounts persecution/arrest of R. Shneur Zalman and his interactions in prison; no outsider/skeptic is drawn close to a tzaddik.
Khal-Hasidim_0174	folkloristics:story_type_revelation	False	high	REJECT	This is a biographical/persecution narrative about R. Shneur Zalman's arrest and imprisonment, not a hidden-tzaddik revelation story.
Khal-Hasidim_0174	social:marital_relationship	False	high	REJECT	Story focuses on R. Shneur Zalman's biography, arrest, and conflicts; no depiction of a marital relationship.
Khal-Hasidim_0174	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting depicted; story involves study at home, travels, prison/fortress, and royal court.
Khal-Hasidim_0174	spaces:institutions_hassidic_court	False	medium	REJECT	Story focuses on R. Shneur Zalman's biography, conflicts, and imprisonment; no depiction of a hasidic court as a space.
Khal-Hasidim_0178	ethics-and-emotions:lying	True	high	CONFIRM	The sister-in-law deceitfully feigned friendship while secretly smearing dove's blood on the woman's sheet.
Khal-Hasidim_0178	social:retrospective_recognition	True	high	CONFIRM	The story depicts belated recognition that the sister-in-law was secretly an enemy planting dove's blood, and that the woman was actually pure — hidden truths revealed retrospectively.
Khal-Hasidim_0185	social:inter_hasidic	True	medium	CONFIRM	Story depicts Hasidim collectively waiting, observing, and discussing among themselves (e.g., setting watch at the Rebbe's door, marveling together), beyond just master-disciple interaction.
Khal-Hasidim_0188	ethics-and-emotions:anger	True	high	CONFIRM	The story depicts a heated dispute between two rabbis, with shouting ('צעק') and a quarrel, and concludes with a moral about not rushing to quarrel.
Khal-Hasidim_0188	times:death	True	high	CONFIRM	The story depicts the death of R. Baruch's daughter that year.
Khal-Hasidim_0193	folkloristics:story_type_revelation	False	high	REJECT	Story is about a tzaddik (Rabbi Aharon of Strashelye) rescuing a man from demons, not about revealing a hidden tzaddik.
Khal-Hasidim_0193	social:marital_relationship	False	high	REJECT	Wife is mentioned briefly sitting by the sick husband, but the marital relationship itself is not depicted.
Khal-Hasidim_0193	spaces:institutions_hassidic_court	True	high	CONFIRM	The story depicts the rebbe's court at Strashelye with hasidim waiting in the great house for the rebbe to emerge from his chamber.
Khal-Hasidim_0202	ethics-and-emotions:repentance	True	high	CONFIRM	The story explicitly describes the Shpoler Zeide bringing sinners of Shpole back to their Creator (teshuvah), turning Sabbath-violators into repentant Jews.
Khal-Hasidim_0210	supernatural:perception	True	high	CONFIRM	The Sabba of Spola foretells the husband's return date and appears prophetically to the husband in Danzig, clearly depicting supernatural knowledge/perception.
Khal-Hasidim_0211	social:inter_hasidic	False	medium	REJECT	The story centers on two brothers and a parable; no depiction of broader Hasidic peer interaction beyond a brief mention of joining the Maggid's circle.
Khal-Hasidim_0217	characters-and-roles:tavern_keeper	True	high	CONFIRM	The Jewish protagonist becomes an arrendar/innkeeper (שכר לו האראנדא, called the ארינדאר/מוכסן throughout).
Khal-Hasidim_0237	ethics-and-emotions:virtues	False	medium	REJECT	Story centers on a tzaddik's miraculous intervention and rectification of a past wrong (broken engagement) rather than illustrating a general virtue.
Khal-Hasidim_0239	folkloristics:story_type_revelation	True	high	CONFIRM	Story explicitly concerns the hitgalut of R. Yaakov Yitzhak of Lublin and a skeptic's recognition of his hidden knowledge.
Khal-Hasidim_0240	social:conflict	True	high	CONFIRM	The tzaddik of Lublin identifies and counters demons/spirits impersonating a family, a conflict between tzaddik and demonic antagonists.
Khal-Hasidim_0242	folkloristics:story_type_revelation	True	high	CONFIRM	The story explicitly narrates how the townspeople of Yassi did not know the rabbi was a hidden tzaddik until this miraculous revelation, ending with 'then the people of Yassi knew who the rabbi was.'
Khal-Hasidim_0242	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story centers on a rebbe exposing an adulteress; no master-disciple relationship is depicted.
Khal-Hasidim_0242	social:marital_relationship	True	high	CONFIRM	The story depicts the rabbi and his wife (the rebbetzin) as a married couple, and centrally involves the gvir and his adulterous wife, leading to divorce.
Khal-Hasidim_0242	spaces:beth_midrash	False	high	REJECT	Story is set in rabbi's house, fishmongers' street, and community council hall — no beit midrash/yeshiva setting depicted.
Khal-Hasidim_0243	social:relations_with_non_jews	True	medium	CONFIRM	The story includes interaction with the local non-Jewish lord (שר העיר) who summons the innkeeper, fitting the tag.
Khal-Hasidim_0243	supernatural:perception	False	high	REJECT	The rebbe investigates by ordinary observation and questioning, not supernatural perception; the innkeeper's power comes from bitachon, not from seeing/knowing supernaturally.
Khal-Hasidim_0252	social:retrospective_recognition	True	high	CONFIRM	The bishop initially dismisses Rabbi Moshe as a mere youth unworthy of honor, but after the disputation belatedly recognizes his true greatness and wisdom.
Khal-Hasidim_0253	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story depicts friendship between two rabbinic peers (Rema and R. Chaim), not a rebbe-disciple Hasidic relationship.
Khal-Hasidim_0253	spaces:beth_midrash	False	medium	REJECT	Study takes place in a private room in the baker's house, not a beit midrash or yeshiva.
Khal-Hasidim_0253	spaces:institutions_hassidic_court	False	high	REJECT	Story is about a rabbi/av beit din and his friend, not a hasidic rebbe's court.
Khal-Hasidim_0254	ethics-and-emotions:lust	True	high	CONFIRM	Story depicts an adulterous affair (a wealthy man fornicating with two married women in a cave) as the sin causing the plague.
Khal-Kdoshim_0003	social:conflict	True	high	CONFIRM	Story depicts conflict between Jews and Ishmaelite/Christian antagonists (bishop inciting persecution), resolved through the tailor's clever scheme.
Khal-Kdoshim_0007	social:conflict	True	high	CONFIRM	The tzaddik of Lublin confronts and dispels demons/shedim impersonating in-laws — a tzaddik-vs-demon conflict.
Maase-Zadikim_0001	times:death	True	high	CONFIRM	The story references the prior-incarnation man who died sixty years earlier, a depicted death event central to the plot.
Maase-Zadikim_0005	folkloristics:story_type_prognostication	False	high	REJECT	The story is about the Baal Shem Tov's soul-ascent annulling a decree against Jews, not a prophecy/prediction that comes true.
Maase-Zadikim_0005	supernatural:perception	True	high	CONFIRM	Besht has an aliyat neshama in his sleep, perceives a heavenly decree against the Jews, and intercedes — clear supernatural perception.
Maase-Zadikim_0008	ethics-and-emotions:lust	False	high	REJECT	Story is about love/devotion to God via a king parable; no sexual or bodily desire (תאוה) is depicted.
Maase-Zadikim_0016	ethics-and-emotions:awe	True	medium	CONFIRM	The story explicitly mentions the Rav's 'יראתו' (awe/fear) over potential bittul Torah, and depicts profound awe before tzaddikim whose oaths shake the heavenly court.
Maase-Zadikim_0016	folkloristics:story_type_advent	False	medium	REJECT	The chasid encounters R. Pinchas of Koretz before his fame, but the story's focus is the oath/blessing conflict between two tzaddikim, not a discovery/advent narrative.
Maase-Zadikim_0018	ethics-and-emotions:lying	True	medium	CONFIRM	The innkeeper initially denies/conceals his secret when asked ('ויכחד הרינדאר ויאמר לא ידעתי'), and the Rebbe disguises himself; both involve deception.
Maase-Zadikim_0019	ethics-and-emotions:lying	True	high	CONFIRM	The wealthy man schemes to expose the rabbi as a fraud, accusing the Hasidim of false claims ('כחשם'/'שקר בפיכם') and hiring men to deceive him.
Maase-Zadikim_0032	experience:revelation	True	high	CONFIRM	The Rebbe of Apta supernaturally discloses the woman's hidden sin upon her arrival — a giluy of concealed knowledge.
Maase-Zadikim_0034	characters-and-roles:tavern_keeper	False	high	REJECT	The 'בעל אכסניא' here is a host/lodging-keeper but the story centers on him as a hasid seeking advice; not depicted in a tavern-keeping role meaningfully, though innkeeper sense is plausible.
Mifalot-HaZadikim_0001	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	The story features a tzaddik advising a layman, not a master-disciple relationship.
Mifalot-HaZadikim_0001	spaces:beth_midrash	False	high	REJECT	No study hall setting; story takes place in homes, streets, palace, and court.
Mifalot-HaZadikim_0006	folkloristics:story_type_revelation	False	high	REJECT	Story centers on hachnasat orchim and a foolish son, not the revelation of a hidden tzaddik.
Mifalot-HaZadikim_0006	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story centers on hospitality, brotherly bond, and a blessing fulfilled; no rebbe-disciple relationship depicted.
Mifalot-HaZadikim_0006	spaces:beth_midrash	False	high	REJECT	While a 'rosh yeshiva' role is mentioned, no scene actually takes place in a beit midrash/yeshiva setting.
Mifalot-HaZadikim_0006	spaces:institutions_hassidic_court	False	high	REJECT	Story concerns hospitality at a roadside inn and a rabbi/yeshiva head; no hasidic court depicted.
Mifalot-HaZadikim_0027	ethics-and-emotions:awe	False	medium	REJECT	Story centers on a hidden tzaddik testing the Besht; no explicit depiction of yirah/awe of God or tzaddik as a theme.
Mifalot-HaZadikim_0027	folkloristics:story_type_inauguration	False	high	REJECT	Story is about a hidden tzaddik teaching Besht a lesson, not an inauguration.
Mifalot-HaZadikim_0027	folkloristics:story_type_virtues	False	medium	REJECT	Story centers on a hidden tzaddik's mystical rectification of a past sin, not on illustrating a virtue of the Besht.
Mifalot-HaZadikim_0027	spaces:beth_midrash	False	high	REJECT	Setting is a forest hut, not a study hall.
