story_id	tag	source	source_story	opus_confidence	opus_reasoning
Shivhei-Habesht_0002	characters-and-roles:elijah_the_prophet	propagated	Khal-Hasidim_0001	high	Elijah is mentioned only in the name 'Israel ben Eliezer' (the Besht's father); the prophet Elijah does not appear as a character.
Shivhei-Habesht_0184	characters-and-roles:elijah_the_prophet	propagated	Khal-Hasidim_0001	high	The story features the Baal Shem Tov and Jonah son of Amittai, not Elijah the prophet.
Adat-Zadikim_0007	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0243	medium	The arendar is a pious, blessed man but not depicted as a concealed/nistar tzaddik archetype; he openly conducts business and the story emphasizes bitachon, not hiddenness.
Adat-Zadikim_0008	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The story features the Besht, R. Yaakov, and a repentant bishop; no hidden righteous/nistar/lamed-vavnik figure appears.
Adat-Zadikim_0015	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story features named tzaddikim (Maggid of Kozhnitz, Seer of Lublin), not hidden righteous figures.
Khal-Hasidim_0036	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The story features the Baal Shem Tov, his disciple, and a converted bishop—no hidden righteous/lamed-vavnik figure appears.
Khal-Hasidim_0115	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story involves the Baal Shem Tov and reincarnation themes, but no hidden righteous person/nistar/lamed-vavnik character appears.
Khal-Hasidim_0126	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story features the Besht and his disciple openly as known tzaddikim; no hidden/nistar character.
Khal-Hasidim_0167	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The rabbi (R. Leib Sarah's) is a known revealed tzaddik acting openly, not a hidden/nistar figure.
Khal-Hasidim_0174	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	Story about R. Shneur Zalman of Liadi's arrest; no hidden righteous/lamed-vavnik figure depicted.
Khal-Hasidim_0193	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	Story features a known tzaddik (Admor of Strashelye) saving a man from demons; no hidden righteous/nistar/lamed-vavnik figure appears.
Khal-Hasidim_0217	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features Rabbi Elimelech of Lizhensk, an openly known tzaddik, not a hidden/nistar righteous figure.
Khal-Hasidim_0222	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features a known tzaddik (R. Hirsch Leib) and his disciple, but no hidden righteous/nistar figure.
Khal-Hasidim_0229	characters-and-roles:hidden_righteous	propagated	Maase-Zadikim_0025	high	The tzaddik of Sasov is openly known and sought; no hidden/nistar righteous figure appears.
Khal-Hasidim_0237	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story features known tzaddikim (Maggid of Kozhnitz, Seer of Lublin), not hidden righteous figures.
Maase-Zadikim_0008	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The story features named tzaddikim (R. Elimelech, R. Zusha) and a parable about a king's servant; no hidden/nistar righteous figure appears.
Peer-MiKdoshim_0001	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	No hidden righteous/nistar/lamed-vavnik figure appears; the Besht and other tzaddikim are openly known.
Peer-MiKdoshim_0005	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features a revealed tzaddik (the Maharal/Gur Aryeh) openly known as rabbi of Prague, not a hidden righteous person.
Peer-MiKdoshim_0006	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features the Besht and his disciple R. David Pirkus openly as known tzaddikim, with no hidden/nistar righteous figure.
Peer-MiKdoshim_0009	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The tzaddik is a famous, publicly renowned rabbi/advisor to the Kaiser, not a hidden righteous person.
Peer-MiKdoshim_0015	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story features R. Elimelech of Lizensk, a famous revealed tzaddik, not a hidden righteous figure.
Peer-MiKdoshim_0016	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features a pious Hasid and the Apter Rebbe, but no hidden righteous/nistar/lamed-vavnik figure is depicted.
Shivhei-Habesht_0001	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The story describes the Besht's father and young Besht, not a nistar/hidden righteous figure concealing his identity as a lamed-vavnik.
Shivhei-Habesht_0005B	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0009	high	Story describes the Besht's pre-revelation hidden period of asceticism, but he is the famous tzaddik himself, not a nistar/lamed-vavnik character in the tag's sense.
Shivhei-Habesht_0043	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	Story concerns named tzaddikim (R. Avraham, the Maggid, etc.) and a prophetic widow; no hidden/nistar righteous figure.
Shivhei-Habesht_0184	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0001	high	The mysterious benefactor is revealed to be Jonah ben Amittai (the biblical prophet), not a hidden righteous person/lamed-vavnik figure.
Shivhei-Harav_0019	characters-and-roles:hidden_righteous	propagated	Khal-Hasidim_0253	high	The story features named tzaddikim (R. Aharon HaLevi Horowitz and his disciples), not hidden/nistar righteous figures.
Sipurei-Zadikim_0004	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	medium	The rabbi (R. Leib Sarah's) is a known tzaddik openly approached as a rebbe, not depicted as a hidden/concealed righteous figure (nistar).
Sipurei-Zadikim_0010	characters-and-roles:hidden_righteous	propagated	Mifalot-HaZadikim_0006	high	The story features a known tzaddik (the Sabba of Spola), not a hidden/nistar righteous figure.
Khal-Hasidim_0002	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	high	No maggid/preacher character appears in the story.
Khal-Hasidim_0026	characters-and-roles:preacher	propagated	Shivhei-Habesht_0015	high	The story features the Besht, R' Avraham, R' Wolf Kutzes, the Maggid of Mezritch, and others, but the Maggid here is a title for a rebbe, not a preacher in a distinct preacher role.
Mifalot-HaZadikim_0027	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	medium	The word 'maggidim' appears only as an insult ('חסידים ומגידים'), not as a depicted preacher character.
Shivhei-Habesht_0002	characters-and-roles:preacher	propagated	Khal-Hasidim_0004	high	No maggid/preacher character appears in the story.
Adat-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddikim's own family members do not appear; the story concerns a childless chasid and his wife/former fiancée, not the tzaddik's family.
Adat-Zadikim_0023	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of the tzaddik appear; the story centers on the tzaddik and his friend/colleague.
Khal-Hasidim_0102	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The tzaddik (Besht) appears, but no family members of his are depicted.
Khal-Hasidim_0115	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No immediate family members of a tzaddik appear as characters; the story features the Besht with a wealthy visitor, not his family.
Khal-Hasidim_0167	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No family members of the tzaddik appear; the story involves the tzaddik (R. Leib Sarah's) and an avrekh/bride, not the tzaddik's family.
Khal-Hasidim_0193	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of the tzaddik appear; story features the rebbe and lay followers.
Khal-Hasidim_0217	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No family members of the tsaddik (Elimelech) appear; the story focuses on the tsaddik, a Jewish leaseholder, and the Polish nobleman and his wife.
Khal-Hasidim_0222	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of the tzaddik appear; the story involves the tzaddik, his disciple, and an innkeeper.
Khal-Hasidim_0237	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The story features two tzaddikim and a childless chasid, but no family members of the tzaddikim appear as characters.
Khal-Hasidim_0253	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of a tsaddik appear; characters are the tsaddik and his friend/colleague.
Maase-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of the tsaddik appear; characters are the tsaddik, his disciple, and the innkeeper.
Mifalot-HaZadikim_0027	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The Besht's wife (הרבנית) is mentioned only incidentally in a recollection about scratching the maid's scabs; she does not appear as an acting character in the story.
Peer-MiKdoshim_0001	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No family members of the tzaddik (Besht or others) appear as characters.
Peer-MiKdoshim_0005	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tzaddik (Maharal) appears but no members of his immediate family are depicted; the family shown is the boy's father, not the tzaddik's.
Peer-MiKdoshim_0009	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The tsaddik's own family members do not appear; the daughter/father are the gvir's family, not the tsaddik's.
Peer-MiKdoshim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No family members of the tzaddik (Elimelech) appear; the story centers on the tzaddik, the lord, his wife, and the Jewish leaseholder.
Peer-MiKdoshim_0016	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	The story centers on Reb Yeshaya the Hasid and his daughters, not on the tzaddik (Apter Rav) whose family does not appear.
Shivhei-Habesht_0060	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0050	high	The family depicted (mother and sons) belongs to other figures, not to the tzaddik Besht himself.
Shivhei-Habesht_0184	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The tzaddik (Besht) appears, but no members of his immediate family are characters; the wife and son in the story belong to the petitioner, not the tzaddik.
Shivhei-Harav_0019	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	No immediate family members of a tzaddik appear as active characters; mentions of fathers-in-law, sons, etc. are incidental and not the tzaddik's own family.
Sipurei-Zadikim_0004	characters-and-roles:the_family_of_the_tsaddik	propagated	Khal-Hasidim_0126	high	No family members of the tzaddik appear; the story involves the rebbe, an avrekh, and a wealthy bride.
Sipurei-Zadikim_0010	characters-and-roles:the_family_of_the_tsaddik	propagated	Mifalot-HaZadikim_0006	high	The tzaddik (Sava of Spola) appears alone; no family members are depicted.
Adat-Zadikim_0004	ethics-and-emotions:adultery	propagated	Shivhei-Habesht_0198	high	The story involves a deceased wife's jealousy and oath about her niece marrying her widower, but no adultery occurs or is at issue.
Khal-Hasidim_0002	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	The story contains no depiction or discussion of adultery.
Khal-Hasidim_0115	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story concerns debt, gilgul, and rebuke for ungenerosity; no adultery.
Khal-Hasidim_0126	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story concerns trust in God, a marriage match, and a robbery/vow — no adultery.
Mifalot-HaZadikim_0006	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story concerns hospitality (hachnasat orchim), childbirth via blessing, and a foolish son; no adultery.
Peer-MiKdoshim_0001	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story concerns debt, reincarnation, and stinginess; no adultery.
Peer-MiKdoshim_0006	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story concerns trust in tzaddik, robbery, and a vow of charity; no adultery.
Peer-MiKdoshim_0010	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	The story tests the wife's faithfulness and she explicitly refuses; no adultery occurs.
Peer-MiKdoshim_0016	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story is about faith, matchmaking, and miraculous wealth; no adultery.
Shivhei-Habesht_0002	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	No adultery depicted in the story.
Sipurei-Zadikim_0004	ethics-and-emotions:adultery	propagated	Peer-MiKdoshim_0009	high	Story is about a rabbi arranging a destined match between a poor scholar and a wealthy woman; no adultery is depicted.
Adat-Zadikim_0001	ethics-and-emotions:anger	propagated	Mifalot-HaZadikim_0027	high	The story centers on joy, laughter, and Sabbath delight; no character displays anger.
Adat-Zadikim_0023	ethics-and-emotions:anger	propagated	Khal-Hasidim_0193	high	No character displays anger; story emphasizes humility and weeping, not wrath.
Khal-Hasidim_0002	ethics-and-emotions:anger	propagated	Khal-Hasidim_0001	medium	The story features a hostile antisemitic minister and a robber's murderous intent, but the narrative does not foreground anger as an emotion or moral failing — motivations are hatred/greed rather than depicted anger.
Khal-Hasidim_0081	ethics-and-emotions:anger	propagated	Mifalot-HaZadikim_0027	high	No anger is depicted; the story centers on joy, Sabbath delight, and laughter.
Khal-Hasidim_0115	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0001	medium	The rich man rebukes/scolds the poor beggar and strikes him, but the narrative frames this as cruelty/stinginess rather than emphasizing anger as such; anger is not a focal theme.
Khal-Hasidim_0126	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0001	high	No character is depicted as angry; the robbers are murderous and greedy but not described in terms of anger as a moral/emotional moment.
Khal-Hasidim_0154	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0001	high	Story is about trust in God (bitachon); no anger depicted.
Khal-Hasidim_0239	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0007	medium	The wealthy man mocks and slanders the tzaddik with arrogance and contempt, but the text frames this as scorn/disbelief rather than depicting anger as such.
Khal-Hasidim_0253	ethics-and-emotions:anger	propagated	Khal-Hasidim_0193	high	No anger depicted; emotions shown are sadness, humility, and joy.
Maase-Zadikim_0008	ethics-and-emotions:anger	propagated	Khal-Hasidim_0001	high	The king's displeasure with his son is brief and functional to the parable; no significant depiction of anger as a moral/emotional focus.
Peer-MiKdoshim_0006	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0001	medium	No character is depicted as angry; the robbers are greedy/murderous but anger as such is not portrayed.
Peer-MiKdoshim_0016	ethics-and-emotions:anger	propagated	Peer-MiKdoshim_0001	high	No character displays anger; the story centers on faith, trust, and a miraculous match.
Shivhei-Habesht_0002	ethics-and-emotions:anger	propagated	Khal-Hasidim_0001	medium	While there is a hostile antisemitic minister and robbers who attack, the story does not foreground anger as an emotion or moral failing in a depicted heated moment.
Shivhei-Habesht_0015	ethics-and-emotions:anger	propagated	Khal-Hasidim_0026	medium	The Besht harshly rebukes R. David publicly, but the text explicitly explains it was a strategic spiritual maneuver, not actual anger; no character is depicted as genuinely angry.
Shivhei-Habesht_0184	ethics-and-emotions:anger	propagated	Khal-Hasidim_0001	medium	The merchant becomes 'very angry' (וירגז מאד) at the host briefly upon seeing his goods, but it's a minor incidental moment, not a thematic depiction of anger as moral failing.
Shivhei-Harav_0014	ethics-and-emotions:anger	propagated	Khal-Hasidim_0218	medium	Story describes disputes and opposition but no character is explicitly depicted as angry.
Shivhei-Harav_0018	ethics-and-emotions:anger	propagated	Shivhei-Harav_0019	high	Story narrates the Rebbe's flight from Napoleon and his death; no depiction of a character's anger.
Adat-Zadikim_0015	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	The 200 gold coins are given to fulfill a personal appeasement/dowry obligation to the wronged fiancée's brother, not as charity to the poor.
Khal-Hasidim_0002	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	Story involves mystical writings, the Besht's origins, and supernatural events; no depiction of charity/almsgiving to the poor.
Khal-Hasidim_0075	ethics-and-emotions:charity	propagated	Shivhei-Habesht_0086	medium	Story centers on a dowry pledge and pidyon shvuyim (ransom/redemption accounting), not almsgiving to the poor.
Khal-Hasidim_0167	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	The story concerns a matchmaking arrangement orchestrated by the Rabbi via a loan/business scheme; no almsgiving or charity to the poor is depicted.
Khal-Hasidim_0174	ethics-and-emotions:charity	propagated	Peer-MiKdoshim_0006	high	Story concerns R. Shneur Zalman's imprisonment and disputes; no depiction of charity to the poor (the fundraising is for legal defense, not tzedakah).
Khal-Hasidim_0217	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	medium	Story involves loans, restitution, and aid to the dispossessed Jew, but no almsgiving to the poor as charity (tzedakah) is depicted; the begging scenes are about the nobleman's suffering, not Jewish charity.
Khal-Hasidim_0237	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	The 200 gold coins are given as appeasement/dowry to fulfill a pledge to the former fiancée, not as charity to the poor.
Peer-MiKdoshim_0005	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	Story concerns idolatry, rescue, and prayer; no depiction of charity/almsgiving.
Peer-MiKdoshim_0009	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	Story concerns a fraudulent get and marriage intrigue; no almsgiving or provision for the poor is depicted.
Peer-MiKdoshim_0014	ethics-and-emotions:charity	propagated	Peer-MiKdoshim_0006	high	Story is about a tzaddik's miraculous rescue via confession and a peasant; no almsgiving depicted.
Peer-MiKdoshim_0015	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	Story is about faith in tzaddikim and divine retribution; loans/restoration of property are not charity to the poor.
Shivhei-Habesht_0002	ethics-and-emotions:charity	propagated	Peer-MiKdoshim_0006	high	Story contains feasts, mystical events, and robbers but no depiction of almsgiving or providing for the poor.
Shivhei-Harav_0019	ethics-and-emotions:charity	propagated	Peer-MiKdoshim_0006	high	Story concerns demonic affliction and rescue by the rebbe; no almsgiving or provision for the poor depicted.
Sipurei-Zadikim_0004	ethics-and-emotions:charity	propagated	Khal-Hasidim_0126	high	Story is about a rebbe arranging a match via a loan/business scheme; no almsgiving to the poor is depicted.
Adat-Zadikim_0003	ethics-and-emotions:fear	propagated	Adat-Zadikim_0008	medium	Story involves danger (robbers) but no explicit fear language; Besht acts with mesirut nefesh, not fear.
Khal-Hasidim_0002	ethics-and-emotions:fear	propagated	Khal-Hasidim_0036	medium	While there are moments of danger and shock (the antisemitic minister terrified, the Besht facing death from spirit-summoning, a robber attacking), the story does not explicitly foreground fear (פחד/חרדה) as an emotional experience of characters.
Khal-Hasidim_0013	ethics-and-emotions:fear	propagated	Adat-Zadikim_0008	medium	Story features sadness, despair, and self-sacrifice, but no explicit fear/פחד/יראה of God, tzaddik, or danger is depicted.
Khal-Hasidim_0023	ethics-and-emotions:fear	propagated	Adat-Zadikim_0004	medium	Story features wonder and grief but no explicit depiction of fear (פחד/חרדה) of God, tzaddik, or danger.
Khal-Hasidim_0081	ethics-and-emotions:fear	propagated	Mifalot-HaZadikim_0027	high	No depiction of fear; the townspeople's 'trembling' (ויחרדו) at the Besht's arrival is incidental excitement/awe, not a fear theme.
Khal-Hasidim_0115	ethics-and-emotions:fear	propagated	Adat-Zadikim_0008	medium	Judges fearing the powerful man is mentioned briefly, but fear is not a depicted experience central to the story.
Khal-Hasidim_0117	ethics-and-emotions:fear	propagated	Adat-Zadikim_0004	medium	No explicit fear depicted; the woman repents and weeps but fear of God/danger is not the focus.
Khal-Hasidim_0126	ethics-and-emotions:fear	propagated	Peer-MiKdoshim_0001	medium	Story features distress, worry, and pleading for life, but no explicit fear (פחד/יראה) of God, tzaddik, or danger as a thematic element.
Khal-Hasidim_0154	ethics-and-emotions:fear	propagated	Peer-MiKdoshim_0001	high	Story centers on bitachon (trust in God); no depiction of fear of God, tzaddik, or danger.
Khal-Hasidim_0218	ethics-and-emotions:fear	propagated	Sipurei-Zadikim_0011	medium	The 'חרדה' described is reverence/excitement at the rabbi's arrival, not fear; no significant fear theme.
Maase-Zadikim_0005	ethics-and-emotions:fear	propagated	Khal-Hasidim_0036	medium	The story mentions awe/love being lost and the host being awestruck, but fear is not a central depicted emotion; sorrow and weeping dominate.
Peer-MiKdoshim_0009	ethics-and-emotions:fear	propagated	Peer-MiKdoshim_0001	medium	No clear depiction of fear; the husband is startled and the tzaddik becomes angry, but no character is described as experiencing פחד/חרדה.
Peer-MiKdoshim_0016	ethics-and-emotions:fear	propagated	Peer-MiKdoshim_0001	high	No depiction of fear; story centers on trust in God, not fear.
Shivhei-Habesht_0002	ethics-and-emotions:fear	propagated	Khal-Hasidim_0036	medium	While the story has dramatic/dangerous moments (robbers, death decree, fire-spirit), no character is explicitly depicted experiencing fear (פחד/חרדה); the Besht is shocked/trembles at the writings but this is awe rather than depicted fear.
Shivhei-Habesht_0181	ethics-and-emotions:fear	propagated	Khal-Hasidim_0099	medium	The story depicts astonishment at the Besht's hidden knowledge ('נתבהל מאד') but does not centrally portray fear of God, tzaddik, or danger as a thematic element.
Shivhei-Habesht_0198	ethics-and-emotions:fear	propagated	Adat-Zadikim_0004	medium	No explicit fear depicted; the woman repents from remorse, not fear, and no character is described as afraid.
Shivhei-Harav_0014	ethics-and-emotions:fear	propagated	Sipurei-Zadikim_0011	high	The story narrates biographical events about R. Schneur Zalman's scholarship and disputes; no character is depicted as experiencing fear.
Sipurei-Zadikim_0001	ethics-and-emotions:fear	propagated	Sipurei-Zadikim_0011	medium	The servant is bewildered and anxious about the supernatural journey, but the text does not explicitly depict fear (פחד/יראה) as a central element; emphasis is on wonder and hidden tzaddikim.
Adat-Zadikim_0007	ethics-and-emotions:humility	propagated	Khal-Hasidim_0243	high	Story centers on bitachon (trust in God) and charity, not humility.
Khal-Hasidim_0001	ethics-and-emotions:humility	propagated	Maase-Zadikim_0008	medium	The story narrates the Besht's father's origins and the Besht's youth; while the father is pious and faithful, humility is not a focal depicted virtue.
Khal-Hasidim_0115	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	high	Story concerns reincarnation, debts, and charity/cruelty between friends; humility is not depicted as a theme.
Khal-Hasidim_0118	ethics-and-emotions:humility	direct	Khal-Hasidim_0118	high	Story centers on not disparaging tzaddikim and the Besht's hidden greatness; humility is not depicted as the theme.
Khal-Hasidim_0126	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	medium	Story centers on trust/bitachon and fulfilling vows, not on humility as a virtue.
Khal-Hasidim_0154	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	high	Story centers on bitachon (trust in God), not anavah (humility).
Khal-Hasidim_0243	ethics-and-emotions:humility	direct	Khal-Hasidim_0243	high	Story centers on bitachon (trust in God) and tzedakah, not humility.
Maase-Zadikim_0018	ethics-and-emotions:humility	propagated	Khal-Hasidim_0243	medium	Story centers on bitachon (trust in God) and tzedakah/partnership with God, not humility as a depicted virtue.
Mifalot-HaZadikim_0006	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	high	Story centers on hospitality (hakhnasat orchim), not humility as a depicted virtue.
Peer-MiKdoshim_0006	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	medium	Story centers on bitachon (trust), faith in the tzaddik, and fulfilling vows; humility is not a depicted theme.
Peer-MiKdoshim_0009	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	high	Story centers on a fraudulent get, a tzaddik's clairvoyance, and marital conflict; humility is not depicted or discussed.
Peer-MiKdoshim_0016	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	medium	Story centers on faith/trust in God (bitachon) and miraculous providence, not on humility as a depicted virtue.
Shivhei-Habesht_0002	ethics-and-emotions:humility	propagated	Peer-MiKdoshim_0001	high	Story is about magical/miraculous events and the Besht's early life; humility is not depicted as a virtue.
Shivhei-Habesht_0203	ethics-and-emotions:humility	direct	Shivhei-Habesht_0203	medium	Story is about the Besht correcting a rabbi who doubted tzadikim; humility is not explicitly thematized as a virtue.
Adat-Zadikim_0004	ethics-and-emotions:joy	propagated	Khal-Hasidim_0001	high	No depiction of joy (שמחה); story focuses on Besht's miracles, rescue, and battle with sorcerer.
Adat-Zadikim_0007	ethics-and-emotions:joy	propagated	Khal-Hasidim_0243	medium	Mentions being 'שמח וטוב לב' briefly, but the story centers on bitachon (trust in God), not joy as a depicted theme.
Adat-Zadikim_0008	ethics-and-emotions:joy	propagated	Khal-Hasidim_0001	high	Story centers on repentance, memory, and the Besht's intervention; no depiction of joy as a state.
Adat-Zadikim_0015	ethics-and-emotions:joy	propagated	Khal-Hasidim_0126	high	Story concerns broken betrothal, childlessness, and reconciliation with a deceased fiancée's spirit; no depiction of joy.
Adat-Zadikim_0016	ethics-and-emotions:joy	propagated	Khal-Hasidim_0173	medium	The townspeople's joy at the informer's death is depicted, but it is malicious schadenfreude, not religious joy in serving God—incidental to the tag's intended meaning.
