story_id	tag	old_source	opus_applies	opus_confidence	verdict	opus_reasoning
Shivhei-Habesht_0001	characters-and-roles:elijah_the_prophet	propagated	True	high	CONFIRM	"Elijah explicitly appears to the Besht's father in the story: 'נגלה אליו אליהו ז""ל' and prophesies the birth of his son."
Shivhei-Habesht_0002	characters-and-roles:elijah_the_prophet	propagated	False	high	REJECT	Elijah is mentioned only in the name 'Israel ben Eliezer' (the Besht's father); the prophet Elijah does not appear as a character.
Shivhei-Habesht_0184	characters-and-roles:elijah_the_prophet	propagated	False	high	REJECT	The story features the Baal Shem Tov and Jonah son of Amittai, not Elijah the prophet.
Adat-Zadikim_0004	characters-and-roles:hidden_righteous	propagated	True	medium	CONFIRM	The Besht travels incognito, concealing his identity from the innkeeper and posing as a mere preacher, fitting the hidden-righteous motif.
Adat-Zadikim_0007	characters-and-roles:hidden_righteous	propagated	False	medium	REJECT	The arendar is a pious, blessed man but not depicted as a concealed/nistar tzaddik archetype; he openly conducts business and the story emphasizes bitachon, not hiddenness.
Adat-Zadikim_0008	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features the Besht, R. Yaakov, and a repentant bishop; no hidden righteous/nistar/lamed-vavnik figure appears.
Adat-Zadikim_0015	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story features named tzaddikim (Maggid of Kozhnitz, Seer of Lublin), not hidden righteous figures.
Khal-Hasidim_0036	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features the Baal Shem Tov, his disciple, and a converted bishop—no hidden righteous/lamed-vavnik figure appears.
Khal-Hasidim_0115	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story involves the Baal Shem Tov and reincarnation themes, but no hidden righteous person/nistar/lamed-vavnik character appears.
Khal-Hasidim_0126	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story features the Besht and his disciple openly as known tzaddikim; no hidden/nistar character.
Khal-Hasidim_0167	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The rabbi (R. Leib Sarah's) is a known revealed tzaddik acting openly, not a hidden/nistar figure.
Khal-Hasidim_0174	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story about R. Shneur Zalman of Liadi's arrest; no hidden righteous/lamed-vavnik figure depicted.
Khal-Hasidim_0193	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story features a known tzaddik (Admor of Strashelye) saving a man from demons; no hidden righteous/nistar/lamed-vavnik figure appears.
Khal-Hasidim_0217	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features Rabbi Elimelech of Lizhensk, an openly known tzaddik, not a hidden/nistar righteous figure.
Khal-Hasidim_0222	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features a known tzaddik (R. Hirsch Leib) and his disciple, but no hidden righteous/nistar figure.
Khal-Hasidim_0229	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The tzaddik of Sasov is openly known and sought; no hidden/nistar righteous figure appears.
Khal-Hasidim_0237	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story features known tzaddikim (Maggid of Kozhnitz, Seer of Lublin), not hidden righteous figures.
Maase-Zadikim_0008	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features named tzaddikim (R. Elimelech, R. Zusha) and a parable about a king's servant; no hidden/nistar righteous figure appears.
Maase-Zadikim_0015	characters-and-roles:hidden_righteous	propagated	True	medium	CONFIRM	The young avrekh is sent by his rebbe as a hidden agent whose Torah words secretly penetrate the innkeeper's heart, functioning as a concealed righteous emissary.
Maase-Zadikim_0018	characters-and-roles:hidden_righteous	propagated	True	high	CONFIRM	The story explicitly discusses whether the wonder-working innkeeper is one of the 'צדיקים נסתרים' (hidden righteous), a central theme.
Peer-MiKdoshim_0001	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	No hidden righteous/nistar/lamed-vavnik figure appears; the Besht and other tzaddikim are openly known.
Peer-MiKdoshim_0005	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features a revealed tzaddik (the Maharal/Gur Aryeh) openly known as rabbi of Prague, not a hidden righteous person.
Peer-MiKdoshim_0006	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features the Besht and his disciple R. David Pirkus openly as known tzaddikim, with no hidden/nistar righteous figure.
Peer-MiKdoshim_0009	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The tzaddik is a famous, publicly renowned rabbi/advisor to the Kaiser, not a hidden righteous person.
Peer-MiKdoshim_0015	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story features R. Elimelech of Lizensk, a famous revealed tzaddik, not a hidden righteous figure.
Peer-MiKdoshim_0016	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features a pious Hasid and the Apter Rebbe, but no hidden righteous/nistar/lamed-vavnik figure is depicted.
Shivhei-Habesht_0043	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	Story concerns named tzaddikim (R. Avraham, the Maggid, etc.) and a prophetic widow; no hidden/nistar righteous figure.
Sipurei-Zadikim_0010	characters-and-roles:hidden_righteous	propagated	False	high	REJECT	The story features a known tzaddik (the Sabba of Spola), not a hidden/nistar righteous figure.
Khal-Hasidim_0052	characters-and-roles:magician	propagated	True	high	CONFIRM	Story explicitly features a non-Jewish מכשפה who uses a שד to perform כשפים.
Khal-Hasidim_0002	characters-and-roles:preacher	propagated	False	high	REJECT	No maggid/preacher character appears in the story.
Khal-Hasidim_0062	characters-and-roles:preacher	propagated	True	high	CONFIRM	The maggid R. Leib of Polnoy is sent by the Besht to preach in Slutsk, appearing as a distinct preacher character.
Khal-Hasidim_0080	characters-and-roles:preacher	propagated	True	high	CONFIRM	The story features 'הרב המוכיח' (the preacher/maggid) as a distinct character interacting with R. Nachman.
Khal-Hasidim_0129	characters-and-roles:preacher	propagated	True	high	CONFIRM	"The story features R. Yoel, maggid (מ""מ = מגיד מישרים) of Nemirov, as a central character distinct from the Besht."
Khal-Hasidim_0174	characters-and-roles:preacher	propagated	True	high	CONFIRM	The Maggid of Mezeritch is explicitly referenced as a distinct character (הרב המגיד הגדול ממעזריטש) whose teachings Shneur Zalman traveled to hear.
Khal-Hasidim_0218	characters-and-roles:preacher	propagated	True	high	CONFIRM	The Maggid of Mezritch is a central character distinct from the rebbe figures, and the story repeatedly references him as 'המגיד הגדול'.
Mifalot-HaZadikim_0027	characters-and-roles:preacher	propagated	False	medium	REJECT	The word 'maggidim' appears only as an insult ('חסידים ומגידים'), not as a depicted preacher character.
Shivhei-Habesht_0002	characters-and-roles:preacher	propagated	False	high	REJECT	No maggid/preacher character appears in the story.
Shivhei-Harav_0014	characters-and-roles:preacher	propagated	True	high	CONFIRM	The Maggid of Mezritch (הרב המגיד) appears repeatedly as a distinct character — the teacher of the protagonist.
Shivhei-Harav_0019	characters-and-roles:preacher	propagated	True	high	CONFIRM	The story explicitly references 'הרב המגיד הגדול דמעזריטש' (the Great Maggid of Mezeritch) as a distinct figure.
Sipurei-Zadikim_0001	characters-and-roles:preacher	propagated	True	medium	CONFIRM	The story references המגיד הגדול (the Great Maggid) who wrote a letter of recommendation for R. Leib Sarah's.
Khal-Hasidim_0026	characters-and-roles:ritual_slaughterer	propagated	True	high	CONFIRM	"The story mentions R' David serving as a shochet in Teltshin ('בהיותו שוחט בק""ק טלטשין')."
Khal-Hasidim_0089	characters-and-roles:ritual_slaughterer	propagated	True	high	CONFIRM	R. Zelig lodges at a shochet's house in the village of Ispoli.
Khal-Hasidim_0010	characters-and-roles:scribe	direct	True	high	CONFIRM	The Besht commands a sofer to write protective amulets (shemirot).
Adat-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tzaddikim's own family members do not appear; the story concerns a childless chasid and his wife/former fiancée, not the tzaddik's family.
Adat-Zadikim_0023	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of the tzaddik appear; the story centers on the tzaddik and his friend/colleague.
Khal-Hasidim_0102	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tzaddik (Besht) appears, but no family members of his are depicted.
Khal-Hasidim_0115	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of a tzaddik appear as characters; the story features the Besht with a wealthy visitor, not his family.
Khal-Hasidim_0167	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No family members of the tzaddik appear; the story involves the tzaddik (R. Leib Sarah's) and an avrekh/bride, not the tzaddik's family.
Khal-Hasidim_0170	characters-and-roles:the_family_of_the_tsaddik	propagated	True	high	CONFIRM	The tzaddik Rabbi Baruch of Mezhibuzh is identified as grandson of the Baal Shem Tov, invoking a family relationship.
Khal-Hasidim_0193	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of the tzaddik appear; story features the rebbe and lay followers.
Khal-Hasidim_0217	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No family members of the tsaddik (Elimelech) appear; the story focuses on the tsaddik, a Jewish leaseholder, and the Polish nobleman and his wife.
Khal-Hasidim_0222	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of the tzaddik appear; the story involves the tzaddik, his disciple, and an innkeeper.
Khal-Hasidim_0237	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The story features two tzaddikim and a childless chasid, but no family members of the tzaddikim appear as characters.
Khal-Hasidim_0253	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of a tsaddik appear; characters are the tsaddik and his friend/colleague.
Maase-Zadikim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of the tsaddik appear; characters are the tsaddik, his disciple, and the innkeeper.
Mifalot-HaZadikim_0027	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The Besht's wife (הרבנית) is mentioned only incidentally in a recollection about scratching the maid's scabs; she does not appear as an acting character in the story.
Peer-MiKdoshim_0001	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No family members of the tzaddik (Besht or others) appear as characters.
Peer-MiKdoshim_0005	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tzaddik (Maharal) appears but no members of his immediate family are depicted; the family shown is the boy's father, not the tzaddik's.
Peer-MiKdoshim_0006	characters-and-roles:the_family_of_the_tsaddik	propagated	True	high	CONFIRM	The story features R. David Pirkus's daughter (the bride) as a central plot element driving the action.
Peer-MiKdoshim_0009	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tsaddik's own family members do not appear; the daughter/father are the gvir's family, not the tsaddik's.
Peer-MiKdoshim_0015	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No family members of the tzaddik (Elimelech) appear; the story centers on the tzaddik, the lord, his wife, and the Jewish leaseholder.
Peer-MiKdoshim_0016	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The story centers on Reb Yeshaya the Hasid and his daughters, not on the tzaddik (Apter Rav) whose family does not appear.
Shivhei-Habesht_0060	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The family depicted (mother and sons) belongs to other figures, not to the tzaddik Besht himself.
Shivhei-Habesht_0184	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tzaddik (Besht) appears, but no members of his immediate family are characters; the wife and son in the story belong to the petitioner, not the tzaddik.
Shivhei-Harav_0019	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No immediate family members of a tzaddik appear as active characters; mentions of fathers-in-law, sons, etc. are incidental and not the tzaddik's own family.
Sipurei-Zadikim_0004	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	No family members of the tzaddik appear; the story involves the rebbe, an avrekh, and a wealthy bride.
Sipurei-Zadikim_0010	characters-and-roles:the_family_of_the_tsaddik	propagated	False	high	REJECT	The tzaddik (Sava of Spola) appears alone; no family members are depicted.
Adat-Zadikim_0004	ethics-and-emotions:adultery	propagated	False	high	REJECT	The story involves a deceased wife's jealousy and oath about her niece marrying her widower, but no adultery occurs or is at issue.
Khal-Hasidim_0002	ethics-and-emotions:adultery	propagated	False	high	REJECT	The story contains no depiction or discussion of adultery.
Khal-Hasidim_0115	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story concerns debt, gilgul, and rebuke for ungenerosity; no adultery.
Khal-Hasidim_0117	ethics-and-emotions:adultery	propagated	True	high	CONFIRM	The story explicitly describes the widow's promiscuity (זנתה עם כמה פרוצים) after her husband's death, which constitutes adultery/sexual transgression central to the plot.
Khal-Hasidim_0126	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story concerns trust in God, a marriage match, and a robbery/vow — no adultery.
Mifalot-HaZadikim_0006	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story concerns hospitality (hachnasat orchim), childbirth via blessing, and a foolish son; no adultery.
Peer-MiKdoshim_0001	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story concerns debt, reincarnation, and stinginess; no adultery.
Peer-MiKdoshim_0006	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story concerns trust in tzaddik, robbery, and a vow of charity; no adultery.
Peer-MiKdoshim_0010	ethics-and-emotions:adultery	propagated	False	high	REJECT	The story tests the wife's faithfulness and she explicitly refuses; no adultery occurs.
Peer-MiKdoshim_0016	ethics-and-emotions:adultery	propagated	False	high	REJECT	Story is about faith, matchmaking, and miraculous wealth; no adultery.
Shivhei-Habesht_0002	ethics-and-emotions:adultery	propagated	False	high	REJECT	No adultery depicted in the story.
Adat-Zadikim_0001	ethics-and-emotions:anger	propagated	False	high	REJECT	The story centers on joy, laughter, and Sabbath delight; no character displays anger.
Adat-Zadikim_0004	ethics-and-emotions:anger	propagated	True	medium	CONFIRM	The Besht rebukes/scolds (ויגער) the bride and the dead wife's spirit, depicting moments of anger/rebuke.
Adat-Zadikim_0013	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The story explicitly describes anger multiple times: the wife's wrath ('בערה בה חמתה'), the husband's fury ('אערה עליו את כל חמתי'), and the rabbi rebuking with anger ('ויתן הרב עיניו בו בכעס').
Adat-Zadikim_0016	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The lord becomes enraged at the informer and beats him severely — a clear depiction of anger.
Adat-Zadikim_0023	ethics-and-emotions:anger	propagated	False	high	REJECT	No character displays anger; story emphasizes humility and weeping, not wrath.
Khal-Hasidim_0080	ethics-and-emotions:anger	propagated	True	high	CONFIRM	R' Nachman explicitly הקפיד (was angry/took offense) at the Mokhiach, and the Mokhiach's own הקפיד is also mentioned.
Khal-Hasidim_0081	ethics-and-emotions:anger	propagated	False	high	REJECT	No anger is depicted; the story centers on joy, Sabbath delight, and laughter.
Khal-Hasidim_0115	ethics-and-emotions:anger	propagated	False	medium	REJECT	The rich man rebukes/scolds the poor beggar and strikes him, but the narrative frames this as cruelty/stinginess rather than emphasizing anger as such; anger is not a focal theme.
Khal-Hasidim_0126	ethics-and-emotions:anger	propagated	False	high	REJECT	No character is depicted as angry; the robbers are murderous and greedy but not described in terms of anger as a moral/emotional moment.
Khal-Hasidim_0154	ethics-and-emotions:anger	propagated	False	high	REJECT	Story is about trust in God (bitachon); no anger depicted.
Khal-Hasidim_0174	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The Vilna Gaon is described as angry/writing harshly against the Hasidim ('חרה מאוד', 'כתב עליהם שטנה מאד'), and Avigdor's vindictive anger drives the persecution.
Khal-Hasidim_0253	ethics-and-emotions:anger	propagated	False	high	REJECT	No anger depicted; emotions shown are sadness, humility, and joy.
Maase-Zadikim_0008	ethics-and-emotions:anger	propagated	False	high	REJECT	The king's displeasure with his son is brief and functional to the parable; no significant depiction of anger as a moral/emotional focus.
Peer-MiKdoshim_0006	ethics-and-emotions:anger	propagated	False	medium	REJECT	No character is depicted as angry; the robbers are greedy/murderous but anger as such is not portrayed.
Peer-MiKdoshim_0016	ethics-and-emotions:anger	propagated	False	high	REJECT	No character displays anger; the story centers on faith, trust, and a miraculous match.
Shivhei-Habesht_0004	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The rabbi explicitly becomes angry (ויקצוף הרב מאד, וירגז הרב) at the Besht over tefillin and the mezuzah.
Shivhei-Habesht_0067	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The story explicitly states the lord became angry (וכעס עליו האדון) and imprisoned the man's son.
Shivhei-Habesht_0184	ethics-and-emotions:anger	propagated	False	medium	REJECT	The merchant becomes 'very angry' (וירגז מאד) at the host briefly upon seeing his goods, but it's a minor incidental moment, not a thematic depiction of anger as moral failing.
Shivhei-Harav_0011	ethics-and-emotions:anger	propagated	True	high	CONFIRM	The Tsar's anger at finding the Rabbi in Petersburg ('חרה להקייסר') and the informer Avigdor's anger at the Hasidim ('חרה אפו על עדת החסידים') are explicitly depicted.
Shivhei-Harav_0014	ethics-and-emotions:anger	propagated	False	medium	REJECT	Story describes disputes and opposition but no character is explicitly depicted as angry.
Shivhei-Harav_0018	ethics-and-emotions:anger	propagated	False	high	REJECT	Story narrates the Rebbe's flight from Napoleon and his death; no depiction of a character's anger.
Sipurei-Zadikim_0011	ethics-and-emotions:anger	propagated	True	high	CONFIRM	R. Israel becomes angry (וחרה לו) at R. Azriel for sleeping instead of working.
Khal-Hasidim_0209	ethics-and-emotions:awe	propagated	True	medium	CONFIRM	R. Shalom gazes in awe at the Sabba Kadisha's dance, recognizing the holiness of his every step — depicts awe of a tzaddik.
Khal-Hasidim_0248	ethics-and-emotions:awe	propagated	True	medium	CONFIRM	The story depicts awe of the tzaddik—R. Shalom's astonishment at R. Uri of Strelisk's holiness and ruach hakodesh, leading him to accept him as rebbe.
Maase-Zadikim_0001	ethics-and-emotions:awe	propagated	True	high	CONFIRM	The story explicitly describes the scholar as 'ירא שמים' and his wife as 'יראה השם', and depicts trembling/awe ('ויחרד מאוד') before the Baal Shem Tov's revelation.
Adat-Zadikim_0015	ethics-and-emotions:charity	propagated	False	high	REJECT	The 200 gold coins are given to fulfill a personal appeasement/dowry obligation to the wronged fiancée's brother, not as charity to the poor.
Khal-Hasidim_0002	ethics-and-emotions:charity	propagated	False	high	REJECT	Story involves mystical writings, the Besht's origins, and supernatural events; no depiction of charity/almsgiving to the poor.
Khal-Hasidim_0174	ethics-and-emotions:charity	propagated	False	high	REJECT	Story concerns R. Shneur Zalman's imprisonment and disputes; no depiction of charity to the poor (the fundraising is for legal defense, not tzedakah).
Khal-Hasidim_0217	ethics-and-emotions:charity	propagated	False	medium	REJECT	Story involves loans, restitution, and aid to the dispossessed Jew, but no almsgiving to the poor as charity (tzedakah) is depicted; the begging scenes are about the nobleman's suffering, not Jewish charity.
Khal-Hasidim_0237	ethics-and-emotions:charity	propagated	False	high	REJECT	The 200 gold coins are given as appeasement/dowry to fulfill a pledge to the former fiancée, not as charity to the poor.
Peer-MiKdoshim_0005	ethics-and-emotions:charity	propagated	False	high	REJECT	Story concerns idolatry, rescue, and prayer; no depiction of charity/almsgiving.
Peer-MiKdoshim_0009	ethics-and-emotions:charity	propagated	False	high	REJECT	Story concerns a fraudulent get and marriage intrigue; no almsgiving or provision for the poor is depicted.
Peer-MiKdoshim_0014	ethics-and-emotions:charity	propagated	False	high	REJECT	Story is about a tzaddik's miraculous rescue via confession and a peasant; no almsgiving depicted.
Peer-MiKdoshim_0015	ethics-and-emotions:charity	propagated	False	high	REJECT	Story is about faith in tzaddikim and divine retribution; loans/restoration of property are not charity to the poor.
Shivhei-Habesht_0002	ethics-and-emotions:charity	propagated	False	high	REJECT	Story contains feasts, mystical events, and robbers but no depiction of almsgiving or providing for the poor.
Shivhei-Harav_0019	ethics-and-emotions:charity	propagated	False	high	REJECT	Story concerns demonic affliction and rescue by the rebbe; no almsgiving or provision for the poor depicted.
Sipurei-Zadikim_0004	ethics-and-emotions:charity	propagated	False	high	REJECT	Story is about a rebbe arranging a match via a loan/business scheme; no almsgiving to the poor is depicted.
Adat-Zadikim_0001	ethics-and-emotions:fear	propagated	True	medium	CONFIRM	The townspeople trembled (ויחרדו) at the Besht's arrival, and Shabtai's wife feared/worried about Shabbat provisions — depicting fear.
Adat-Zadikim_0003	ethics-and-emotions:fear	propagated	False	medium	REJECT	Story involves danger (robbers) but no explicit fear language; Besht acts with mesirut nefesh, not fear.
Adat-Zadikim_0016	ethics-and-emotions:fear	propagated	True	high	CONFIRM	The informer is explicitly afraid to walk alone (היה מתיירא לילך יחידי) and the story depicts his fear/repentance and torment.
Khal-Hasidim_0013	ethics-and-emotions:fear	propagated	False	medium	REJECT	Story features sadness, despair, and self-sacrifice, but no explicit fear/פחד/יראה of God, tzaddik, or danger is depicted.
Khal-Hasidim_0023	ethics-and-emotions:fear	propagated	False	medium	REJECT	Story features wonder and grief but no explicit depiction of fear (פחד/חרדה) of God, tzaddik, or danger.
Khal-Hasidim_0024	ethics-and-emotions:fear	propagated	True	high	CONFIRM	Story explicitly depicts fear: 'אל תפחד', 'לב בעל הברית פחד', 'הוא ירא ממנו', 'בפחי נפש... כי ירא מאוד'.
Khal-Hasidim_0040	ethics-and-emotions:fear	propagated	True	high	CONFIRM	The women fear the demons in the synagogue (מפחדים) and flee.
Khal-Hasidim_0081	ethics-and-emotions:fear	propagated	False	high	REJECT	No depiction of fear; the townspeople's 'trembling' (ויחרדו) at the Besht's arrival is incidental excitement/awe, not a fear theme.
Khal-Hasidim_0088	ethics-and-emotions:fear	propagated	True	high	CONFIRM	The Besht weeps over potential Sabbath desecration, and R' Michel is described as 'ירא' (afraid) to distress the rabbi.
Khal-Hasidim_0115	ethics-and-emotions:fear	propagated	False	medium	REJECT	Judges fearing the powerful man is mentioned briefly, but fear is not a depicted experience central to the story.
Khal-Hasidim_0117	ethics-and-emotions:fear	propagated	False	medium	REJECT	No explicit fear depicted; the woman repents and weeps but fear of God/danger is not the focus.
Khal-Hasidim_0126	ethics-and-emotions:fear	propagated	False	medium	REJECT	Story features distress, worry, and pleading for life, but no explicit fear (פחד/יראה) of God, tzaddik, or danger as a thematic element.
Khal-Hasidim_0154	ethics-and-emotions:fear	propagated	False	high	REJECT	Story centers on bitachon (trust in God); no depiction of fear of God, tzaddik, or danger.
Khal-Hasidim_0157	ethics-and-emotions:fear	propagated	True	high	CONFIRM	The child stands 'בפחי נפש' fearful with no helper, and is beaten until forced in fear into the carcass.
Khal-Hasidim_0171	ethics-and-emotions:fear	propagated	True	high	CONFIRM	The story explicitly depicts fear — the Rebbe of Lublin's fear of being weakened by the Rebbe of Mezhibuzh, and at the end Reb Tzvi was frightened (הפחיד) by his master's stern warning.
Khal-Hasidim_0218	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Maase-Zadikim_0001	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Maase-Zadikim_0005	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Peer-MiKdoshim_0006	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Peer-MiKdoshim_0009	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Peer-MiKdoshim_0016	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Shivhei-Habesht_0198	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Shivhei-Harav_0014	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Shivhei-Harav_0019	ethics-and-emotions:fear	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Adat-Zadikim_0007	ethics-and-emotions:humility	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
Khal-Hasidim_0001	ethics-and-emotions:humility	propagated	None		ERROR:RuntimeError	claude-cli failed after 3 retries: rc=1: Ignoring 1 permissions.allow entry from .claude/settings.json: this workspace h
