file	story_id	tag	text	issue_type	line_number	context
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2900	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	אב	short_fragment	2901	"…תי לשאול 					לכם אם תסכימו ע״ז. להיות על קברו. השיב לו הרב ר״ב 					החודש מנחם אב. אין י""ט אצלי אמר לו הרב ר״ח הי' לי 					הוצאות גדולות מן וואליחיי לכאן. גם עמד…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ח	short_fragment	2901	"…״ז. להיות על קברו. השיב לו הרב ר״ב 					החודש מנחם אב. אין י""ט אצלי אמר לו הרב ר״ח הי' לי 					הוצאות גדולות מן וואליחיי לכאן. גם עמדתי קאלינטער גדול. 					עכשיו …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ב	short_fragment	2904	"…וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו הדברים. שאמר 					הרב ר""ח להרב ר״ב אני נוסע על קבר הבעש""ע ובאתי לשאול 					לכם אם תסכימו ע״ז. להיות על קברו. השיב …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2905	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ח	short_fragment	2906	"…״ז. להיות על קברו. השיב לו הרב ר״ב 					החודש מנחם אב. אין י""ט אצלי אמר לו הרב ר״ח הי' לי 					הוצאות גדולות מן וואליחיי לכאן. גם עמדתי קאלינטער גדול. 					עכשיו …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ח	short_fragment	2907	"…״ז. להיות על קברו. השיב לו הרב ר״ב 					החודש מנחם אב. אין י""ט אצלי אמר לו הרב ר״ח הי' לי 					הוצאות גדולות מן וואליחיי לכאן. גם עמדתי קאלינטער גדול. 					עכשיו …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2909	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ח	short_fragment	2910	"…״ז. להיות על קברו. השיב לו הרב ר״ב 					החודש מנחם אב. אין י""ט אצלי אמר לו הרב ר״ח הי' לי 					הוצאות גדולות מן וואליחיי לכאן. גם עמדתי קאלינטער גדול. 					עכשיו …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ח	short_fragment	2911	"… ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו הדברים. שאמר 					הרב ר""ח להרב ר״ב אני נוסע על קבר הבעש""ע ובאתי לשאול 					לכם אם תסכימו ע״ז. להיות על קב…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2912	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ט	short_fragment	2913	"…	שדברתם עם הרב ר״ב. אמר הרב ר""ח שאלתי אותו אם הסכים 					באמת. להיות על קבר הבעש״ט אמר ר׳ אביגדר לר""ח ולמה 					שאלתם אותו כמה פעמים והלא בפעם א׳ אמר לכם שהוא 			…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ר	short_fragment	2920	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2920	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2925	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ר	short_fragment	2927	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ר'	short_fragment	2928	"…הייתי 					בק׳ אוסטראה אצל הרב ר׳ פנחס וישבנו על כסאות בבית. ודברתי 					עם הרב ר' פנחס ומדי דברי בו חלף והלך הרב ר״ב בחוץ. וראה 					אות הרב ר׳ פנחס בעד החלון. ע…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ב	short_fragment	2928	"…וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו הדברים. שאמר 					הרב ר""ח להרב ר״ב אני נוסע על קבר הבעש""ע ובאתי לשאול 					לכם אם תסכימו ע״ז. להיות על קברו. השיב …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ר׳	short_fragment	2929	"…חנו 					אל האלקער. ותיכף שבו כמעט רגע. והלך הרב ר״ח מאתו אל 					האכסניא. ואמר ר׳ אביגדר להרב ר״ח אני ידעתי את הדבר סתר 					שדברתם עם הרב ר״ב. אמר הרב ר""ח שאלתי…"
Buzina_Denehora.xml	Buzina-DiNehora_0047	persName	ב	short_fragment	2953	"הרב מסיקאל. מאוד הפליא לפניו את רב אחד לצדיק גדול. 					ושאל אותו רר""ב. על מדותיו. …"
Buzina_Denehora.xml	Buzina-DiNehora_0048	persName	״ר	short_fragment	2983	"…מי שאינו רגיל בדבקות ובהתפשטות 					הגשמיות. קרוב שיחלה וימות וסיפר הרב הק' מוהר״ר צבי מזידיטשוב 				"
Buzina_Denehora.xml		persName	א	short_fragment	3202	" 					שלמא יסני להאי גברא רבא ויקירא. אשל נטוע להני אשלי 					rברבי. בוצינא דנהורא. זית שו…"
Buzina_Denehora.xml		persName	נ	short_fragment	3254	" 					ליד אהובי א״נ הרב המאור הגדול נ""י פ""ה ע""ה המפורסם 					בחסידות החכם השלם המופלא. עושה פלא הנצ…"
Buzina_Denehora.xml		persName	ק	short_fragment	3259	" 					הנה ג״ק הגיעני וקבלתי. וראיתי ראיה אחת בשתי שורות עליונות 					אשר רומ״ע אומר כאלו מוכר…"
Buzina_Denehora.xml		persName	״ר	short_fragment	3276	"מכתב כ״י קודש מהרב הק׳ ר׳ משה 					מסיווראן זצלה""ה להרב הקדוש מוהר״ר 					אברהם יהושע העשיל מאפטא 					זצוקללה""ה. 				"
Buzina_Denehora.xml		persName	מ׳	short_fragment	3402	" 					מרדכי באאמו״ר מ׳ מנחם נחום הנ""ט 					מטשירנאביל ושארי קהילות ק׳ : 				"
Buzina_Denehora.xml	Buzina-DiNehora_0041	placeName	ק'	short_fragment	2715	"פ""א בא מחותנו הרב הק'. ר׳ שלמה קארלינר ולק' טאלטשין 					והלך הרב ר שלמה מן האכסניא שלו אלי הרב הק׳ ר…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	placeName	ק'	short_fragment	2728	"פעם אחת בא הרב הק' ר' ברוך זצלה""ה. קודם חג השבועות. 					לק' מעזעביז ולא הי' אצל אחיו הרב הק' מסדי…"
Buzina_Denehora.xml		orgName	ה	short_fragment	702	" 					שאל אותו הרב הק׳ ר׳ אברהם דוב מחמעלניק איתא בגמרא 					אין לו להקב""ה בעולמו אלא אוצר של יר…"
Buzina_Denehora.xml		orgName	ה	short_fragment	1116	"בפתח אליהו. ולית מאן דאנהיג לך אמר עפ""י מאמרם 					ז""ל מי מושל בי. צדיק שנאמר צדיק מושל ב…"
Buzina_Denehora.xml	Buzina-DiNehora_0011	orgName	ה	short_fragment	1630	"כל אוכל תתעב נפשם. ואמר שפ״א שאלו להעבש״ט. מהו 					עיקר העבודה. הלא אנו יודעים ואבותינו ספרו לנו 					שבימים הקדמונ…"
Buzina_Denehora.xml		orgName	ת	short_fragment	1668	"תהלים ל' 					מי לא יראד וגו'. אמר למה לא כתיב מי לא יאהבך מלך 					וכו׳ ואמר כי …"
Buzina_Denehora.xml	Buzina-DiNehora_0014	orgName	ה	short_fragment	1869	"כאשר נתקבל הרב הק׳ ר׳ נחום מטשירנאביל זצלה""ה בפעם 					ראשון לרב ומגיד. נתקבל בכבוד גדול. וכ…"
Buzina_Denehora.xml		orgName	״ה	short_fragment	2231	" 					כף אחת עשרה זהב מלאה. עשרה היא יוד ופי' כפיפה אחת 					מישראל להקב״ה זהב מלאה : 				"
Buzina_Denehora.xml	Buzina-DiNehora_0039	orgName	הב	short_fragment	2663	"…ל מעלה. יצא הכרוז מי שיודע עליו 					איזה דבר יבוא ויגיד. מיד בא מקטרג אחד לפני הב""ד של מעלה 					והציע לפניהם המעשה הזאת. ואמר הגם שלפי הדין זקן ואינו לפי 					כ…"
Buzina_Denehora.xml	Buzina-DiNehora_0039	orgName	ד	short_fragment	2663	"צדיק אחד בא לבנו בחלום ואמר לו שיסע להה״ק ר״ב ממעזיבוז 					ויתן לו ת""ח על אשר עשה…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	orgName	ק'	short_fragment	2729	"פעם אחת בא הרב הק' ר' ברוך זצלה""ה. קודם חג השבועות. 					לק' מעזעביז ולא הי' אצל אחיו הרב הק' מסדי…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	orgName	ק	short_fragment	2730	"פעם אחת בא הרב הק' ר' ברוך זצלה""ה. קודם חג השבועות. 					לק' מעזעביז ולא הי' אצל אחיו הרב הק' מסד…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	orgName	ק	short_fragment	2920	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אלו הדברים. שאמר 					הרב…"
Buzina_Denehora.xml		orgName	ק	short_fragment	3072	" 					בחודש מרחשוון העבר. קבלתי הגיעני מכתב ידיו גלילי זהב 					ויאורו עיני מגודל השמחה. וחדוותא מסתייע. סי…"
Dvarim-Yekarim.xml		persName	ק	short_fragment	29	" 					הרב הצה״ק ר׳ ישראל בעש״ט 					זצ״ל. 					הרב הצה״ק החיד״א זצ״ל. 					הרב הצה״ק ר׳ דוב בעד…"
Dvarim-Yekarim.xml		persName	״א	short_fragment	29	" 					הרב הצה״ק ר׳ ישראל בעש״ט 					זצ״ל. 					הרב הצה״ק החיד״א זצ״ל. 					הרב הצה״ק ר׳ דוב בעד 					המגיד זצ״ל. 					הרהה״ק המגיד מקאזניץ זצ״ל…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0002	persName	מ׳	short_fragment	257	"…שאר בשר ובכה ע״ז 					יותר. ויהי כי עבר בכייתו מיד בא המשרת מהאשה המפורסמת 					מ׳ טעמריל זצל""ה אשר הי' לה פאפרינאציע ורצתה ליתן לו ששה 					רו״כ מידי שבוע למען י…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0003	persName	זי	short_fragment	280	"…לות המעות לסלקם קודם החופה. 					אחר החתונה ראה החתן אשר הנושים באים וצועקים להחזיר להם 					והמחותן אין לו מאומה מאין לקחת ליתן להם וקפץ החתן 					והחזיר להמחותן…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0003	persName	ע	short_fragment	280	" 					בדורינו הי' איש אחד שזכה לעשירות גדול לו ולדורות 					זה הי' מחמת כי מחותנו הבטיח ליתן לו חמשים 					טאליר …"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0004	persName	-	short_fragment	296	Dvarim-Yekarim0004
Dvarim-Yekarim.xml	Dvarim-Yekarim_0004	persName	-	punct_only	296	Dvarim-Yekarim0004
Dvarim-Yekarim.xml	Dvarim-Yekarim_0005	persName	ה	short_fragment	331	" 					איך שהרה״צ ה״ק מ׳ דוב בער זצלה""ה זי""ע מראדישיטץ 					בבחרותו הי׳ משמש הרהצה״ק מ׳ משה ל…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0006	persName	מ׳	short_fragment	367	"…הר 					ולא נסע הרב עד אחר פטירתו. והי׳ במותו כתב הרב מכתב לאביו 					הרה״צ הק' מ׳ נחום זצלה""ה אשר הי׳ בעולם העליון וחתם בחתימת 					ידו וציוה הרב שיתנו המכתב להנ…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0006	persName	מ	short_fragment	397	" 					ובוודאי כאשר ישיג המכתב יעמידנו בג״ע בטח. וכן הי׳ כאשר 					הלכו כל הפמליא של מעלה הנשמות הראו לו את…"
Dvarim-Yekarim.xml	Dvarim-Yekarim_0006	persName	מ	short_fragment	402	" 					ובוודאי כאשר ישיג המכתב יעמידנו בג״ע בטח. וכן הי׳ כאשר 					הלכו כל הפמליא של מעלה הנשמות הראו לו את…"
Dvarim-Yekarim.xml		persName	ק	short_fragment	409	" 					שמעתי בשם הרהצה״ק ר׳ פנחס ש׳ נכד היהודי זצלה""ה 					זי״ע שאמר אשר במצרים היו במ״ט שערי טומאה 				…"
Dvarim-Yekarim.xml		persName	״ק	short_fragment	477	" 					בפרשת ויצא ויפגע במקום. בשם כ״ק הרה״צ ר׳ דוד 					מלעליוו זצלה""ה זי""ע ויפגע לשון 					פגע מען מוס זיך פעגנין בי…"
Dvarim-Yekarim.xml		persName	ה	short_fragment	568	" 					בשם הרה״צ ר״מ מפרימישלאן זצל״ה. 				"
Dvarim-Yekarim.xml		persName	״ה	short_fragment	613	"…שבת אתה בעצמך חזור ודבר אל בנ״י שלא 					יקיימו השבת לתועלתם כמו בתחילה בימי מרע״ה אלא להיותם 					שבתוחי שלי כי אני הוא הגוזר עליהם מצוה זו ולא תהי' כוונתם 					…"
Dvarim-Yekarim.xml		persName	״ה	short_fragment	661	"…ה שהוא עומד בתוך עמיו ומוכיח אותם. (מהרה״מ 					הקדוש מוה״ר דוב בער זצל""ה)  : [א״ה דוגמא לזה ראיתי בס׳ אהבת 					שלום מהרה״צ ר״מ מקאסוב זצל״ה פי׳ הפסוק יפיפות מבנ…"
Dvarim-Yekarim.xml		placeName	הס	short_fragment	502	"… 					משה רע""ה אל פרעה דידוע דגם את זה לעומת זה עשה אלקים 					ופרעה הי' מרכבה להס״א והי׳ מלך מצרים וגדול שבכולם ע״כ 					שלחו אליו להוציא ממנו הנצוצות ולעשותו בע…"
Hitgalut-HaZadikim.xml		persName	״ל	short_fragment	33	"…וה לזה דברי תורה מתוקים ויקרים מאאמו״ר הרה״ג חסיד וקדוש 					מוהר""ר מרדכי זאב זצ״ל האבד״ק קאלביעל בעהמ״ח קול 					הרמ״ז, ויהיו נקראים בשם לקוטי הרמ״ז. 					אשר קב…"
Hitgalut-HaZadikim.xml		persName	״ז	short_fragment	34	"…ר הרה״ג חסיד וקדוש 					מוהר""ר מרדכי זאב זצ״ל האבד״ק קאלביעל בעהמ״ח קול 					הרמ״ז, ויהיו נקראים בשם לקוטי הרמ״ז. 					אשר קבצתי בעזהי״ת אנכי המאסף הצעיר לב""א שלמ…"
Hitgalut-HaZadikim.xml		persName	ה	short_fragment	84	" 					א) הרה״ק ר״ר אלימלך 					ב) בנו הרה״ק ר׳ אלעזר 					ג) הרה״ק ר׳ אורי מסטרעליסק 					…"
Hitgalut-HaZadikim.xml		persName	״ל	short_fragment	108	"…דול חסידא קדישא בקי 					בכל חדרי תורה בנגלה ובנסתר 					כק""ש מוהר״ר מרדכי זאב ז״ל 					האבד״ק קאלביעל בעהמה""ס קול 					הררמ״ץ על מדרש תנחומא ועוד 					הרבה חיבור…"
Hitgalut-HaZadikim.xml		persName	״ק	short_fragment	109	" 					כו) הרה״ק ר׳ מרדכי מנישכיז 					כז) הרה״ק ר׳ משה ליב מסאסיב 					כח) הרה״ק ר׳ משה מלעלוב …"
